Customer_ID,Cluster,Customer_Segment
CUST_0028384,2,Everyday Active Transactors
CUST_0028385,3,At-Risk Declining Activity
CUST_0028386,4,High-Value Multi-Product
CUST_0028387,3,At-Risk Declining Activity
CUST_0028388,4,High-Value Multi-Product
CUST_0028389,0,Young Digital Starters
CUST_0028390,1,Affluent Low-Engagement
CUST_0028391,0,Young Digital Starters
CUST_0028392,3,At-Risk Declining Activity
CUST_0028393,3,At-Risk Declining Activity
CUST_0028394,1,Affluent Low-Engagement
CUST_0028395,2,Everyday Active Transactors
CUST_0028396,4,High-Value Multi-Product
CUST_0028397,3,At-Risk Declining Activity
CUST_0028398,2,Everyday Active Transactors
CUST_0028399,1,Affluent Low-Engagement
CUST_0028400,0,Young Digital Starters
CUST_0028401,0,Young Digital Starters
CUST_0028402,1,Affluent Low-Engagement
CUST_0028403,4,High-Value Multi-Product
CUST_0028404,2,Everyday Active Transactors
CUST_0028405,0,Young Digital Starters
CUST_0028406,2,Everyday Active Transactors
CUST_0028407,1,Affluent Low-Engagement
CUST_0028408,2,Everyday Active Transactors
CUST_0028409,0,Young Digital Starters
CUST_0028410,4,High-Value Multi-Product
CUST_0028411,4,High-Value Multi-Product
CUST_0028412,0,Young Digital Starters
CUST_0028413,2,Everyday Active Transactors
CUST_0028414,2,Everyday Active Transactors
CUST_0028415,1,Affluent Low-Engagement
CUST_0028416,4,High-Value Multi-Product
CUST_0028417,1,Affluent Low-Engagement
CUST_0028418,2,Everyday Active Transactors
CUST_0028419,0,Young Digital Starters
CUST_0028420,3,At-Risk Declining Activity
CUST_0028421,4,High-Value Multi-Product
CUST_0028422,2,Everyday Active Transactors
CUST_0028423,2,Everyday Active Transactors
CUST_0028424,2,Everyday Active Transactors
CUST_0028425,4,High-Value Multi-Product
CUST_0028426,3,At-Risk Declining Activity
CUST_0028427,4,High-Value Multi-Product
CUST_0028428,2,Everyday Active Transactors
CUST_0028429,0,Young Digital Starters
CUST_0028430,0,Young Digital Starters
CUST_0028431,1,Affluent Low-Engagement
CUST_0028432,2,Everyday Active Transactors
CUST_0028433,0,Young Digital Starters
CUST_0028434,1,Affluent Low-Engagement
CUST_0028435,3,At-Risk Declining Activity
CUST_0028436,2,Everyday Active Transactors
CUST_0028437,1,Affluent Low-Engagement
CUST_0028438,4,High-Value Multi-Product
CUST_0028439,4,High-Value Multi-Product
CUST_0028440,2,Everyday Active Transactors
CUST_0028441,2,Everyday Active Transactors
CUST_0028442,0,Young Digital Starters
CUST_0028443,4,High-Value Multi-Product
CUST_0028444,2,Everyday Active Transactors
CUST_0028445,3,At-Risk Declining Activity
CUST_0028446,0,Young Digital Starters
CUST_0028447,0,Young Digital Starters
CUST_0028448,2,Everyday Active Transactors
CUST_0028449,2,Everyday Active Transactors
CUST_0028450,1,Affluent Low-Engagement
CUST_0028451,3,At-Risk Declining Activity
CUST_0028452,0,Young Digital Starters
CUST_0028453,0,Young Digital Starters
CUST_0028454,3,At-Risk Declining Activity
CUST_0028455,0,Young Digital Starters
CUST_0028456,2,Everyday Active Transactors
CUST_0028457,2,Everyday Active Transactors
CUST_0028458,2,Everyday Active Transactors
CUST_0028459,2,Everyday Active Transactors
CUST_0028460,0,Young Digital Starters
CUST_0028461,3,At-Risk Declining Activity
CUST_0028462,4,High-Value Multi-Product
CUST_0028463,3,At-Risk Declining Activity
CUST_0028464,4,High-Value Multi-Product
CUST_0028465,4,High-Value Multi-Product
CUST_0028466,4,High-Value Multi-Product
CUST_0028467,4,High-Value Multi-Product
CUST_0028468,2,Everyday Active Transactors
CUST_0028469,0,Young Digital Starters
CUST_0028470,3,At-Risk Declining Activity
CUST_0028471,4,High-Value Multi-Product
CUST_0028472,1,Affluent Low-Engagement
CUST_0028473,0,Young Digital Starters
CUST_0028474,2,Everyday Active Transactors
CUST_0028475,1,Affluent Low-Engagement
CUST_0028476,0,Young Digital Starters
CUST_0028477,1,Affluent Low-Engagement
CUST_0028478,0,Young Digital Starters
CUST_0028479,1,Affluent Low-Engagement
CUST_0028480,2,Everyday Active Transactors
CUST_0028481,4,High-Value Multi-Product
CUST_0028482,0,Young Digital Starters
CUST_0028483,2,Everyday Active Transactors
CUST_0028484,2,Everyday Active Transactors
CUST_0028485,1,Affluent Low-Engagement
CUST_0028486,4,High-Value Multi-Product
CUST_0028487,0,Young Digital Starters
CUST_0028488,1,Affluent Low-Engagement
CUST_0028489,0,Young Digital Starters
CUST_0028490,1,Affluent Low-Engagement
CUST_0028491,2,Everyday Active Transactors
CUST_0028492,0,Young Digital Starters
CUST_0028493,4,High-Value Multi-Product
CUST_0028494,4,High-Value Multi-Product
CUST_0028495,4,High-Value Multi-Product
CUST_0028496,2,Everyday Active Transactors
CUST_0028497,2,Everyday Active Transactors
CUST_0028498,3,At-Risk Declining Activity
CUST_0028499,0,Young Digital Starters
CUST_0028500,1,Affluent Low-Engagement
CUST_0028501,2,Everyday Active Transactors
CUST_0028502,2,Everyday Active Transactors
CUST_0028503,2,Everyday Active Transactors
CUST_0028504,2,Everyday Active Transactors
CUST_0028505,1,Affluent Low-Engagement
CUST_0028506,4,High-Value Multi-Product
CUST_0028507,3,At-Risk Declining Activity
CUST_0028508,1,Affluent Low-Engagement
CUST_0028509,4,High-Value Multi-Product
CUST_0028510,2,Everyday Active Transactors
CUST_0028511,3,At-Risk Declining Activity
CUST_0028512,2,Everyday Active Transactors
CUST_0028513,4,High-Value Multi-Product
CUST_0028514,3,At-Risk Declining Activity
CUST_0028515,3,At-Risk Declining Activity
CUST_0028516,4,High-Value Multi-Product
CUST_0028517,3,At-Risk Declining Activity
CUST_0028518,4,High-Value Multi-Product
CUST_0028519,2,Everyday Active Transactors
CUST_0028520,3,At-Risk Declining Activity
CUST_0028521,0,Young Digital Starters
CUST_0028522,0,Young Digital Starters
CUST_0028523,4,High-Value Multi-Product
CUST_0028524,2,Everyday Active Transactors
CUST_0028525,0,Young Digital Starters
CUST_0028526,1,Affluent Low-Engagement
CUST_0028527,2,Everyday Active Transactors
CUST_0028528,0,Young Digital Starters
CUST_0028529,1,Affluent Low-Engagement
CUST_0028530,1,Affluent Low-Engagement
CUST_0028531,4,High-Value Multi-Product
CUST_0028532,1,Affluent Low-Engagement
CUST_0028533,4,High-Value Multi-Product
CUST_0028534,2,Everyday Active Transactors
CUST_0028535,4,High-Value Multi-Product
CUST_0028536,2,Everyday Active Transactors
CUST_0028537,2,Everyday Active Transactors
CUST_0028538,0,Young Digital Starters
CUST_0028539,3,At-Risk Declining Activity
CUST_0028540,3,At-Risk Declining Activity
CUST_0028541,4,High-Value Multi-Product
CUST_0028542,2,Everyday Active Transactors
CUST_0028543,1,Affluent Low-Engagement
CUST_0028544,0,Young Digital Starters
CUST_0028545,2,Everyday Active Transactors
CUST_0028546,1,Affluent Low-Engagement
CUST_0028547,0,Young Digital Starters
CUST_0028548,3,At-Risk Declining Activity
CUST_0028549,4,High-Value Multi-Product
CUST_0028550,2,Everyday Active Transactors
CUST_0028551,0,Young Digital Starters
CUST_0028552,3,At-Risk Declining Activity
CUST_0028553,1,Affluent Low-Engagement
CUST_0028554,0,Young Digital Starters
CUST_0028555,1,Affluent Low-Engagement
CUST_0028556,0,Young Digital Starters
CUST_0028557,3,At-Risk Declining Activity
CUST_0028558,2,Everyday Active Transactors
CUST_0028559,4,High-Value Multi-Product
CUST_0028560,2,Everyday Active Transactors
CUST_0028561,2,Everyday Active Transactors
CUST_0028562,2,Everyday Active Transactors
CUST_0028563,1,Affluent Low-Engagement
CUST_0028564,1,Affluent Low-Engagement
CUST_0028565,0,Young Digital Starters
CUST_0028566,0,Young Digital Starters
CUST_0028567,3,At-Risk Declining Activity
CUST_0028568,4,High-Value Multi-Product
CUST_0028569,2,Everyday Active Transactors
CUST_0028570,2,Everyday Active Transactors
CUST_0028571,2,Everyday Active Transactors
CUST_0028572,2,Everyday Active Transactors
CUST_0028573,1,Affluent Low-Engagement
CUST_0028574,0,Young Digital Starters
CUST_0028575,4,High-Value Multi-Product
CUST_0028576,1,Affluent Low-Engagement
CUST_0028577,2,Everyday Active Transactors
CUST_0028578,0,Young Digital Starters
CUST_0028579,0,Young Digital Starters
CUST_0028580,0,Young Digital Starters
CUST_0028581,3,At-Risk Declining Activity
CUST_0028582,2,Everyday Active Transactors
CUST_0028583,2,Everyday Active Transactors
CUST_0028584,1,Affluent Low-Engagement
CUST_0028585,1,Affluent Low-Engagement
CUST_0028586,1,Affluent Low-Engagement
CUST_0028587,2,Everyday Active Transactors
CUST_0028588,4,High-Value Multi-Product
CUST_0028589,2,Everyday Active Transactors
CUST_0028590,1,Affluent Low-Engagement
CUST_0028591,1,Affluent Low-Engagement
CUST_0028592,0,Young Digital Starters
CUST_0028593,2,Everyday Active Transactors
CUST_0028594,0,Young Digital Starters
CUST_0028595,1,Affluent Low-Engagement
CUST_0028596,1,Affluent Low-Engagement
CUST_0028597,1,Affluent Low-Engagement
CUST_0028598,2,Everyday Active Transactors
CUST_0028599,4,High-Value Multi-Product
CUST_0028600,4,High-Value Multi-Product
CUST_0028601,4,High-Value Multi-Product
CUST_0028602,2,Everyday Active Transactors
CUST_0028603,0,Young Digital Starters
CUST_0028604,1,Affluent Low-Engagement
CUST_0028605,0,Young Digital Starters
CUST_0028606,1,Affluent Low-Engagement
CUST_0028607,2,Everyday Active Transactors
CUST_0028608,3,At-Risk Declining Activity
CUST_0028609,2,Everyday Active Transactors
CUST_0028610,2,Everyday Active Transactors
CUST_0028611,0,Young Digital Starters
CUST_0028612,2,Everyday Active Transactors
CUST_0028613,2,Everyday Active Transactors
CUST_0028614,2,Everyday Active Transactors
CUST_0028615,2,Everyday Active Transactors
CUST_0028616,1,Affluent Low-Engagement
CUST_0028617,2,Everyday Active Transactors
CUST_0028618,4,High-Value Multi-Product
CUST_0028619,4,High-Value Multi-Product
CUST_0028620,2,Everyday Active Transactors
CUST_0028621,1,Affluent Low-Engagement
CUST_0028622,2,Everyday Active Transactors
CUST_0028623,2,Everyday Active Transactors
CUST_0028624,3,At-Risk Declining Activity
CUST_0028625,2,Everyday Active Transactors
CUST_0028626,0,Young Digital Starters
CUST_0028627,0,Young Digital Starters
CUST_0028628,2,Everyday Active Transactors
CUST_0028629,1,Affluent Low-Engagement
CUST_0028630,0,Young Digital Starters
CUST_0028631,1,Affluent Low-Engagement
CUST_0028632,3,At-Risk Declining Activity
CUST_0028633,1,Affluent Low-Engagement
CUST_0028634,2,Everyday Active Transactors
CUST_0028635,2,Everyday Active Transactors
CUST_0028636,0,Young Digital Starters
CUST_0028637,2,Everyday Active Transactors
CUST_0028638,1,Affluent Low-Engagement
CUST_0028639,4,High-Value Multi-Product
CUST_0028640,1,Affluent Low-Engagement
CUST_0028641,1,Affluent Low-Engagement
CUST_0028642,2,Everyday Active Transactors
CUST_0028643,1,Affluent Low-Engagement
CUST_0028644,0,Young Digital Starters
CUST_0028645,2,Everyday Active Transactors
CUST_0028646,2,Everyday Active Transactors
CUST_0028647,2,Everyday Active Transactors
CUST_0028648,0,Young Digital Starters
CUST_0028649,2,Everyday Active Transactors
CUST_0028650,1,Affluent Low-Engagement
CUST_0028651,3,At-Risk Declining Activity
CUST_0028652,2,Everyday Active Transactors
CUST_0028653,2,Everyday Active Transactors
CUST_0028654,0,Young Digital Starters
CUST_0028655,3,At-Risk Declining Activity
CUST_0028656,0,Young Digital Starters
CUST_0028657,0,Young Digital Starters
CUST_0028658,2,Everyday Active Transactors
CUST_0028659,0,Young Digital Starters
CUST_0028660,2,Everyday Active Transactors
CUST_0028661,4,High-Value Multi-Product
CUST_0028662,0,Young Digital Starters
CUST_0028663,1,Affluent Low-Engagement
CUST_0028664,4,High-Value Multi-Product
CUST_0028665,1,Affluent Low-Engagement
CUST_0028666,0,Young Digital Starters
CUST_0028667,0,Young Digital Starters
CUST_0028668,1,Affluent Low-Engagement
CUST_0028669,3,At-Risk Declining Activity
CUST_0028670,3,At-Risk Declining Activity
CUST_0028671,4,High-Value Multi-Product
CUST_0028672,3,At-Risk Declining Activity
CUST_0028673,0,Young Digital Starters
CUST_0028674,2,Everyday Active Transactors
CUST_0028675,1,Affluent Low-Engagement
CUST_0028676,3,At-Risk Declining Activity
CUST_0028677,4,High-Value Multi-Product
CUST_0028678,4,High-Value Multi-Product
CUST_0028679,2,Everyday Active Transactors
CUST_0028680,2,Everyday Active Transactors
CUST_0028681,2,Everyday Active Transactors
CUST_0028682,1,Affluent Low-Engagement
CUST_0028683,1,Affluent Low-Engagement
CUST_0028684,4,High-Value Multi-Product
CUST_0028685,2,Everyday Active Transactors
CUST_0028686,2,Everyday Active Transactors
CUST_0028687,3,At-Risk Declining Activity
CUST_0028688,4,High-Value Multi-Product
CUST_0028689,0,Young Digital Starters
CUST_0028690,0,Young Digital Starters
CUST_0028691,0,Young Digital Starters
CUST_0028692,4,High-Value Multi-Product
CUST_0028693,0,Young Digital Starters
CUST_0028694,0,Young Digital Starters
CUST_0028695,0,Young Digital Starters
CUST_0028696,4,High-Value Multi-Product
CUST_0028697,4,High-Value Multi-Product
CUST_0028698,4,High-Value Multi-Product
CUST_0028699,1,Affluent Low-Engagement
CUST_0028700,0,Young Digital Starters
CUST_0028701,2,Everyday Active Transactors
CUST_0028702,2,Everyday Active Transactors
CUST_0028703,4,High-Value Multi-Product
CUST_0028704,3,At-Risk Declining Activity
CUST_0028705,4,High-Value Multi-Product
CUST_0028706,2,Everyday Active Transactors
CUST_0028707,1,Affluent Low-Engagement
CUST_0028708,2,Everyday Active Transactors
CUST_0028709,2,Everyday Active Transactors
CUST_0028710,2,Everyday Active Transactors
CUST_0028711,0,Young Digital Starters
CUST_0028712,2,Everyday Active Transactors
CUST_0028713,0,Young Digital Starters
CUST_0028714,4,High-Value Multi-Product
CUST_0028715,2,Everyday Active Transactors
CUST_0028716,2,Everyday Active Transactors
CUST_0028717,1,Affluent Low-Engagement
CUST_0028718,2,Everyday Active Transactors
CUST_0028719,0,Young Digital Starters
CUST_0028720,0,Young Digital Starters
CUST_0028721,0,Young Digital Starters
CUST_0028722,2,Everyday Active Transactors
CUST_0028723,4,High-Value Multi-Product
CUST_0028724,4,High-Value Multi-Product
CUST_0028725,3,At-Risk Declining Activity
CUST_0028726,3,At-Risk Declining Activity
CUST_0028727,4,High-Value Multi-Product
CUST_0028728,0,Young Digital Starters
CUST_0028729,2,Everyday Active Transactors
CUST_0028730,4,High-Value Multi-Product
CUST_0028731,2,Everyday Active Transactors
CUST_0028732,1,Affluent Low-Engagement
CUST_0028733,2,Everyday Active Transactors
CUST_0028734,2,Everyday Active Transactors
CUST_0028735,0,Young Digital Starters
CUST_0028736,3,At-Risk Declining Activity
CUST_0028737,2,Everyday Active Transactors
CUST_0028738,4,High-Value Multi-Product
CUST_0028739,4,High-Value Multi-Product
CUST_0028740,2,Everyday Active Transactors
CUST_0028741,3,At-Risk Declining Activity
CUST_0028742,3,At-Risk Declining Activity
CUST_0028743,2,Everyday Active Transactors
CUST_0028744,4,High-Value Multi-Product
CUST_0028745,2,Everyday Active Transactors
CUST_0028746,0,Young Digital Starters
CUST_0028747,1,Affluent Low-Engagement
CUST_0028748,1,Affluent Low-Engagement
CUST_0028749,0,Young Digital Starters
CUST_0028750,0,Young Digital Starters
CUST_0028751,4,High-Value Multi-Product
CUST_0028752,4,High-Value Multi-Product
CUST_0028753,1,Affluent Low-Engagement
CUST_0028754,1,Affluent Low-Engagement
CUST_0028755,2,Everyday Active Transactors
CUST_0028756,4,High-Value Multi-Product
CUST_0028757,2,Everyday Active Transactors
CUST_0028758,1,Affluent Low-Engagement
CUST_0028759,1,Affluent Low-Engagement
CUST_0028760,3,At-Risk Declining Activity
CUST_0028761,0,Young Digital Starters
CUST_0028762,0,Young Digital Starters
CUST_0028763,4,High-Value Multi-Product
CUST_0028764,0,Young Digital Starters
CUST_0028765,1,Affluent Low-Engagement
CUST_0028766,2,Everyday Active Transactors
CUST_0028767,3,At-Risk Declining Activity
CUST_0028768,1,Affluent Low-Engagement
CUST_0028769,4,High-Value Multi-Product
CUST_0028770,4,High-Value Multi-Product
CUST_0028771,2,Everyday Active Transactors
CUST_0028772,4,High-Value Multi-Product
CUST_0028773,0,Young Digital Starters
CUST_0028774,2,Everyday Active Transactors
CUST_0028775,3,At-Risk Declining Activity
CUST_0028776,3,At-Risk Declining Activity
CUST_0028777,3,At-Risk Declining Activity
CUST_0028778,4,High-Value Multi-Product
CUST_0028779,4,High-Value Multi-Product
CUST_0028780,1,Affluent Low-Engagement
CUST_0028781,2,Everyday Active Transactors
CUST_0028782,0,Young Digital Starters
CUST_0028783,2,Everyday Active Transactors
CUST_0028784,2,Everyday Active Transactors
CUST_0028785,2,Everyday Active Transactors
CUST_0028786,0,Young Digital Starters
CUST_0028787,1,Affluent Low-Engagement
CUST_0028788,2,Everyday Active Transactors
CUST_0028789,4,High-Value Multi-Product
CUST_0028790,2,Everyday Active Transactors
CUST_0028791,4,High-Value Multi-Product
CUST_0028792,1,Affluent Low-Engagement
CUST_0028793,4,High-Value Multi-Product
CUST_0028794,2,Everyday Active Transactors
CUST_0028795,0,Young Digital Starters
CUST_0028796,0,Young Digital Starters
CUST_0028797,3,At-Risk Declining Activity
CUST_0028798,2,Everyday Active Transactors
CUST_0028799,2,Everyday Active Transactors
CUST_0028800,2,Everyday Active Transactors
CUST_0028801,2,Everyday Active Transactors
CUST_0028802,4,High-Value Multi-Product
CUST_0028803,0,Young Digital Starters
CUST_0028804,0,Young Digital Starters
CUST_0028805,4,High-Value Multi-Product
CUST_0028806,0,Young Digital Starters
CUST_0028807,0,Young Digital Starters
CUST_0028808,4,High-Value Multi-Product
CUST_0028809,2,Everyday Active Transactors
CUST_0028810,4,High-Value Multi-Product
CUST_0028811,0,Young Digital Starters
CUST_0028812,2,Everyday Active Transactors
CUST_0028813,4,High-Value Multi-Product
CUST_0028814,4,High-Value Multi-Product
CUST_0028815,2,Everyday Active Transactors
CUST_0028816,0,Young Digital Starters
CUST_0028817,0,Young Digital Starters
CUST_0028818,1,Affluent Low-Engagement
CUST_0028819,2,Everyday Active Transactors
CUST_0028820,3,At-Risk Declining Activity
CUST_0028821,3,At-Risk Declining Activity
CUST_0028822,4,High-Value Multi-Product
CUST_0028823,0,Young Digital Starters
CUST_0028824,2,Everyday Active Transactors
CUST_0028825,0,Young Digital Starters
CUST_0028826,2,Everyday Active Transactors
CUST_0028827,2,Everyday Active Transactors
CUST_0028828,1,Affluent Low-Engagement
CUST_0028829,0,Young Digital Starters
CUST_0028830,1,Affluent Low-Engagement
CUST_0028831,4,High-Value Multi-Product
CUST_0028832,3,At-Risk Declining Activity
CUST_0028833,3,At-Risk Declining Activity
CUST_0028834,3,At-Risk Declining Activity
CUST_0028835,2,Everyday Active Transactors
CUST_0028836,1,Affluent Low-Engagement
CUST_0028837,0,Young Digital Starters
CUST_0028838,2,Everyday Active Transactors
CUST_0028839,0,Young Digital Starters
CUST_0028840,0,Young Digital Starters
CUST_0028841,0,Young Digital Starters
CUST_0028842,2,Everyday Active Transactors
CUST_0028843,4,High-Value Multi-Product
CUST_0028844,4,High-Value Multi-Product
CUST_0028845,2,Everyday Active Transactors
CUST_0028846,2,Everyday Active Transactors
CUST_0028847,2,Everyday Active Transactors
CUST_0028848,0,Young Digital Starters
CUST_0028849,2,Everyday Active Transactors
CUST_0028850,4,High-Value Multi-Product
CUST_0028851,2,Everyday Active Transactors
CUST_0028852,4,High-Value Multi-Product
CUST_0028853,0,Young Digital Starters
CUST_0028854,2,Everyday Active Transactors
CUST_0028855,0,Young Digital Starters
CUST_0028856,1,Affluent Low-Engagement
CUST_0028857,4,High-Value Multi-Product
CUST_0028858,0,Young Digital Starters
CUST_0028859,4,High-Value Multi-Product
CUST_0028860,2,Everyday Active Transactors
CUST_0028861,0,Young Digital Starters
CUST_0028862,2,Everyday Active Transactors
CUST_0028863,1,Affluent Low-Engagement
CUST_0028864,1,Affluent Low-Engagement
CUST_0028865,2,Everyday Active Transactors
CUST_0028866,3,At-Risk Declining Activity
CUST_0028867,3,At-Risk Declining Activity
CUST_0028868,2,Everyday Active Transactors
CUST_0028869,3,At-Risk Declining Activity
CUST_0028870,2,Everyday Active Transactors
CUST_0028871,2,Everyday Active Transactors
CUST_0028872,1,Affluent Low-Engagement
CUST_0028873,2,Everyday Active Transactors
CUST_0028874,0,Young Digital Starters
CUST_0028875,2,Everyday Active Transactors
CUST_0028876,2,Everyday Active Transactors
CUST_0028877,4,High-Value Multi-Product
CUST_0028878,0,Young Digital Starters
CUST_0028879,2,Everyday Active Transactors
CUST_0028880,0,Young Digital Starters
CUST_0028881,2,Everyday Active Transactors
CUST_0028882,2,Everyday Active Transactors
CUST_0028883,3,At-Risk Declining Activity
CUST_0028884,2,Everyday Active Transactors
CUST_0028885,4,High-Value Multi-Product
CUST_0028886,1,Affluent Low-Engagement
CUST_0028887,1,Affluent Low-Engagement
CUST_0028888,2,Everyday Active Transactors
CUST_0028889,3,At-Risk Declining Activity
CUST_0028890,1,Affluent Low-Engagement
CUST_0028891,2,Everyday Active Transactors
CUST_0028892,2,Everyday Active Transactors
CUST_0028893,1,Affluent Low-Engagement
CUST_0028894,2,Everyday Active Transactors
CUST_0028895,1,Affluent Low-Engagement
CUST_0028896,2,Everyday Active Transactors
CUST_0028897,3,At-Risk Declining Activity
CUST_0028898,4,High-Value Multi-Product
CUST_0028899,0,Young Digital Starters
CUST_0028900,2,Everyday Active Transactors
CUST_0028901,2,Everyday Active Transactors
CUST_0028902,0,Young Digital Starters
CUST_0028903,2,Everyday Active Transactors
CUST_0028904,1,Affluent Low-Engagement
CUST_0028905,3,At-Risk Declining Activity
CUST_0028906,2,Everyday Active Transactors
CUST_0028907,0,Young Digital Starters
CUST_0028908,0,Young Digital Starters
CUST_0028909,2,Everyday Active Transactors
CUST_0028910,2,Everyday Active Transactors
CUST_0028911,2,Everyday Active Transactors
CUST_0028912,2,Everyday Active Transactors
CUST_0028913,0,Young Digital Starters
CUST_0028914,4,High-Value Multi-Product
CUST_0028915,2,Everyday Active Transactors
CUST_0028916,0,Young Digital Starters
CUST_0028917,2,Everyday Active Transactors
CUST_0028918,0,Young Digital Starters
CUST_0028919,1,Affluent Low-Engagement
CUST_0028920,2,Everyday Active Transactors
CUST_0028921,4,High-Value Multi-Product
CUST_0028922,3,At-Risk Declining Activity
CUST_0028923,0,Young Digital Starters
CUST_0028924,2,Everyday Active Transactors
CUST_0028925,2,Everyday Active Transactors
CUST_0028926,0,Young Digital Starters
CUST_0028927,2,Everyday Active Transactors
CUST_0028928,2,Everyday Active Transactors
CUST_0028929,2,Everyday Active Transactors
CUST_0028930,3,At-Risk Declining Activity
CUST_0028931,1,Affluent Low-Engagement
CUST_0028932,2,Everyday Active Transactors
CUST_0028933,2,Everyday Active Transactors
CUST_0028934,2,Everyday Active Transactors
CUST_0028935,2,Everyday Active Transactors
CUST_0028936,3,At-Risk Declining Activity
CUST_0028937,2,Everyday Active Transactors
CUST_0028938,3,At-Risk Declining Activity
CUST_0028939,1,Affluent Low-Engagement
CUST_0028940,0,Young Digital Starters
CUST_0028941,2,Everyday Active Transactors
CUST_0028942,2,Everyday Active Transactors
CUST_0028943,4,High-Value Multi-Product
CUST_0028944,1,Affluent Low-Engagement
CUST_0028945,2,Everyday Active Transactors
CUST_0028946,3,At-Risk Declining Activity
CUST_0028947,3,At-Risk Declining Activity
CUST_0028948,1,Affluent Low-Engagement
CUST_0028949,0,Young Digital Starters
CUST_0028950,2,Everyday Active Transactors
CUST_0028951,2,Everyday Active Transactors
CUST_0028952,4,High-Value Multi-Product
CUST_0028953,0,Young Digital Starters
CUST_0028954,4,High-Value Multi-Product
CUST_0028955,0,Young Digital Starters
CUST_0028956,2,Everyday Active Transactors
CUST_0028957,4,High-Value Multi-Product
CUST_0028958,1,Affluent Low-Engagement
CUST_0028959,4,High-Value Multi-Product
CUST_0028960,1,Affluent Low-Engagement
CUST_0028961,4,High-Value Multi-Product
CUST_0028962,1,Affluent Low-Engagement
CUST_0028963,1,Affluent Low-Engagement
CUST_0028964,2,Everyday Active Transactors
CUST_0028965,4,High-Value Multi-Product
CUST_0028966,2,Everyday Active Transactors
CUST_0028967,4,High-Value Multi-Product
CUST_0028968,2,Everyday Active Transactors
CUST_0028969,3,At-Risk Declining Activity
CUST_0028970,0,Young Digital Starters
CUST_0028971,3,At-Risk Declining Activity
CUST_0028972,0,Young Digital Starters
CUST_0028973,3,At-Risk Declining Activity
CUST_0028974,1,Affluent Low-Engagement
CUST_0028975,1,Affluent Low-Engagement
CUST_0028976,1,Affluent Low-Engagement
CUST_0028977,4,High-Value Multi-Product
CUST_0028978,0,Young Digital Starters
CUST_0028979,2,Everyday Active Transactors
CUST_0028980,2,Everyday Active Transactors
CUST_0028981,3,At-Risk Declining Activity
CUST_0028982,0,Young Digital Starters
CUST_0028983,3,At-Risk Declining Activity
CUST_0028984,3,At-Risk Declining Activity
CUST_0028985,4,High-Value Multi-Product
CUST_0028986,2,Everyday Active Transactors
CUST_0028987,2,Everyday Active Transactors
CUST_0028988,4,High-Value Multi-Product
CUST_0028989,4,High-Value Multi-Product
CUST_0028990,2,Everyday Active Transactors
CUST_0028991,3,At-Risk Declining Activity
CUST_0028992,0,Young Digital Starters
CUST_0028993,0,Young Digital Starters
CUST_0028994,4,High-Value Multi-Product
CUST_0028995,0,Young Digital Starters
CUST_0028996,3,At-Risk Declining Activity
CUST_0028997,2,Everyday Active Transactors
CUST_0028998,3,At-Risk Declining Activity
CUST_0028999,2,Everyday Active Transactors
CUST_0029000,4,High-Value Multi-Product
CUST_0029001,1,Affluent Low-Engagement
CUST_0029002,2,Everyday Active Transactors
CUST_0029003,2,Everyday Active Transactors
CUST_0029004,2,Everyday Active Transactors
CUST_0029005,2,Everyday Active Transactors
CUST_0029006,2,Everyday Active Transactors
CUST_0029007,0,Young Digital Starters
CUST_0029008,2,Everyday Active Transactors
CUST_0029009,2,Everyday Active Transactors
CUST_0029010,1,Affluent Low-Engagement
CUST_0029011,2,Everyday Active Transactors
CUST_0029012,1,Affluent Low-Engagement
CUST_0029013,3,At-Risk Declining Activity
CUST_0029014,0,Young Digital Starters
CUST_0029015,0,Young Digital Starters
CUST_0029016,0,Young Digital Starters
CUST_0029017,3,At-Risk Declining Activity
CUST_0029018,4,High-Value Multi-Product
CUST_0029019,4,High-Value Multi-Product
CUST_0029020,4,High-Value Multi-Product
CUST_0029021,1,Affluent Low-Engagement
CUST_0029022,0,Young Digital Starters
CUST_0029023,3,At-Risk Declining Activity
CUST_0029024,3,At-Risk Declining Activity
CUST_0029025,0,Young Digital Starters
CUST_0029026,2,Everyday Active Transactors
CUST_0029027,4,High-Value Multi-Product
CUST_0029028,1,Affluent Low-Engagement
CUST_0029029,1,Affluent Low-Engagement
CUST_0029030,0,Young Digital Starters
CUST_0029031,2,Everyday Active Transactors
CUST_0029032,3,At-Risk Declining Activity
CUST_0029033,1,Affluent Low-Engagement
CUST_0029034,4,High-Value Multi-Product
CUST_0029035,3,At-Risk Declining Activity
CUST_0029036,3,At-Risk Declining Activity
CUST_0029037,4,High-Value Multi-Product
CUST_0029038,2,Everyday Active Transactors
CUST_0029039,2,Everyday Active Transactors
CUST_0029040,3,At-Risk Declining Activity
CUST_0029041,2,Everyday Active Transactors
CUST_0029042,1,Affluent Low-Engagement
CUST_0029043,0,Young Digital Starters
CUST_0029044,3,At-Risk Declining Activity
CUST_0029045,2,Everyday Active Transactors
CUST_0029046,1,Affluent Low-Engagement
CUST_0029047,4,High-Value Multi-Product
CUST_0029048,4,High-Value Multi-Product
CUST_0029049,0,Young Digital Starters
CUST_0029050,2,Everyday Active Transactors
CUST_0029051,2,Everyday Active Transactors
CUST_0029052,2,Everyday Active Transactors
