Customer_ID,True_Archetype
CUST_0024896,Everyday Digital Transactor
CUST_0024897,Young Starter
CUST_0024898,Everyday Digital Transactor
CUST_0024899,Everyday Digital Transactor
CUST_0024900,Dormant At-Risk
CUST_0024901,High-Value Multi-Product
CUST_0024902,Everyday Digital Transactor
CUST_0024903,Affluent Low-Activity
CUST_0024904,Everyday Digital Transactor
CUST_0024905,Young Starter
CUST_0024906,High-Value Multi-Product
CUST_0024907,High-Value Multi-Product
CUST_0024908,Young Starter
CUST_0024909,Young Starter
CUST_0024910,Young Starter
CUST_0024911,Affluent Low-Activity
CUST_0024912,Young Starter
CUST_0024913,Dormant At-Risk
CUST_0024914,Everyday Digital Transactor
CUST_0024915,Young Starter
CUST_0024916,Everyday Digital Transactor
CUST_0024917,High-Value Multi-Product
CUST_0024918,Everyday Digital Transactor
CUST_0024919,Young Starter
CUST_0024920,Affluent Low-Activity
CUST_0024921,Dormant At-Risk
CUST_0024922,Everyday Digital Transactor
CUST_0024923,Affluent Low-Activity
CUST_0024924,Young Starter
CUST_0024925,Everyday Digital Transactor
CUST_0024926,Everyday Digital Transactor
CUST_0024927,Everyday Digital Transactor
CUST_0024928,Young Starter
CUST_0024929,Young Starter
CUST_0024930,Dormant At-Risk
CUST_0024931,Young Starter
CUST_0024932,High-Value Multi-Product
CUST_0024933,High-Value Multi-Product
CUST_0024934,Affluent Low-Activity
CUST_0024935,Everyday Digital Transactor
CUST_0024936,Affluent Low-Activity
CUST_0024937,High-Value Multi-Product
CUST_0024938,Affluent Low-Activity
CUST_0024939,Everyday Digital Transactor
CUST_0024940,Young Starter
CUST_0024941,Affluent Low-Activity
CUST_0024942,High-Value Multi-Product
CUST_0024943,Everyday Digital Transactor
CUST_0024944,Affluent Low-Activity
CUST_0024945,Affluent Low-Activity
CUST_0024946,Everyday Digital Transactor
CUST_0024947,Young Starter
CUST_0024948,Young Starter
CUST_0024949,Affluent Low-Activity
CUST_0024950,Affluent Low-Activity
CUST_0024951,Everyday Digital Transactor
CUST_0024952,Affluent Low-Activity
CUST_0024953,Affluent Low-Activity
CUST_0024954,Everyday Digital Transactor
CUST_0024955,Everyday Digital Transactor
CUST_0024956,Dormant At-Risk
CUST_0024957,High-Value Multi-Product
CUST_0024958,Affluent Low-Activity
CUST_0024959,Dormant At-Risk
CUST_0024960,Affluent Low-Activity
CUST_0024961,Everyday Digital Transactor
CUST_0024962,Affluent Low-Activity
CUST_0024963,Affluent Low-Activity
CUST_0024964,Affluent Low-Activity
CUST_0024965,Young Starter
CUST_0024966,Dormant At-Risk
CUST_0024967,High-Value Multi-Product
CUST_0024968,High-Value Multi-Product
CUST_0024969,Everyday Digital Transactor
CUST_0024970,High-Value Multi-Product
CUST_0024971,Young Starter
CUST_0024972,Young Starter
CUST_0024973,Dormant At-Risk
CUST_0024974,Everyday Digital Transactor
CUST_0024975,High-Value Multi-Product
CUST_0024976,Everyday Digital Transactor
CUST_0024977,Affluent Low-Activity
CUST_0024978,Young Starter
CUST_0024979,Young Starter
CUST_0024980,Young Starter
CUST_0024981,Young Starter
CUST_0024982,High-Value Multi-Product
CUST_0024983,Young Starter
CUST_0024984,Dormant At-Risk
CUST_0024985,Dormant At-Risk
CUST_0024986,Young Starter
CUST_0024987,Young Starter
CUST_0024988,High-Value Multi-Product
CUST_0024989,Everyday Digital Transactor
CUST_0024990,Dormant At-Risk
CUST_0024991,Everyday Digital Transactor
CUST_0024992,Young Starter
CUST_0024993,High-Value Multi-Product
CUST_0024994,Everyday Digital Transactor
CUST_0024995,High-Value Multi-Product
CUST_0024996,Everyday Digital Transactor
CUST_0024997,Everyday Digital Transactor
CUST_0024998,Affluent Low-Activity
CUST_0024999,High-Value Multi-Product
CUST_0025000,High-Value Multi-Product
CUST_0025001,Dormant At-Risk
CUST_0025002,Everyday Digital Transactor
CUST_0025003,High-Value Multi-Product
CUST_0025004,Young Starter
CUST_0025005,Young Starter
CUST_0025006,High-Value Multi-Product
CUST_0025007,Affluent Low-Activity
CUST_0025008,Dormant At-Risk
CUST_0025009,Everyday Digital Transactor
CUST_0025010,Dormant At-Risk
CUST_0025011,Everyday Digital Transactor
CUST_0025012,Affluent Low-Activity
CUST_0025013,Young Starter
CUST_0025014,Young Starter
CUST_0025015,Everyday Digital Transactor
CUST_0025016,Everyday Digital Transactor
CUST_0025017,High-Value Multi-Product
CUST_0025018,Affluent Low-Activity
CUST_0025019,Dormant At-Risk
CUST_0025020,Everyday Digital Transactor
CUST_0025021,High-Value Multi-Product
CUST_0025022,High-Value Multi-Product
CUST_0025023,Dormant At-Risk
CUST_0025024,Young Starter
CUST_0025025,Young Starter
CUST_0025026,Affluent Low-Activity
CUST_0025027,Young Starter
CUST_0025028,High-Value Multi-Product
CUST_0025029,Dormant At-Risk
CUST_0025030,Everyday Digital Transactor
CUST_0025031,Affluent Low-Activity
CUST_0025032,Everyday Digital Transactor
CUST_0025033,Affluent Low-Activity
CUST_0025034,Young Starter
CUST_0025035,Dormant At-Risk
CUST_0025036,Affluent Low-Activity
CUST_0025037,Dormant At-Risk
CUST_0025038,Everyday Digital Transactor
CUST_0025039,Young Starter
CUST_0025040,Young Starter
CUST_0025041,High-Value Multi-Product
CUST_0025042,High-Value Multi-Product
CUST_0025043,Young Starter
CUST_0025044,Everyday Digital Transactor
CUST_0025045,Dormant At-Risk
CUST_0025046,Dormant At-Risk
CUST_0025047,Everyday Digital Transactor
CUST_0025048,High-Value Multi-Product
CUST_0025049,Affluent Low-Activity
CUST_0025050,Affluent Low-Activity
CUST_0025051,Everyday Digital Transactor
CUST_0025052,Young Starter
CUST_0025053,High-Value Multi-Product
CUST_0025054,Everyday Digital Transactor
CUST_0025055,Affluent Low-Activity
CUST_0025056,Dormant At-Risk
CUST_0025057,High-Value Multi-Product
CUST_0025058,Affluent Low-Activity
CUST_0025059,Young Starter
CUST_0025060,Young Starter
CUST_0025061,Young Starter
CUST_0025062,Everyday Digital Transactor
CUST_0025063,Everyday Digital Transactor
CUST_0025064,High-Value Multi-Product
CUST_0025065,Affluent Low-Activity
CUST_0025066,Dormant At-Risk
CUST_0025067,Everyday Digital Transactor
CUST_0025068,Young Starter
CUST_0025069,High-Value Multi-Product
CUST_0025070,Dormant At-Risk
CUST_0025071,Dormant At-Risk
CUST_0025072,Everyday Digital Transactor
CUST_0025073,Young Starter
CUST_0025074,Everyday Digital Transactor
CUST_0025075,Everyday Digital Transactor
CUST_0025076,High-Value Multi-Product
CUST_0025077,Young Starter
CUST_0025078,Dormant At-Risk
CUST_0025079,Young Starter
CUST_0025080,Young Starter
CUST_0025081,Dormant At-Risk
CUST_0025082,Everyday Digital Transactor
CUST_0025083,High-Value Multi-Product
CUST_0025084,Young Starter
CUST_0025085,Everyday Digital Transactor
CUST_0025086,Young Starter
CUST_0025087,High-Value Multi-Product
CUST_0025088,Everyday Digital Transactor
CUST_0025089,Everyday Digital Transactor
CUST_0025090,Young Starter
CUST_0025091,Everyday Digital Transactor
CUST_0025092,Dormant At-Risk
CUST_0025093,High-Value Multi-Product
CUST_0025094,Everyday Digital Transactor
CUST_0025095,Affluent Low-Activity
CUST_0025096,Everyday Digital Transactor
CUST_0025097,Dormant At-Risk
CUST_0025098,Young Starter
CUST_0025099,Young Starter
CUST_0025100,Dormant At-Risk
CUST_0025101,High-Value Multi-Product
CUST_0025102,Young Starter
CUST_0025103,Everyday Digital Transactor
CUST_0025104,Dormant At-Risk
CUST_0025105,Affluent Low-Activity
CUST_0025106,Affluent Low-Activity
CUST_0025107,Young Starter
CUST_0025108,Everyday Digital Transactor
CUST_0025109,Dormant At-Risk
CUST_0025110,Everyday Digital Transactor
CUST_0025111,Everyday Digital Transactor
CUST_0025112,Everyday Digital Transactor
CUST_0025113,Everyday Digital Transactor
CUST_0025114,Everyday Digital Transactor
CUST_0025115,Young Starter
CUST_0025116,Everyday Digital Transactor
CUST_0025117,Dormant At-Risk
CUST_0025118,Young Starter
CUST_0025119,Everyday Digital Transactor
CUST_0025120,High-Value Multi-Product
CUST_0025121,Everyday Digital Transactor
CUST_0025122,High-Value Multi-Product
CUST_0025123,Young Starter
CUST_0025124,Dormant At-Risk
CUST_0025125,High-Value Multi-Product
CUST_0025126,Everyday Digital Transactor
CUST_0025127,Dormant At-Risk
CUST_0025128,Affluent Low-Activity
CUST_0025129,Dormant At-Risk
CUST_0025130,Affluent Low-Activity
CUST_0025131,Everyday Digital Transactor
CUST_0025132,High-Value Multi-Product
CUST_0025133,Dormant At-Risk
CUST_0025134,Everyday Digital Transactor
CUST_0025135,Affluent Low-Activity
CUST_0025136,Affluent Low-Activity
CUST_0025137,Dormant At-Risk
CUST_0025138,Everyday Digital Transactor
CUST_0025139,Everyday Digital Transactor
CUST_0025140,Affluent Low-Activity
CUST_0025141,Young Starter
CUST_0025142,Dormant At-Risk
CUST_0025143,High-Value Multi-Product
CUST_0025144,High-Value Multi-Product
CUST_0025145,Everyday Digital Transactor
CUST_0025146,Affluent Low-Activity
CUST_0025147,Everyday Digital Transactor
CUST_0025148,Everyday Digital Transactor
CUST_0025149,Affluent Low-Activity
CUST_0025150,High-Value Multi-Product
CUST_0025151,Everyday Digital Transactor
CUST_0025152,Dormant At-Risk
CUST_0025153,Everyday Digital Transactor
CUST_0025154,Everyday Digital Transactor
CUST_0025155,Everyday Digital Transactor
CUST_0025156,Young Starter
CUST_0025157,Everyday Digital Transactor
CUST_0025158,High-Value Multi-Product
CUST_0025159,Everyday Digital Transactor
CUST_0025160,Dormant At-Risk
CUST_0025161,Everyday Digital Transactor
CUST_0025162,Dormant At-Risk
CUST_0025163,Young Starter
CUST_0025164,High-Value Multi-Product
CUST_0025165,Young Starter
CUST_0025166,Everyday Digital Transactor
CUST_0025167,Young Starter
CUST_0025168,Everyday Digital Transactor
CUST_0025169,Young Starter
CUST_0025170,Everyday Digital Transactor
CUST_0025171,High-Value Multi-Product
CUST_0025172,High-Value Multi-Product
CUST_0025173,Everyday Digital Transactor
CUST_0025174,Everyday Digital Transactor
CUST_0025175,Young Starter
CUST_0025176,Young Starter
CUST_0025177,Everyday Digital Transactor
CUST_0025178,High-Value Multi-Product
CUST_0025179,Affluent Low-Activity
CUST_0025180,Young Starter
CUST_0025181,Everyday Digital Transactor
CUST_0025182,High-Value Multi-Product
CUST_0025183,Dormant At-Risk
CUST_0025184,High-Value Multi-Product
CUST_0025185,High-Value Multi-Product
CUST_0025186,Everyday Digital Transactor
CUST_0025187,Everyday Digital Transactor
CUST_0025188,Everyday Digital Transactor
CUST_0025189,Affluent Low-Activity
CUST_0025190,High-Value Multi-Product
CUST_0025191,High-Value Multi-Product
CUST_0025192,Dormant At-Risk
CUST_0025193,Affluent Low-Activity
CUST_0025194,High-Value Multi-Product
CUST_0025195,High-Value Multi-Product
CUST_0025196,Affluent Low-Activity
CUST_0025197,Everyday Digital Transactor
CUST_0025198,Young Starter
CUST_0025199,Everyday Digital Transactor
CUST_0025200,Everyday Digital Transactor
CUST_0025201,Dormant At-Risk
CUST_0025202,Dormant At-Risk
CUST_0025203,Affluent Low-Activity
CUST_0025204,Everyday Digital Transactor
CUST_0025205,High-Value Multi-Product
CUST_0025206,Everyday Digital Transactor
CUST_0025207,Affluent Low-Activity
CUST_0025208,Dormant At-Risk
CUST_0025209,High-Value Multi-Product
CUST_0025210,Young Starter
CUST_0025211,Affluent Low-Activity
CUST_0025212,Affluent Low-Activity
CUST_0025213,Everyday Digital Transactor
CUST_0025214,High-Value Multi-Product
CUST_0025215,Everyday Digital Transactor
CUST_0025216,High-Value Multi-Product
CUST_0025217,High-Value Multi-Product
CUST_0025218,Everyday Digital Transactor
CUST_0025219,Dormant At-Risk
CUST_0025220,Young Starter
CUST_0025221,Young Starter
CUST_0025222,Everyday Digital Transactor
CUST_0025223,Dormant At-Risk
CUST_0025224,Dormant At-Risk
CUST_0025225,Everyday Digital Transactor
CUST_0025226,Everyday Digital Transactor
CUST_0025227,Affluent Low-Activity
CUST_0025228,Affluent Low-Activity
CUST_0025229,Everyday Digital Transactor
CUST_0025230,Young Starter
CUST_0025231,Young Starter
CUST_0025232,Young Starter
CUST_0025233,Everyday Digital Transactor
CUST_0025234,Young Starter
CUST_0025235,Affluent Low-Activity
CUST_0025236,Everyday Digital Transactor
CUST_0025237,Affluent Low-Activity
CUST_0025238,Everyday Digital Transactor
CUST_0025239,Dormant At-Risk
CUST_0025240,Everyday Digital Transactor
CUST_0025241,Dormant At-Risk
CUST_0025242,High-Value Multi-Product
CUST_0025243,Everyday Digital Transactor
CUST_0025244,Everyday Digital Transactor
CUST_0025245,Affluent Low-Activity
CUST_0025246,Everyday Digital Transactor
CUST_0025247,High-Value Multi-Product
CUST_0025248,High-Value Multi-Product
CUST_0025249,Young Starter
CUST_0025250,Young Starter
CUST_0025251,High-Value Multi-Product
CUST_0025252,Everyday Digital Transactor
CUST_0025253,Everyday Digital Transactor
CUST_0025254,High-Value Multi-Product
CUST_0025255,Dormant At-Risk
CUST_0025256,High-Value Multi-Product
CUST_0025257,Dormant At-Risk
CUST_0025258,Affluent Low-Activity
CUST_0025259,Young Starter
CUST_0025260,Everyday Digital Transactor
CUST_0025261,Everyday Digital Transactor
CUST_0025262,Dormant At-Risk
CUST_0025263,High-Value Multi-Product
CUST_0025264,Dormant At-Risk
CUST_0025265,High-Value Multi-Product
CUST_0025266,Everyday Digital Transactor
CUST_0025267,Everyday Digital Transactor
CUST_0025268,Young Starter
CUST_0025269,Affluent Low-Activity
CUST_0025270,Young Starter
CUST_0025271,Affluent Low-Activity
CUST_0025272,Everyday Digital Transactor
CUST_0025273,Everyday Digital Transactor
CUST_0025274,Young Starter
CUST_0025275,Everyday Digital Transactor
CUST_0025276,Everyday Digital Transactor
CUST_0025277,Affluent Low-Activity
CUST_0025278,High-Value Multi-Product
CUST_0025279,Affluent Low-Activity
CUST_0025280,Young Starter
CUST_0025281,Young Starter
CUST_0025282,Affluent Low-Activity
CUST_0025283,Everyday Digital Transactor
CUST_0025284,High-Value Multi-Product
CUST_0025285,High-Value Multi-Product
CUST_0025286,Affluent Low-Activity
CUST_0025287,High-Value Multi-Product
CUST_0025288,Everyday Digital Transactor
CUST_0025289,Young Starter
CUST_0025290,Affluent Low-Activity
CUST_0025291,Young Starter
CUST_0025292,Young Starter
CUST_0025293,Everyday Digital Transactor
CUST_0025294,Everyday Digital Transactor
CUST_0025295,Dormant At-Risk
CUST_0025296,Everyday Digital Transactor
CUST_0025297,Everyday Digital Transactor
CUST_0025298,Young Starter
CUST_0025299,High-Value Multi-Product
CUST_0025300,Young Starter
CUST_0025301,Everyday Digital Transactor
CUST_0025302,High-Value Multi-Product
CUST_0025303,Everyday Digital Transactor
CUST_0025304,Young Starter
CUST_0025305,Everyday Digital Transactor
CUST_0025306,Everyday Digital Transactor
CUST_0025307,High-Value Multi-Product
CUST_0025308,Everyday Digital Transactor
CUST_0025309,High-Value Multi-Product
CUST_0025310,Dormant At-Risk
CUST_0025311,High-Value Multi-Product
CUST_0025312,Dormant At-Risk
CUST_0025313,Everyday Digital Transactor
CUST_0025314,Young Starter
CUST_0025315,Everyday Digital Transactor
CUST_0025316,Young Starter
CUST_0025317,Young Starter
CUST_0025318,Affluent Low-Activity
CUST_0025319,Young Starter
CUST_0025320,Young Starter
CUST_0025321,Young Starter
CUST_0025322,Young Starter
CUST_0025323,Affluent Low-Activity
CUST_0025324,Dormant At-Risk
CUST_0025325,High-Value Multi-Product
CUST_0025326,Young Starter
CUST_0025327,High-Value Multi-Product
CUST_0025328,High-Value Multi-Product
CUST_0025329,Affluent Low-Activity
CUST_0025330,High-Value Multi-Product
CUST_0025331,Everyday Digital Transactor
CUST_0025332,Young Starter
CUST_0025333,High-Value Multi-Product
CUST_0025334,Affluent Low-Activity
CUST_0025335,Affluent Low-Activity
CUST_0025336,Everyday Digital Transactor
CUST_0025337,Young Starter
CUST_0025338,High-Value Multi-Product
CUST_0025339,High-Value Multi-Product
CUST_0025340,Young Starter
CUST_0025341,Young Starter
CUST_0025342,Dormant At-Risk
CUST_0025343,Everyday Digital Transactor
CUST_0025344,Young Starter
CUST_0025345,Young Starter
CUST_0025346,Affluent Low-Activity
CUST_0025347,Everyday Digital Transactor
CUST_0025348,Affluent Low-Activity
CUST_0025349,Everyday Digital Transactor
CUST_0025350,Young Starter
CUST_0025351,Affluent Low-Activity
CUST_0025352,Everyday Digital Transactor
CUST_0025353,Affluent Low-Activity
CUST_0025354,High-Value Multi-Product
CUST_0025355,Affluent Low-Activity
CUST_0025356,Affluent Low-Activity
CUST_0025357,Everyday Digital Transactor
CUST_0025358,Everyday Digital Transactor
CUST_0025359,Dormant At-Risk
CUST_0025360,Everyday Digital Transactor
CUST_0025361,Affluent Low-Activity
CUST_0025362,Everyday Digital Transactor
CUST_0025363,High-Value Multi-Product
CUST_0025364,Everyday Digital Transactor
CUST_0025365,Young Starter
CUST_0025366,Everyday Digital Transactor
CUST_0025367,High-Value Multi-Product
CUST_0025368,Affluent Low-Activity
CUST_0025369,Young Starter
CUST_0025370,Dormant At-Risk
CUST_0025371,Dormant At-Risk
CUST_0025372,Dormant At-Risk
CUST_0025373,Everyday Digital Transactor
CUST_0025374,High-Value Multi-Product
CUST_0025375,Young Starter
CUST_0025376,High-Value Multi-Product
CUST_0025377,High-Value Multi-Product
CUST_0025378,Young Starter
CUST_0025379,Affluent Low-Activity
CUST_0025380,High-Value Multi-Product
CUST_0025381,Everyday Digital Transactor
CUST_0025382,Young Starter
CUST_0025383,Affluent Low-Activity
CUST_0025384,Affluent Low-Activity
CUST_0025385,High-Value Multi-Product
CUST_0025386,High-Value Multi-Product
CUST_0025387,Everyday Digital Transactor
CUST_0025388,Everyday Digital Transactor
CUST_0025389,Affluent Low-Activity
CUST_0025390,Affluent Low-Activity
CUST_0025391,Affluent Low-Activity
CUST_0025392,High-Value Multi-Product
CUST_0025393,Affluent Low-Activity
CUST_0025394,Affluent Low-Activity
CUST_0025395,Young Starter
CUST_0025396,Everyday Digital Transactor
CUST_0025397,High-Value Multi-Product
CUST_0025398,Dormant At-Risk
CUST_0025399,Dormant At-Risk
CUST_0025400,Everyday Digital Transactor
CUST_0025401,Young Starter
CUST_0025402,Young Starter
CUST_0025403,Affluent Low-Activity
CUST_0025404,Dormant At-Risk
CUST_0025405,High-Value Multi-Product
CUST_0025406,Everyday Digital Transactor
CUST_0025407,High-Value Multi-Product
CUST_0025408,Everyday Digital Transactor
CUST_0025409,Affluent Low-Activity
CUST_0025410,Everyday Digital Transactor
CUST_0025411,Young Starter
CUST_0025412,Everyday Digital Transactor
CUST_0025413,Everyday Digital Transactor
CUST_0025414,Affluent Low-Activity
CUST_0025415,Everyday Digital Transactor
CUST_0025416,Affluent Low-Activity
CUST_0025417,Everyday Digital Transactor
CUST_0025418,High-Value Multi-Product
CUST_0025419,Dormant At-Risk
CUST_0025420,High-Value Multi-Product
CUST_0025421,Everyday Digital Transactor
CUST_0025422,Young Starter
CUST_0025423,High-Value Multi-Product
CUST_0025424,Dormant At-Risk
CUST_0025425,Affluent Low-Activity
CUST_0025426,Dormant At-Risk
CUST_0025427,Everyday Digital Transactor
CUST_0025428,Young Starter
CUST_0025429,Affluent Low-Activity
CUST_0025430,Everyday Digital Transactor
CUST_0025431,Everyday Digital Transactor
CUST_0025432,Young Starter
CUST_0025433,Everyday Digital Transactor
CUST_0025434,Affluent Low-Activity
CUST_0025435,High-Value Multi-Product
CUST_0025436,Everyday Digital Transactor
CUST_0025437,Affluent Low-Activity
CUST_0025438,Dormant At-Risk
CUST_0025439,Dormant At-Risk
CUST_0025440,Affluent Low-Activity
CUST_0025441,Affluent Low-Activity
CUST_0025442,Affluent Low-Activity
CUST_0025443,Young Starter
CUST_0025444,Young Starter
CUST_0025445,High-Value Multi-Product
CUST_0025446,Everyday Digital Transactor
CUST_0025447,Affluent Low-Activity
CUST_0025448,High-Value Multi-Product
CUST_0025449,Everyday Digital Transactor
CUST_0025450,Young Starter
CUST_0025451,Affluent Low-Activity
CUST_0025452,Dormant At-Risk
CUST_0025453,Affluent Low-Activity
CUST_0025454,Affluent Low-Activity
CUST_0025455,Affluent Low-Activity
CUST_0025456,High-Value Multi-Product
CUST_0025457,Young Starter
CUST_0025458,Young Starter
CUST_0025459,Everyday Digital Transactor
CUST_0025460,High-Value Multi-Product
CUST_0025461,High-Value Multi-Product
CUST_0025462,Everyday Digital Transactor
CUST_0025463,Dormant At-Risk
CUST_0025464,High-Value Multi-Product
CUST_0025465,Young Starter
CUST_0025466,Young Starter
CUST_0025467,Young Starter
CUST_0025468,Affluent Low-Activity
CUST_0025469,Affluent Low-Activity
CUST_0025470,Young Starter
CUST_0025471,Everyday Digital Transactor
CUST_0025472,Everyday Digital Transactor
CUST_0025473,Young Starter
CUST_0025474,Young Starter
CUST_0025475,Everyday Digital Transactor
CUST_0025476,High-Value Multi-Product
CUST_0025477,Affluent Low-Activity
CUST_0025478,High-Value Multi-Product
CUST_0025479,Dormant At-Risk
CUST_0025480,Everyday Digital Transactor
CUST_0025481,Young Starter
CUST_0025482,Dormant At-Risk
CUST_0025483,Young Starter
CUST_0025484,Affluent Low-Activity
CUST_0025485,Everyday Digital Transactor
CUST_0025486,Young Starter
CUST_0025487,Dormant At-Risk
CUST_0025488,Everyday Digital Transactor
CUST_0025489,Young Starter
CUST_0025490,Dormant At-Risk
CUST_0025491,Dormant At-Risk
CUST_0025492,Dormant At-Risk
CUST_0025493,Everyday Digital Transactor
CUST_0025494,High-Value Multi-Product
CUST_0025495,Affluent Low-Activity
CUST_0025496,Young Starter
CUST_0025497,Affluent Low-Activity
CUST_0025498,Affluent Low-Activity
CUST_0025499,Young Starter
CUST_0025500,Young Starter
CUST_0025501,High-Value Multi-Product
CUST_0025502,Dormant At-Risk
CUST_0025503,Dormant At-Risk
CUST_0025504,Young Starter
CUST_0025505,Everyday Digital Transactor
CUST_0025506,Dormant At-Risk
CUST_0025507,High-Value Multi-Product
CUST_0025508,Everyday Digital Transactor
CUST_0025509,Affluent Low-Activity
CUST_0025510,Everyday Digital Transactor
CUST_0025511,Everyday Digital Transactor
CUST_0025512,High-Value Multi-Product
CUST_0025513,High-Value Multi-Product
CUST_0025514,High-Value Multi-Product
CUST_0025515,High-Value Multi-Product
CUST_0025516,High-Value Multi-Product
CUST_0025517,Everyday Digital Transactor
CUST_0025518,Everyday Digital Transactor
CUST_0025519,Dormant At-Risk
CUST_0025520,High-Value Multi-Product
CUST_0025521,Everyday Digital Transactor
CUST_0025522,High-Value Multi-Product
CUST_0025523,Affluent Low-Activity
CUST_0025524,Affluent Low-Activity
CUST_0025525,High-Value Multi-Product
CUST_0025526,Everyday Digital Transactor
CUST_0025527,Affluent Low-Activity
CUST_0025528,High-Value Multi-Product
CUST_0025529,Everyday Digital Transactor
CUST_0025530,High-Value Multi-Product
CUST_0025531,High-Value Multi-Product
CUST_0025532,Everyday Digital Transactor
CUST_0025533,Everyday Digital Transactor
CUST_0025534,Dormant At-Risk
CUST_0025535,Everyday Digital Transactor
CUST_0025536,High-Value Multi-Product
CUST_0025537,High-Value Multi-Product
CUST_0025538,Affluent Low-Activity
CUST_0025539,High-Value Multi-Product
CUST_0025540,Everyday Digital Transactor
CUST_0025541,Everyday Digital Transactor
CUST_0025542,Everyday Digital Transactor
CUST_0025543,High-Value Multi-Product
CUST_0025544,Young Starter
CUST_0025545,Young Starter
CUST_0025546,Dormant At-Risk
CUST_0025547,Everyday Digital Transactor
CUST_0025548,High-Value Multi-Product
CUST_0025549,Affluent Low-Activity
CUST_0025550,Young Starter
CUST_0025551,Everyday Digital Transactor
CUST_0025552,Everyday Digital Transactor
CUST_0025553,Young Starter
CUST_0025554,Young Starter
CUST_0025555,Everyday Digital Transactor
CUST_0025556,Young Starter
CUST_0025557,Everyday Digital Transactor
CUST_0025558,High-Value Multi-Product
CUST_0025559,High-Value Multi-Product
CUST_0025560,Affluent Low-Activity
CUST_0025561,Affluent Low-Activity
CUST_0025562,Everyday Digital Transactor
CUST_0025563,Dormant At-Risk
CUST_0025564,High-Value Multi-Product
CUST_0025565,High-Value Multi-Product
CUST_0025566,Affluent Low-Activity
CUST_0025567,Everyday Digital Transactor
CUST_0025568,High-Value Multi-Product
CUST_0025569,Everyday Digital Transactor
CUST_0025570,Young Starter
CUST_0025571,Everyday Digital Transactor
CUST_0025572,Young Starter
CUST_0025573,Affluent Low-Activity
CUST_0025574,High-Value Multi-Product
CUST_0025575,Everyday Digital Transactor
CUST_0025576,Young Starter
CUST_0025577,Everyday Digital Transactor
CUST_0025578,Everyday Digital Transactor
CUST_0025579,Everyday Digital Transactor
CUST_0025580,Everyday Digital Transactor
CUST_0025581,Affluent Low-Activity
CUST_0025582,Dormant At-Risk
CUST_0025583,Everyday Digital Transactor
CUST_0025584,High-Value Multi-Product
CUST_0025585,High-Value Multi-Product
CUST_0025586,High-Value Multi-Product
CUST_0025587,Young Starter
CUST_0025588,Young Starter
CUST_0025589,Everyday Digital Transactor
CUST_0025590,Affluent Low-Activity
CUST_0025591,Dormant At-Risk
CUST_0025592,Young Starter
CUST_0025593,Everyday Digital Transactor
CUST_0025594,Young Starter
CUST_0025595,High-Value Multi-Product
CUST_0025596,Affluent Low-Activity
CUST_0025597,Affluent Low-Activity
CUST_0025598,Everyday Digital Transactor
CUST_0025599,Everyday Digital Transactor
CUST_0025600,High-Value Multi-Product
CUST_0025601,High-Value Multi-Product
CUST_0025602,Affluent Low-Activity
CUST_0025603,Everyday Digital Transactor
CUST_0025604,Dormant At-Risk
CUST_0025605,Young Starter
CUST_0025606,High-Value Multi-Product
CUST_0025607,High-Value Multi-Product
CUST_0025608,Affluent Low-Activity
CUST_0025609,High-Value Multi-Product
CUST_0025610,Affluent Low-Activity
CUST_0025611,Everyday Digital Transactor
CUST_0025612,Dormant At-Risk
CUST_0025613,Young Starter
CUST_0025614,Affluent Low-Activity
CUST_0025615,High-Value Multi-Product
CUST_0025616,Everyday Digital Transactor
CUST_0025617,Young Starter
CUST_0025618,Affluent Low-Activity
CUST_0025619,High-Value Multi-Product
CUST_0025620,High-Value Multi-Product
CUST_0025621,Everyday Digital Transactor
CUST_0025622,Young Starter
CUST_0025623,Affluent Low-Activity
CUST_0025624,High-Value Multi-Product
CUST_0025625,Affluent Low-Activity
CUST_0025626,High-Value Multi-Product
CUST_0025627,Affluent Low-Activity
CUST_0025628,Young Starter
CUST_0025629,High-Value Multi-Product
CUST_0025630,Affluent Low-Activity
CUST_0025631,Everyday Digital Transactor
CUST_0025632,Everyday Digital Transactor
CUST_0025633,Young Starter
CUST_0025634,Affluent Low-Activity
CUST_0025635,Everyday Digital Transactor
CUST_0025636,Everyday Digital Transactor
CUST_0025637,Everyday Digital Transactor
CUST_0025638,Everyday Digital Transactor
CUST_0025639,Young Starter
CUST_0025640,Dormant At-Risk
CUST_0025641,Everyday Digital Transactor
CUST_0025642,Everyday Digital Transactor
CUST_0025643,Dormant At-Risk
CUST_0025644,High-Value Multi-Product
CUST_0025645,Young Starter
CUST_0025646,High-Value Multi-Product
CUST_0025647,Young Starter
CUST_0025648,Everyday Digital Transactor
CUST_0025649,High-Value Multi-Product
CUST_0025650,Everyday Digital Transactor
CUST_0025651,High-Value Multi-Product
CUST_0025652,High-Value Multi-Product
CUST_0025653,Everyday Digital Transactor
CUST_0025654,Affluent Low-Activity
CUST_0025655,High-Value Multi-Product
CUST_0025656,Young Starter
CUST_0025657,Everyday Digital Transactor
CUST_0025658,Young Starter
CUST_0025659,High-Value Multi-Product
CUST_0025660,Dormant At-Risk
CUST_0025661,Young Starter
CUST_0025662,High-Value Multi-Product
CUST_0025663,Young Starter
CUST_0025664,Everyday Digital Transactor
CUST_0025665,High-Value Multi-Product
CUST_0025666,Young Starter
