Claim_ID,Policy_Tenure_Months,Premium_Amount,Claim_Amount,Num_Prior_Claims,Claim_Response_Days,Customer_Age,Fraud
901936,52.9,1094.32,5789.16,1,0.2,45,0
901937,27.8,1337.05,4158.29,0,14.8,70,0
901938,29.0,668.89,1494.47,1,7.9,22,0
901939,47.2,1275.12,1701.91,0,1.8,71,0
901940,98.3,1160.56,7972.88,2,10.4,53,0
901941,4.8,1599.8,5388.35,1,5.4,52,0
901942,21.8,1108.99,1273.98,0,22.3,37,0
901943,46.7,332.06,1688.79,0,4.4,18,0
901944,23.5,1268.69,5728.43,2,10.9,43,0
901945,211.6,1206.16,3974.56,1,17.9,60,0
901946,36.2,1310.58,2693.98,0,1.6,49,0
901947,56.4,1230.68,5558.68,0,5.2,67,0
901948,50.6,588.22,7670.61,0,13.7,79,0
901949,16.3,1444.31,943.1,0,19.3,68,0
901950,28.3,1020.98,100.0,0,10.7,49,0
901951,37.0,1718.77,6468.94,0,5.7,20,0
901952,36.9,1293.15,3212.93,1,2.8,33,0
901953,8.6,951.96,4476.52,0,0.5,40,0
901954,91.0,1585.96,5446.2,0,1.1,46,0
901955,25.4,1725.9,4761.31,0,3.5,67,0
901956,35.6,962.74,3410.78,2,2.2,66,0
901957,48.0,1255.17,5437.6,1,8.8,54,0
901958,47.4,328.45,4187.38,0,3.3,22,0
901959,32.9,844.59,1248.27,1,38.8,27,0
901960,38.1,1134.86,6331.46,0,8.0,67,0
901961,59.5,792.77,3261.33,1,7.3,49,0
901962,14.6,1719.87,645.19,0,13.4,30,0
901963,26.6,1142.47,2231.32,1,8.7,72,0
901964,81.9,654.46,5943.13,0,1.5,49,0
901965,71.4,1592.11,5563.98,0,7.2,36,0
901966,31.0,785.6,4020.78,0,21.0,28,0
901967,19.6,1610.12,1687.94,0,5.0,26,0
901968,24.8,927.24,100.0,2,2.8,21,0
901969,41.8,1303.58,1474.33,0,12.3,27,0
901970,110.9,1154.66,3422.78,0,0.5,23,0
901971,36.0,1063.09,1090.57,1,12.3,67,0
901972,2.5,1587.0,4983.76,0,4.7,75,0
901973,7.0,1316.94,6075.82,1,10.7,75,0
901974,59.2,361.62,2415.35,2,22.7,75,0
901975,43.4,1035.9,7862.14,2,28.1,43,1
901976,98.6,1829.41,6353.96,0,9.6,67,0
901977,33.5,1351.44,1414.7,0,19.4,76,0
901978,7.7,804.46,100.0,0,9.8,44,0
901979,14.4,1437.05,8164.07,1,0.2,22,0
901980,24.6,1288.15,4150.56,0,3.5,23,0
901981,45.6,718.22,100.0,2,0.6,41,0
901982,26.0,910.7,3781.42,1,30.2,42,0
901983,23.1,1445.5,485.39,0,5.1,32,0
901984,57.3,1309.78,4354.29,0,6.2,20,0
901985,12.4,1588.34,4878.62,0,5.2,71,0
901986,1.7,853.33,4743.19,1,14.2,77,0
901987,27.8,1530.21,100.0,1,6.6,28,0
901988,113.4,2038.11,100.0,1,35.7,67,0
901989,199.6,1508.88,3073.6,0,2.3,40,0
901990,2.6,1299.31,3196.74,0,5.6,65,0
901991,22.4,1713.52,3950.71,1,13.2,27,0
901992,16.2,1018.04,6930.15,0,17.0,35,0
901993,5.4,304.51,3569.03,0,5.4,73,1
901994,153.0,1012.89,5349.02,0,7.5,25,0
901995,1.4,300.0,100.0,2,3.7,20,0
901996,13.4,1416.71,4904.67,0,19.4,70,0
901997,1.6,1561.2,6036.69,0,27.1,70,0
901998,4.0,927.46,984.84,0,12.5,49,0
901999,29.4,692.26,2307.08,1,21.3,64,0
902000,79.2,1159.39,1421.91,2,7.5,31,0
902001,25.0,1136.64,7395.83,2,6.1,74,0
902002,16.2,1083.23,3920.84,0,11.5,38,0
902003,42.6,963.54,2699.79,1,1.8,33,0
902004,46.6,680.87,5653.66,1,7.5,63,0
902005,42.8,805.16,4005.04,0,24.3,61,0
902006,11.3,712.9,5394.56,0,1.0,52,0
902007,46.2,1126.5,6319.94,1,3.9,37,0
902008,49.7,1559.36,2930.56,0,43.9,69,0
902009,67.6,505.68,7597.58,1,11.7,46,1
902010,51.6,1210.81,100.0,0,2.5,63,0
902011,101.2,631.27,3422.08,1,14.7,41,0
902012,33.0,872.28,6385.64,1,4.5,74,0
902013,8.1,1283.32,3138.87,0,38.3,70,0
902014,47.6,417.16,3214.02,0,1.1,20,0
902015,14.2,932.33,4656.74,0,1.5,76,0
902016,11.2,1653.86,6510.79,0,16.6,48,0
902017,11.8,1175.59,920.43,1,16.2,36,0
902018,240.0,386.26,4136.92,0,0.8,68,0
902019,62.1,1543.86,2989.51,0,27.9,39,0
902020,59.7,1106.9,1926.86,0,5.5,41,0
902021,81.6,778.2,7432.6,0,3.0,76,0
902022,3.3,953.38,4482.93,0,5.9,55,0
902023,5.6,1176.77,6514.24,0,0.9,57,1
902024,16.2,1683.01,263.51,0,4.9,67,0
902025,36.2,1101.03,2375.5,1,41.6,36,0
902026,15.3,961.25,3663.96,0,34.6,21,0
902027,23.5,1257.96,1565.37,0,2.3,39,0
902028,6.2,382.93,4242.41,2,28.5,35,1
902029,59.9,797.91,3710.68,1,12.7,77,0
902030,25.9,1136.5,2882.38,0,12.0,49,0
902031,98.3,383.31,4846.09,0,15.6,31,0
902032,135.7,1122.25,100.0,0,19.8,22,0
902033,124.6,1255.75,1941.75,0,8.3,58,0
902034,2.3,979.25,4838.47,0,21.5,28,0
902035,159.1,887.54,1960.07,1,16.1,21,0
902036,49.8,1710.65,2592.73,0,2.4,18,0
902037,33.5,1225.47,4363.7,1,29.0,44,0
902038,87.0,1178.04,4318.31,3,23.0,25,0
902039,9.9,1076.05,10547.59,0,15.8,46,0
902040,16.4,1253.38,3680.02,0,11.1,59,0
902041,27.8,1576.77,4721.66,1,8.9,58,0
902042,16.3,1602.93,849.27,3,12.3,30,0
902043,9.7,927.82,2233.12,0,3.9,26,0
902044,92.1,1075.13,6321.87,0,20.8,74,0
902045,6.9,1457.96,1988.51,1,15.7,38,0
902046,27.5,1145.47,3181.53,1,26.2,24,0
902047,13.1,1264.69,100.0,0,30.8,19,0
902048,122.0,1486.42,5533.32,0,15.7,78,0
902049,26.1,1057.04,3846.63,0,14.3,48,0
902050,111.1,1305.06,3878.36,0,2.0,63,0
902051,22.1,1031.0,1878.08,1,0.1,64,0
902052,1.9,1541.81,100.0,0,4.2,66,0
902053,35.4,1524.84,6001.83,0,2.8,46,0
902054,49.4,1766.25,1470.98,1,4.6,78,0
902055,22.3,1059.76,2081.62,1,6.0,76,0
902056,27.2,1252.38,8076.01,1,1.3,64,1
902057,27.5,2084.31,2483.82,1,6.4,21,0
902058,2.9,538.04,7065.32,0,5.5,42,1
902059,91.2,1886.61,2118.18,0,2.1,69,0
902060,12.0,853.64,4517.66,0,4.1,60,0
902061,57.5,1662.57,5198.49,1,1.4,61,0
902062,6.1,2162.52,9235.73,1,4.3,18,0
902063,46.4,1610.63,100.0,1,3.5,23,0
902064,80.1,1097.69,8678.93,0,47.9,34,0
902065,16.3,1321.45,100.0,0,13.2,45,0
902066,66.5,300.0,6415.78,0,1.2,59,1
902067,24.7,978.98,6806.87,1,4.5,72,1
902068,42.7,1235.51,6148.18,1,21.4,59,0
902069,36.0,1135.85,6255.34,1,2.5,38,0
902070,48.3,563.67,100.0,0,20.1,24,0
902071,7.3,1217.0,5495.55,2,6.4,21,0
902072,57.8,1544.69,3148.04,0,5.3,58,0
902073,4.5,954.67,5257.23,1,29.8,72,0
902074,65.9,900.28,4432.97,1,18.2,67,0
902075,93.0,713.81,2773.31,0,14.1,27,0
902076,95.3,1693.5,2684.65,0,51.7,74,0
902077,36.0,1202.7,570.07,0,1.5,52,0
902078,13.5,1437.25,3736.61,1,10.4,65,0
902079,27.6,1255.58,2787.8,0,16.2,71,0
902080,155.1,1162.52,3626.42,0,0.5,27,0
902081,97.2,1451.5,704.25,0,14.6,69,0
902082,3.5,1417.24,100.0,1,6.1,53,0
902083,6.3,1207.06,3718.13,0,4.7,48,0
902084,7.5,1225.04,6422.01,0,31.2,75,0
902085,52.8,1326.17,3108.04,0,15.2,46,0
902086,82.8,1280.75,4521.52,0,7.5,50,0
902087,3.5,1005.09,2258.3,0,5.4,78,0
902088,32.5,1402.75,100.0,0,8.3,42,0
902089,27.3,871.07,100.0,0,9.8,19,0
902090,3.9,1321.22,5749.42,0,0.2,37,0
902091,56.2,1282.46,100.0,0,0.2,51,0
902092,27.5,1474.79,100.0,1,10.0,55,0
902093,44.1,1482.75,2327.85,1,26.8,74,0
902094,27.9,933.47,2283.71,4,26.3,53,0
902095,51.2,2163.28,100.0,0,34.5,77,0
902096,5.5,986.25,5593.68,0,2.1,25,1
902097,172.9,1532.34,2793.32,1,20.8,31,0
902098,145.6,481.04,6767.73,0,15.5,71,0
902099,5.9,715.83,100.0,1,5.1,47,0
902100,19.4,847.04,5743.71,1,0.6,78,0
902101,2.0,1236.54,6511.1,1,16.2,47,0
902102,67.3,1338.83,1359.81,0,9.5,61,0
902103,3.4,306.66,2107.81,1,12.7,29,0
902104,24.5,1264.28,6385.73,0,12.5,38,0
902105,12.4,929.66,6610.76,1,4.8,39,0
902106,21.8,1043.99,3842.22,0,8.2,36,0
902107,1.1,1288.12,100.0,0,9.9,70,0
902108,123.1,2034.63,3891.51,1,0.3,76,0
902109,4.2,1981.8,3156.85,0,15.2,63,0
902110,10.0,1744.38,8310.47,0,18.1,73,0
902111,118.2,1376.34,2696.35,0,22.9,78,0
902112,52.5,1902.64,6694.66,0,11.8,52,0
902113,17.7,1727.89,2523.78,0,1.1,52,0
902114,30.7,550.53,3779.93,0,11.1,71,0
902115,44.2,730.0,2787.02,2,1.9,52,0
902116,17.8,1175.63,4999.3,1,3.4,61,0
902117,12.0,936.55,100.0,0,22.6,61,0
902118,55.7,1360.05,2620.27,2,3.3,64,0
902119,22.3,1809.62,100.0,0,3.0,68,0
902120,3.7,1272.49,5345.1,0,12.4,31,0
902121,57.7,1129.51,5732.32,0,4.0,34,0
902122,5.7,588.13,5052.39,3,4.8,54,1
902123,7.0,1156.1,5176.78,0,6.6,73,1
902124,52.7,632.09,100.0,1,10.5,28,0
902125,106.7,828.79,1511.38,1,3.8,65,0
902126,32.3,1448.71,100.0,1,6.5,77,0
902127,13.7,1194.11,4165.54,1,6.9,30,0
902128,9.1,1362.38,1679.83,0,18.7,37,0
902129,66.6,1058.49,4005.76,1,0.5,67,0
902130,42.8,1140.57,6100.9,1,12.8,49,0
902131,143.1,1294.93,100.0,0,14.8,73,0
902132,65.8,738.94,2276.5,1,2.9,79,0
902133,24.1,1227.66,4149.53,0,19.2,38,0
902134,4.5,931.02,1829.2,0,9.7,40,0
902135,17.4,1214.16,4221.01,0,42.8,52,0
902136,23.3,1818.53,1782.72,1,2.1,43,0
902137,28.0,680.28,1333.24,1,1.6,66,0
902138,6.2,1989.63,6682.79,0,7.2,18,0
902139,17.5,1324.55,8767.39,0,0.8,30,0
902140,3.1,1224.12,3973.97,1,12.4,64,0
902141,69.2,1834.12,4851.75,1,0.6,76,0
902142,20.0,1980.53,1661.48,0,12.1,60,0
902143,85.5,1472.82,6152.27,0,27.7,40,0
902144,66.7,369.02,1204.49,0,5.1,74,0
902145,12.2,854.99,2852.45,0,21.4,44,0
902146,35.8,955.58,6453.65,0,13.2,46,0
902147,102.8,1231.5,8412.23,1,18.6,47,0
902148,7.9,1497.2,3105.58,0,28.6,49,0
902149,33.3,1253.71,2399.74,1,10.4,66,0
902150,52.6,1954.25,5510.88,1,0.5,48,0
902151,33.7,1870.55,2772.68,1,25.5,76,0
902152,9.2,1782.37,100.0,0,0.5,35,0
902153,8.2,871.74,100.0,0,8.1,19,0
902154,13.5,1780.27,604.82,1,22.4,54,0
902155,80.9,792.13,3138.61,0,18.1,42,0
902156,8.6,1133.04,1227.58,1,35.7,45,0
902157,10.0,1078.25,4769.37,0,5.8,60,0
902158,20.2,1215.22,5035.94,1,3.5,42,0
902159,4.7,1430.93,1550.72,0,2.7,58,0
902160,20.2,866.34,2537.1,0,11.2,19,0
902161,5.8,714.41,5710.35,0,3.5,64,1
902162,44.0,1261.42,3713.44,0,2.8,41,0
902163,46.6,1727.79,100.0,0,13.4,19,0
902164,54.4,1118.29,3354.92,1,6.5,27,0
902165,37.2,870.4,6240.16,0,8.5,27,0
902166,1.0,788.61,6230.65,1,7.8,76,0
902167,32.0,329.06,8580.34,0,3.8,65,1
902168,3.8,933.53,4760.99,0,10.5,44,0
902169,32.2,1078.66,2683.61,2,20.5,71,0
902170,94.1,636.11,4406.38,0,20.6,29,0
902171,44.6,1207.31,1914.18,1,34.8,34,0
902172,35.0,837.4,2930.64,0,14.7,30,0
902173,23.4,1263.77,3438.77,1,34.8,53,0
902174,4.6,1269.52,5754.5,1,2.0,59,1
902175,118.2,1494.75,2601.44,0,8.6,48,0
902176,20.9,1377.27,7371.96,0,6.2,70,0
902177,33.5,738.55,4498.31,0,6.9,50,0
902178,37.7,1499.17,4946.4,0,5.3,61,0
902179,55.8,911.67,5200.34,0,2.1,18,0
902180,18.5,1860.14,2758.9,0,5.5,72,0
902181,26.8,980.32,4170.16,0,0.4,26,0
902182,108.9,1022.74,5582.72,2,1.2,40,0
902183,27.0,1859.26,4736.29,0,10.3,24,0
902184,79.8,966.0,1845.63,0,8.5,43,0
902185,7.4,721.44,2195.05,1,5.1,47,0
902186,6.0,840.87,100.0,1,1.9,41,0
902187,49.3,983.3,2328.98,1,8.7,22,0
902188,78.9,839.09,710.57,0,28.0,78,0
902189,15.2,722.76,7777.86,1,12.4,20,0
902190,22.3,1382.1,5844.86,2,42.1,74,0
902191,40.4,1237.82,5128.65,0,19.1,22,0
902192,13.0,765.2,5203.53,0,13.9,68,0
902193,11.0,1234.26,5431.72,1,28.6,77,0
902194,21.3,1203.52,7082.59,0,1.1,19,0
902195,48.2,871.39,5177.98,0,6.3,26,0
902196,6.4,594.69,6071.39,0,15.2,44,1
902197,7.5,1591.27,2330.69,1,3.2,19,0
902198,6.7,1363.92,100.0,2,4.2,68,0
902199,5.5,1538.9,342.07,0,7.3,72,0
902200,20.2,1719.43,1702.05,2,8.9,38,0
902201,119.2,454.75,2521.47,0,2.2,60,0
902202,12.6,1233.97,5961.23,0,5.3,43,0
902203,103.0,1257.64,4245.22,0,20.1,63,0
902204,49.8,855.45,1595.85,0,20.8,25,0
902205,27.3,1567.19,3144.62,1,3.5,50,0
902206,74.8,908.37,1715.19,0,26.8,55,0
902207,37.6,1655.78,1636.31,0,0.2,71,0
902208,5.5,1172.14,6078.92,0,7.9,49,0
902209,30.5,1841.84,3317.95,0,14.6,52,0
902210,66.4,1593.82,4306.34,0,10.5,69,0
902211,47.9,1243.48,3169.65,0,16.8,64,0
902212,130.8,1591.51,5436.04,3,2.2,68,0
902213,41.4,1428.37,4949.38,0,29.2,38,0
902214,34.8,1674.11,4609.67,1,41.2,32,0
902215,8.5,1078.65,2270.11,0,1.5,22,0
902216,56.2,936.8,2472.15,0,7.9,34,0
902217,3.2,1206.9,100.0,1,0.8,18,0
902218,3.1,1400.99,100.0,0,4.0,76,0
902219,62.8,1841.11,1515.67,1,10.3,68,0
902220,1.0,732.45,2821.73,0,27.0,72,0
902221,31.0,1456.98,1070.13,0,5.5,55,0
902222,6.8,1217.11,599.01,0,38.0,78,0
902223,43.5,1511.7,100.0,1,22.8,35,0
902224,69.0,1550.11,3859.35,0,12.9,39,0
902225,28.9,992.48,4210.13,1,0.1,33,1
902226,19.8,1379.53,5376.99,0,14.7,67,0
902227,89.1,1047.04,8377.45,1,15.5,79,0
902228,46.5,797.1,2023.75,1,22.3,52,0
902229,51.4,1532.06,4801.7,0,1.2,72,0
902230,10.3,1117.73,2707.55,0,0.4,31,0
902231,41.2,1379.6,6243.49,1,2.7,35,0
902232,6.0,1447.19,5775.81,1,1.8,21,0
902233,19.4,1846.42,1085.9,1,10.8,65,0
902234,9.2,300.0,1558.12,0,31.3,67,0
902235,202.1,1545.38,5283.81,0,10.0,42,0
902236,53.6,1696.45,1170.04,0,1.2,64,0
902237,25.4,1458.56,4630.0,2,17.3,20,0
902238,49.6,1537.3,3844.89,0,7.7,77,0
902239,48.9,770.4,920.66,1,21.3,69,0
902240,22.1,300.0,3075.86,3,5.2,74,1
902241,42.6,1811.8,4886.65,0,18.7,60,0
902242,40.3,1404.08,2257.96,1,49.8,55,0
902243,6.8,1067.87,4760.64,0,10.8,63,0
902244,75.1,842.87,5200.32,0,0.4,61,0
902245,2.4,480.49,5600.96,0,14.2,39,0
902246,45.4,1130.79,6551.01,1,0.0,26,0
902247,20.8,1292.9,2460.77,0,4.2,36,0
902248,5.0,834.76,1261.31,1,2.1,72,0
902249,95.1,1054.32,3672.5,0,7.3,73,0
902250,13.6,565.95,100.0,1,14.7,46,0
902251,66.4,608.56,6630.5,0,13.6,63,1
902252,1.0,1314.76,4571.69,0,3.3,43,0
902253,34.4,1124.07,6681.07,0,16.5,47,0
902254,67.3,544.34,3431.94,0,11.8,51,0
902255,18.2,1075.69,1769.54,0,1.0,47,0
902256,41.1,1135.55,3888.86,0,11.7,24,0
902257,93.1,949.84,3861.92,0,2.1,53,0
902258,19.9,1196.74,3939.44,2,9.8,25,0
902259,6.4,1273.86,4110.28,1,4.4,66,0
902260,28.0,1126.31,1250.19,0,49.6,65,0
902261,54.7,1570.32,5361.34,0,7.6,63,0
902262,11.4,592.93,5214.08,1,8.8,62,0
902263,58.3,1793.41,6128.5,2,0.5,22,0
902264,50.3,1233.96,2810.54,1,16.1,79,0
902265,10.0,1230.73,3816.63,0,6.9,23,0
902266,27.6,1365.75,2173.75,0,4.5,29,0
902267,22.2,1416.92,5452.21,0,18.3,44,0
902268,21.6,940.79,881.2,1,7.6,41,0
902269,25.2,1462.07,6592.18,1,4.4,57,0
902270,30.5,1264.64,3459.61,1,8.2,48,0
902271,89.4,1408.33,753.78,0,4.2,58,0
902272,137.4,942.65,5856.67,1,10.9,34,0
902273,23.6,1306.79,100.0,0,4.0,74,0
902274,46.2,1162.8,1625.21,0,10.2,61,0
902275,6.1,778.54,3843.56,2,5.1,52,0
902276,48.2,747.18,550.69,0,2.8,38,0
902277,15.6,1356.69,2675.68,0,5.7,41,0
902278,20.3,1297.63,3804.33,1,0.9,43,0
902279,35.4,1315.57,243.93,2,15.2,77,0
902280,23.3,1531.68,4671.81,1,13.5,25,0
902281,4.7,1165.12,4814.42,1,0.8,41,0
902282,12.4,1828.58,1295.65,1,8.7,25,0
902283,2.1,1269.07,1250.49,2,3.2,78,0
902284,74.2,1281.01,525.43,0,11.3,38,0
902285,33.5,1608.07,204.68,0,2.7,68,0
902286,26.5,1501.93,1178.06,1,5.3,34,0
902287,22.8,1414.38,2095.08,0,13.0,67,0
902288,1.0,632.61,6522.96,3,40.2,75,0
902289,30.4,1141.4,6445.66,2,4.4,65,0
902290,66.6,437.46,100.0,1,4.9,25,0
902291,6.0,1372.91,4408.41,1,0.8,30,0
902292,18.5,1180.75,100.0,0,7.4,61,0
902293,70.3,870.44,6984.74,1,40.1,34,0
902294,13.4,1186.54,4541.51,4,19.3,75,0
902295,61.0,1170.99,1778.42,0,10.5,32,0
902296,73.0,1994.65,3516.03,0,8.5,71,0
902297,3.8,875.39,1048.68,2,4.7,39,0
902298,213.0,1713.22,100.0,2,18.4,43,0
902299,10.8,553.03,100.0,1,1.5,70,0
902300,3.5,1387.92,100.0,0,11.6,70,0
902301,64.7,2053.45,4752.62,0,15.0,63,0
902302,2.6,1477.59,100.0,0,25.6,63,0
902303,43.4,1230.96,100.0,1,42.5,50,0
902304,60.9,571.61,5265.87,0,10.9,51,1
902305,47.5,1275.91,2262.94,0,0.3,72,0
902306,150.6,525.73,667.38,0,13.6,68,0
902307,53.9,1376.31,2704.03,0,4.5,41,0
902308,86.9,1272.42,1829.93,1,17.8,55,0
902309,125.8,1530.73,5956.6,0,29.4,69,0
902310,5.7,1121.0,10445.12,0,10.7,42,0
902311,22.4,2083.33,6717.65,0,3.9,43,0
902312,38.7,1339.24,4984.18,1,5.6,46,0
902313,68.7,1926.24,4823.03,0,14.6,38,0
902314,9.3,936.24,5327.02,2,6.1,45,0
902315,26.6,1926.46,2751.05,0,8.5,45,0
902316,38.1,1015.82,4725.25,0,7.9,32,0
902317,131.3,1304.1,1629.28,1,1.1,18,0
902318,6.7,300.0,100.0,0,1.2,64,0
902319,43.5,864.41,5356.33,0,10.9,39,0
902320,98.8,1365.26,2863.01,0,8.4,36,0
902321,24.4,1419.7,5265.57,1,12.6,27,0
902322,18.4,1328.21,2892.21,1,7.6,22,0
902323,12.0,1068.75,5982.97,0,1.0,76,0
902324,39.5,994.93,6596.33,0,4.4,28,0
902325,5.5,2033.98,100.0,2,8.9,67,0
902326,55.0,1883.42,7621.13,0,6.0,30,0
902327,12.4,989.8,1289.93,0,2.8,31,0
902328,11.4,1438.7,4918.89,2,10.1,76,1
902329,18.1,799.73,5833.76,1,2.9,26,0
902330,1.0,1609.27,4181.19,0,3.4,69,0
902331,13.8,1705.51,6093.03,1,4.8,44,0
902332,5.7,1339.19,3376.1,3,0.4,47,0
902333,29.9,1549.83,3979.18,0,6.8,50,0
902334,7.3,909.55,4560.2,1,11.6,76,0
902335,35.7,987.93,2266.28,1,7.2,34,1
902336,25.3,1268.61,2441.79,0,9.9,65,0
902337,30.5,608.6,1583.96,1,3.4,61,0
902338,5.4,1191.97,1940.75,0,5.1,20,0
902339,52.9,1679.73,3025.01,2,1.1,73,0
902340,109.1,300.0,397.81,0,9.2,44,0
902341,128.3,1799.49,100.0,0,23.2,33,0
902342,4.3,1695.53,3604.95,1,19.0,50,0
902343,22.2,938.14,2457.81,0,13.3,64,0
902344,44.8,1636.36,2631.03,0,8.3,22,0
902345,32.1,723.06,9072.34,1,15.2,38,1
902346,6.0,1144.48,301.29,0,3.5,40,0
902347,78.8,878.89,5577.34,0,11.3,47,0
902348,76.7,1119.26,3395.29,2,17.5,30,0
902349,78.2,728.32,2293.18,0,11.3,34,0
902350,46.9,1119.22,4864.91,1,14.8,61,0
902351,3.1,1250.56,2908.16,0,1.2,72,0
902352,54.5,1390.68,9632.94,0,4.4,35,0
902353,46.0,1532.18,5453.84,1,0.3,22,0
902354,79.7,798.32,1825.98,0,0.5,59,0
902355,20.7,903.08,4664.87,1,26.2,38,0
902356,175.0,1592.34,301.72,2,4.5,18,0
902357,5.3,1230.48,6771.89,0,50.2,25,0
902358,45.0,1839.13,1958.96,0,7.0,64,0
902359,2.6,1333.84,2546.8,0,1.9,29,0
902360,52.0,1306.98,1865.94,1,4.6,46,0
902361,131.8,579.65,3602.7,0,15.9,58,0
902362,106.9,830.05,5802.92,1,2.8,30,0
902363,1.0,1058.49,277.41,0,19.5,47,0
902364,45.8,1150.27,634.13,1,5.6,46,0
902365,23.6,1359.95,1805.4,0,13.7,29,0
902366,67.6,1050.96,1346.02,0,9.4,70,0
902367,43.7,384.71,3123.56,0,23.5,69,0
902368,21.1,1382.64,3164.23,0,1.1,25,0
902369,34.9,1088.74,1760.6,1,7.0,27,0
902370,50.6,832.67,767.56,1,17.9,51,0
902371,1.0,1763.87,5596.03,0,24.4,65,0
902372,3.6,1195.31,3208.32,1,21.0,61,0
902373,28.4,1759.23,3359.93,0,6.3,55,0
902374,26.9,720.01,6046.79,2,7.7,57,1
902375,96.5,315.79,100.0,1,1.1,75,0
902376,14.1,1384.99,9851.59,0,37.9,50,0
902377,8.8,909.05,7812.8,1,3.6,67,0
902378,6.5,1649.89,3556.7,2,6.4,51,0
902379,29.8,704.05,2001.04,1,11.2,27,0
902380,11.7,1073.18,1312.39,0,3.4,49,0
902381,51.5,1144.7,2409.41,0,2.3,27,0
902382,13.5,1722.27,211.47,0,6.9,34,0
902383,20.7,1201.7,3399.96,1,0.1,19,0
902384,25.8,1223.54,3466.17,1,40.6,32,0
902385,82.8,1092.64,3657.25,0,5.4,68,0
902386,2.4,1342.12,4266.64,0,7.0,34,0
902387,17.2,1514.27,3793.76,1,20.3,52,0
902388,37.8,1316.99,5406.52,1,15.0,48,0
902389,21.0,1425.73,4887.6,0,10.3,76,0
902390,15.8,300.0,7993.62,1,4.6,73,1
902391,66.6,886.71,4427.39,1,0.6,53,0
902392,8.6,1728.93,1185.2,0,2.3,18,0
902393,21.8,1868.74,3765.67,1,13.1,39,0
902394,82.1,1367.01,100.0,0,2.5,49,0
902395,13.5,1869.27,5187.8,0,15.4,19,0
902396,46.9,820.22,1297.47,2,5.8,25,0
902397,45.8,891.06,638.09,1,0.8,72,0
902398,29.5,1425.6,100.0,1,3.0,60,0
902399,17.9,1013.6,4649.65,0,31.6,41,0
902400,55.6,880.92,4140.41,0,36.1,43,0
902401,75.5,1563.81,3608.52,0,0.5,66,0
902402,3.2,1556.1,100.0,1,2.8,18,0
902403,54.2,1130.02,1677.66,0,19.0,46,0
902404,109.9,411.34,2418.37,1,3.2,34,0
902405,87.9,1459.66,5157.79,0,18.2,30,0
902406,43.9,1252.98,1094.02,1,9.1,28,0
902407,40.2,644.0,2552.7,0,5.7,45,0
902408,24.0,634.28,573.58,2,2.1,70,0
902409,18.8,1561.3,5869.17,2,0.6,44,0
902410,56.6,1720.71,4854.48,0,8.7,36,0
902411,37.9,1202.69,5528.49,0,5.0,71,0
902412,28.1,1361.51,3869.31,3,7.9,71,0
902413,6.0,1808.85,5768.0,0,11.8,76,0
902414,10.5,1310.95,8116.02,0,14.5,29,0
902415,1.0,1271.72,5340.77,0,23.3,26,0
902416,133.6,1377.82,6998.49,0,2.7,61,0
902417,77.3,1277.99,3306.74,2,3.6,60,0
902418,29.7,1046.19,5902.29,0,34.1,31,0
902419,1.4,1765.22,7482.09,1,0.9,71,0
902420,26.9,948.83,3646.96,0,2.2,33,1
902421,14.6,1632.09,4906.85,0,0.5,47,0
902422,71.4,1176.52,9728.52,0,3.2,65,0
902423,22.6,1590.53,516.1,1,46.8,27,0
902424,83.7,438.47,2542.0,0,5.3,75,0
902425,59.8,2050.14,4320.63,0,6.4,54,0
902426,238.0,1656.33,6037.07,0,1.8,50,0
902427,10.2,1410.61,3282.28,2,1.2,47,0
902428,15.7,1094.92,6772.37,0,41.3,32,0
902429,18.1,645.46,5779.56,2,3.8,56,0
902430,4.4,1472.42,1826.98,0,7.9,18,0
902431,1.5,1926.07,1848.15,0,1.2,41,0
902432,11.5,996.72,100.0,1,9.5,41,0
902433,26.8,1145.01,3578.66,0,5.2,54,0
902434,2.4,1240.04,1257.79,1,4.7,22,0
902435,199.0,1456.94,7808.34,0,2.2,56,0
902436,11.1,1674.07,8096.96,0,9.1,28,0
902437,24.8,1144.84,4060.05,2,10.0,36,0
902438,9.0,873.16,478.58,1,15.9,56,0
902439,21.8,2171.92,2440.56,1,3.6,51,0
902440,37.0,785.76,4244.61,0,7.4,33,0
902441,16.8,869.9,1411.58,0,0.6,65,0
902442,74.3,1006.36,4235.49,0,1.2,40,0
902443,4.6,936.94,1252.05,0,1.9,30,0
902444,14.9,1391.56,1901.03,0,10.8,72,0
902445,25.0,773.8,4165.55,1,14.0,32,0
902446,5.2,1651.93,1410.61,2,4.3,69,0
902447,16.9,792.41,3385.64,4,10.0,55,0
902448,88.3,908.39,1056.41,1,3.4,46,0
902449,137.0,1846.89,3403.6,1,3.3,78,0
902450,100.1,1166.21,1130.57,0,7.5,73,0
902451,41.1,1507.6,4383.05,0,24.9,62,0
902452,33.8,1175.93,2255.99,2,8.0,43,0
902453,57.6,1467.01,2785.82,0,70.4,43,0
902454,80.6,1146.97,4751.68,1,6.9,68,0
902455,4.2,2034.71,3493.7,0,5.0,63,0
902456,58.4,719.48,5463.89,0,6.3,63,0
902457,1.0,1093.0,5283.57,0,20.7,20,0
902458,4.4,1131.81,1792.93,1,5.9,48,0
902459,172.6,1912.07,100.0,1,6.9,22,0
902460,68.4,776.03,682.1,1,13.2,38,0
