Customer_ID,Age,Gender,Marital_Status,Employment_Type,Occupation_Category,Annual_Income,Education_Level,Residential_Status,Years_At_Address,Region,Customer_Since_Days,Credit_Bureau_Score,Delinquency_Count_24m,Bankruptcy_Flag,Num_Credit_Inquiries_6m,Total_Debt,Debt_To_Income_Bureau,Oldest_Credit_Line_Years,Num_Bureau_Tradelines,Secondary_Phone,Alt_Email_Domain,LinkedIn_Verified,Referral_Code,Social_Media_Score,Preferred_Language,Secondary_Address_City,Emergency_Contact_Provided,Marketing_Opt_In_Channel,Employer_Verified_Source
815242,60,Female,Divorced,Salaried,Sales,87311.02,Doctorate,Own,4.3,West,213,,,,,,,,,,,,,,,City_A,,Email,
815243,45,Male,Single,Retired,Professional,12642.2,Masters,Rent,7.9,Northeast,647,812.0,1.0,0.0,1.0,16755.14,1.325,12.7,2.0,,,,REF163724,,,,,,
815244,50,Male,Married,Salaried,Service,153060.87,Bachelors,Mortgage,19.3,Midwest,24,700.0,2.0,0.0,1.0,11116.82,0.073,22.4,1.0,XXX-XXX-4495,yahoo,,REF449119,,Spanish,,,,
815245,24,Female,Married,Salaried,Service,73720.91,Bachelors,Mortgage,17.7,Northeast,612,664.0,0.0,0.0,2.0,7568.64,0.103,1.7,3.0,,,,,,English,,,,
815246,39,Male,Married,Salaried,Sales,37359.04,Bachelors,Own,0.2,South,66,850.0,0.0,0.0,3.0,9246.71,0.248,4.7,3.0,,,,,,English,,1,,
815247,37,Female,Married,Salaried,Management,125202.85,Bachelors,Own,11.7,Northeast,100,798.0,0.0,1.0,4.0,3712.23,0.03,12.1,5.0,,,,REF553468,,,,,,
815248,54,Male,Single,Salaried,Service,95664.32,Bachelors,Mortgage,0.4,Midwest,7300,555.0,1.0,0.0,2.0,6167.24,0.064,8.7,3.0,,outlook,,,,Other,,,,
815249,33,Female,Single,Retired,Skilled Trade,56663.3,Doctorate,Own,2.3,Midwest,361,663.0,0.0,0.0,0.0,6948.06,0.123,17.1,4.0,,,,REF404537,68.4,,,,,
815250,37,Male,Single,Self-Employed,Service,63337.2,High School,Own,11.6,Midwest,949,651.0,1.0,0.0,0.0,10894.4,0.172,4.9,5.0,,,,,,,,,,
815251,53,Male,Divorced,Self-Employed,Other,,Masters,Rent,2.3,Midwest,5578,,,,,,,,,,,,,,,,1,,
815252,55,Female,Married,Salaried,Skilled Trade,46526.34,High School,Mortgage,12.8,West,1033,,,,,,,,,,,0,,,,City_C,,,
815253,33,Female,Married,Self-Employed,Professional,54979.7,Bachelors,Mortgage,0.7,Midwest,9,,,,,,,,,,,,REF732354,,English,,,,Payroll
815254,43,Male,Single,Self-Employed,Skilled Trade,,High School,Own,0.3,Midwest,406,850.0,0.0,0.0,1.0,11195.29,,8.6,2.0,,,,,,,,,,Payroll
815255,39,Female,Single,Salaried,Management,68858.43,Bachelors,Own,17.2,West,685,663.0,1.0,0.0,3.0,9695.96,0.141,8.1,2.0,,,,,,,City_B,,Email,
815256,41,Male,Single,Salaried,Other,61785.09,Bachelors,Rent,0.8,Midwest,1323,600.0,1.0,0.0,0.0,2266.2,0.037,13.2,4.0,,,,,,,City_A,,,
815257,31,Female,Married,Retired,Service,42358.4,Bachelors,Own,0.3,South,32,,,,,,,,,,,,,,,,,,
815258,51,Female,Single,Salaried,Professional,50947.7,Bachelors,Own,26.9,South,1351,689.0,0.0,0.0,4.0,19914.51,0.391,7.2,2.0,,,,,,,,0,,
815259,22,Female,Widowed,Retired,Other,62886.0,Masters,Mortgage,0.5,West,1703,,,,,,,,,,,1,,69.0,,,,,
815260,32,Male,Married,Salaried,Service,55751.78,Bachelors,Rent,4.9,South,1552,649.0,0.0,0.0,0.0,14391.68,0.258,1.8,0.0,,,,,,,,,,
815261,19,Female,Married,Salaried,Skilled Trade,46323.21,Masters,Mortgage,4.1,Midwest,413,,,,,,,,,,,,,,,,,,
815262,37,Male,Married,Salaried,Management,63629.9,Bachelors,Mortgage,3.3,Midwest,568,831.0,1.0,0.0,2.0,8425.51,0.132,1.6,3.0,,outlook,,,,,City_D,,Email,
815263,34,Male,Divorced,Salaried,Management,66754.82,Bachelors,Rent,7.9,West,2078,675.0,1.0,0.0,2.0,8012.35,0.12,14.1,11.0,,outlook,,,,,,,,
815264,48,Male,Married,Self-Employed,Management,181468.44,Bachelors,Mortgage,4.0,Northeast,517,,,,,,,,,,other,,,,Spanish,,,,
815265,64,Male,Married,Salaried,Skilled Trade,39902.16,High School,Rent,2.2,South,1036,,,,,,,,,,,,,,,,,,
815266,43,Other,Married,Salaried,Sales,80912.33,High School,Own,1.7,West,2689,,,,,,,,,,,,,8.7,,,,,
815267,51,Male,Single,Salaried,Sales,,Masters,Living with Family,7.1,Northeast,210,,,,,,,,,,,,REF868681,,,,0,,
815268,55,Male,Single,Unemployed,Service,6044.18,Bachelors,Own,13.5,South,1014,678.0,1.0,0.0,4.0,9662.59,1.599,14.0,7.0,XXX-XXX-5765,,,,,English,,,,
815269,65,Female,Single,Salaried,Professional,85570.98,Masters,Mortgage,5.1,Northeast,17,742.0,0.0,0.0,1.0,9073.95,0.106,3.0,5.0,,,,,,,,,,
815270,25,Female,Single,Retired,Skilled Trade,38487.75,Masters,Rent,4.4,Northeast,1695,778.0,0.0,0.0,3.0,17093.94,0.444,0.1,3.0,,,,,95.8,,,,,
815271,38,Male,Single,Salaried,Professional,37295.56,Bachelors,Own,0.3,South,5954,,,,,,,,,,,,,,English,,,,ThirdParty
815272,58,Female,Married,Salaried,Professional,,High School,Mortgage,1.0,Midwest,417,,,,,,,,,,,,,,,,,,SelfReported
815273,7,Male,Married,Salaried,Professional,82516.76,High School,Own,4.5,West,36,,,,,,,,,,,,REF703679,,,,,,
815274,60,Male,Single,Salaried,Professional,116277.07,Doctorate,Rent,1.7,Midwest,493,,,,,,,,,,,0,,,,,,,
815275,34,Other,Married,Self-Employed,Service,89922.99,Bachelors,Own,3.3,Midwest,767,662.0,2.0,0.0,0.0,6007.59,0.067,2.1,4.0,,outlook,,,,,,,,
815276,20,Male,Married,Unemployed,Professional,14571.19,Bachelors,Mortgage,8.0,South,1210,,,,,,,,,,,,,,,,,,
815277,40,Male,Single,Salaried,Management,102530.54,Masters,Own,8.4,South,550,680.0,0.0,0.0,1.0,6150.8,0.06,4.6,5.0,,,,,25.7,,,,,
815278,52,Male,Married,Salaried,Management,115736.99,Masters,Rent,5.0,South,1218,,,,,,,,,XXX-XXX-5783,,,,,,,,,
815279,50,Male,Married,Salaried,Professional,49980.56,Bachelors,Own,2.6,Northeast,561,639.0,0.0,0.0,1.0,9742.69,0.195,2.5,2.0,,,,,,English,,0,,
815280,28,Male,Married,Salaried,Service,124654.51,Bachelors,Living with Family,0.5,South,34,,,,,,,,,,,,,,,,1,Email,
815281,40,Male,Single,Salaried,Sales,,High School,Living with Family,2.2,Northeast,1824,589.0,0.0,0.0,1.0,4257.1,,7.1,8.0,,,,,,,,,,
815282,40,Male,Married,Salaried,Management,60156.37,High School,Rent,27.1,Midwest,1621,765.0,1.0,0.0,1.0,21701.5,0.361,3.8,6.0,,,,,95.1,,,,,
815283,60,Male,Married,Student,Other,4375.16,High School,Mortgage,0.6,Northeast,861,,,,,,,,,,,,,,Spanish,City_C,1,,
815284,30,Male,Single,Salaried,Professional,64440.12,Masters,Mortgage,1.4,South,1236,563.0,0.0,0.0,2.0,7566.34,0.117,0.3,7.0,,outlook,,,,,City_C,,SMS,
815285,35,Male,Single,Salaried,Professional,47672.93,Masters,Rent,3.5,Midwest,844,772.0,0.0,0.0,1.0,4046.95,0.085,3.3,3.0,,outlook,,,50.5,,,,,
815286,49,Male,Single,Self-Employed,Service,89960.83,High School,Own,1.7,Midwest,1834,,,,,,,,,,,,,,,,,SMS,
815287,46,Female,Married,Salaried,Service,25838.69,Bachelors,Mortgage,5.2,Midwest,3768,,,,,,,,,,,,,,,,,,
815288,36,Female,Married,Salaried,Service,57969.57,Masters,Own,2.8,South,343,,,,,,,,,,,,,,English,,,,
815289,35,Other,Divorced,Salaried,Sales,32341.29,Bachelors,Rent,0.4,West,817,,,,,,,,,,,,,66.6,,,,,
815290,45,Female,Married,Unemployed,Skilled Trade,,Bachelors,Own,1.1,Northeast,2043,,,,,,,,,,,,,,,,,,
815291,48,Other,Married,Unemployed,Service,8004.3,Bachelors,Mortgage,2.0,Northeast,497,,,,,,,,,,,,,,,,,,
815292,30,Male,Single,Retired,Other,18265.17,High School,Own,0.9,Midwest,1201,,,,,,,,,,other,,,,,,,,
815293,48,Male,Widowed,Salaried,Professional,28545.12,Bachelors,Mortgage,0.3,Northeast,896,822.0,0.0,0.0,1.0,20671.74,0.724,6.4,4.0,,,,,,,,,,
815294,56,Female,Widowed,Self-Employed,Service,,Bachelors,Rent,3.0,Northeast,640,,,,,,,,,,,,,,,,1,,
815295,44,Male,Married,Salaried,Other,14869.18,Bachelors,Living with Family,7.4,South,3115,697.0,1.0,0.0,1.0,4651.81,0.313,12.9,2.0,,,,,,Other,,,,
815296,33,Male,Married,Self-Employed,Skilled Trade,25823.12,Bachelors,Mortgage,0.8,Northeast,2111,693.0,0.0,0.0,0.0,3072.63,0.119,4.1,5.0,,,,,,,,,,
815297,48,Male,Single,Salaried,Sales,,Masters,Own,3.9,West,2201,,,,,,,,,,,,,,,,,,
815298,61,Male,Married,Salaried,Sales,67455.82,High School,Mortgage,5.7,Northeast,57,,,,,,,,,,,,,31.8,,,,,ThirdParty
815299,55,Male,Widowed,Salaried,Professional,,High School,Own,1.8,South,1512,,,,,,,,,,,,,,,,,Email,
815300,55,Male,Married,Salaried,Skilled Trade,,Bachelors,Rent,9.9,South,1505,597.0,1.0,0.0,1.0,17515.36,,1.0,4.0,,,,,,,,0,None,
815301,67,Female,Married,Self-Employed,Professional,,High School,Living with Family,9.1,Northeast,3509,653.0,0.0,0.0,4.0,9464.41,,0.1,2.0,,,,,,,,,,
815302,37,Male,Single,Retired,Professional,16838.12,High School,Mortgage,18.4,Midwest,166,639.0,0.0,0.0,1.0,35278.28,2.095,3.4,2.0,,,,,57.0,,,,,
815303,61,Male,Married,Salaried,Professional,139560.61,Bachelors,Rent,2.0,Northeast,1065,,,,,,,,,,other,,,,,,,,Payroll
815304,39,Male,Single,Salaried,Other,122912.66,High School,Rent,2.7,South,684,,,,,,,,,,,0,,,English,,,None,
815305,26,Other,Married,Retired,Professional,15865.47,High School,Mortgage,7.6,South,1568,,,,,,,,,,,1,,,,,,None,
815306,10,Female,Married,Salaried,Professional,,High School,Own,14.7,South,218,718.0,1.0,0.0,1.0,20803.12,,0.0,6.0,,yahoo,,,69.5,English,,,Email,
815307,25,Female,Married,Salaried,Sales,33659.17,Doctorate,Living with Family,8.8,Northeast,317,794.0,0.0,0.0,0.0,5272.63,0.157,4.8,6.0,,,,,,Spanish,,,,
815308,30,Male,Married,Self-Employed,Professional,,Bachelors,Own,5.7,Midwest,197,562.0,1.0,0.0,2.0,6069.89,,1.2,5.0,,,,,90.0,English,,0,,
815309,45,Male,Married,Salaried,Professional,106266.44,Bachelors,Mortgage,1.8,South,287,706.0,0.0,0.0,0.0,6166.22,0.058,1.6,2.0,XXX-XXX-3014,,,,,,,,,
815310,42,Male,Married,Unemployed,Service,,High School,Living with Family,4.2,South,1067,,,,,,,,,,,,,,,,,,
815311,58,Female,Single,Salaried,Service,97963.95,Bachelors,Rent,3.9,Northeast,3515,684.0,0.0,0.0,0.0,5312.31,0.054,1.5,4.0,,,,,,,,,Email,
815312,31,Male,Widowed,Student,Sales,2879.03,Bachelors,Own,3.7,South,792,,,,,,,,,,,,,,,,,,
815313,52,Male,Married,Salaried,Skilled Trade,34367.11,High School,Living with Family,4.0,South,1334,,,,,,,,,,,,,,,,,,
815314,67,Female,Single,Self-Employed,Professional,148510.44,Doctorate,Mortgage,0.8,South,1652,,,,,,,,,,,,,,,,,,
815315,45,Male,Single,Salaried,Other,37159.99,Bachelors,Rent,0.6,South,103,,,,,,,,,,,,REF660967,,,,1,,
815316,35,Female,Single,Salaried,Service,46383.65,Doctorate,Own,1.2,Midwest,589,,,,,,,,,,,,,88.2,English,,,,
815317,26,Male,Widowed,Self-Employed,Other,,High School,Mortgage,6.6,Northeast,5056,759.0,2.0,0.0,2.0,8193.45,,0.9,6.0,,,,REF880359,,English,,,,
815318,52,Male,Single,Salaried,Professional,28407.68,High School,Mortgage,2.4,West,1351,713.0,1.0,0.0,1.0,10991.84,0.387,4.8,3.0,,,,REF671881,,,,,,SelfReported
815319,38,Female,Married,Salaried,Professional,28610.0,Masters,Mortgage,2.1,Midwest,2880,617.0,0.0,0.0,0.0,12547.92,0.439,7.8,3.0,,,,,,,,,,SelfReported
815320,41,Male,Widowed,Salaried,Skilled Trade,27774.4,Masters,Mortgage,0.5,West,1237,719.0,0.0,0.0,2.0,9411.11,0.339,1.0,3.0,,,,REF128392,72.4,,,,,
815321,42,Male,Single,Self-Employed,Service,65042.33,Masters,Own,2.9,South,714,567.0,1.0,0.0,0.0,12241.11,0.188,5.4,2.0,,,,,,Spanish,,,,SelfReported
815322,57,Female,Married,Self-Employed,Service,,Masters,Rent,0.6,West,27,643.0,0.0,0.0,2.0,1886.72,,5.9,4.0,,,1,,50.4,,,,,
815323,51,Female,Married,Unemployed,Other,12736.38,Bachelors,Rent,1.7,West,1295,,,,,,,,,,,,,7.7,,,,,
815324,42,Male,Single,Self-Employed,Service,206355.1,High School,Rent,0.3,Northeast,3327,,,,,,,,,,,,,,,,1,,
815325,43,Female,Married,Salaried,Skilled Trade,218682.89,High School,Mortgage,7.8,West,35,,,,,,,,,,gmail,,,59.5,,,,None,
815326,69,Female,Married,Salaried,Sales,34270.43,Bachelors,Own,19.3,West,789,,,,,,,,,,,,,,,,,,
815327,49,Female,Single,Self-Employed,Skilled Trade,95237.6,High School,Own,0.6,Midwest,1883,,,,,,,,,,,,REF249407,,,,,,
815328,53,Male,Widowed,Salaried,Skilled Trade,50317.44,Masters,Own,6.3,South,22,,,,,,,,,,,,,,,,0,,Payroll
815329,44,Female,Single,Salaried,Sales,42618.66,Bachelors,Rent,2.4,South,1884,,,,,,,,,,,,,70.2,,City_A,,,
815330,38,Male,Single,Salaried,Professional,35890.51,Bachelors,Own,3.4,Northeast,1235,,,,,,,,,,,,,,English,,,,
815331,31,Female,Married,Self-Employed,Professional,21764.66,Masters,Own,15.5,South,1647,739.0,0.0,0.0,0.0,28199.46,1.296,6.3,2.0,,,,,92.0,,,,None,
815332,43,Female,Single,Unemployed,Service,6401.5,Bachelors,Rent,14.8,South,3635,,,,,,,,,,,,REF849205,,English,,,,
815333,48,Male,Married,Self-Employed,Professional,100823.65,High School,Own,0.9,Midwest,28,745.0,0.0,0.0,2.0,4619.32,0.046,11.8,0.0,,,,,48.4,,,,Email,
815334,40,Female,Single,Retired,Other,,Bachelors,Mortgage,2.9,West,375,,,,,,,,,,,,REF480708,,,,0,,
815335,49,Male,Married,Self-Employed,Sales,59371.08,Bachelors,Mortgage,0.5,Northeast,293,742.0,0.0,0.0,0.0,3551.96,0.06,1.7,4.0,XXX-XXX-2628,,,,22.9,,City_C,1,,
815336,67,Male,Single,Salaried,Service,42992.41,Masters,Mortgage,0.3,West,2405,748.0,0.0,0.0,1.0,13977.92,0.325,5.0,1.0,,,,,,,,,,
815337,46,Male,Divorced,Salaried,Service,40730.17,Masters,Mortgage,15.5,Midwest,944,,,,,,,,,,,,REF282872,,,,,,
815338,36,Female,Widowed,Retired,Management,28610.07,Bachelors,Own,3.5,South,707,683.0,0.0,0.0,4.0,18575.96,0.649,0.6,3.0,,,0,,,,,,,
815339,47,Male,Divorced,Salaried,Service,50951.27,High School,Own,5.2,Midwest,230,,,,,,,,,,,,,,,,,Email,
815340,23,Female,Married,Student,Other,18542.66,Bachelors,Living with Family,4.3,Northeast,1169,,,,,,,,,,,,,,English,,,,
815341,57,Male,Married,Salaried,Skilled Trade,64163.52,Masters,Mortgage,4.8,West,460,,,,,,,,,XXX-XXX-5139,,,,,,,1,,
815342,42,Male,Single,Salaried,Professional,34438.01,Bachelors,Rent,2.7,South,1728,702.0,0.0,0.0,1.0,6564.82,0.191,10.7,4.0,,,,,,,,1,None,
815343,68,Female,Single,Self-Employed,Professional,40621.81,Bachelors,Mortgage,22.9,Northeast,1044,585.0,0.0,0.0,0.0,7530.91,0.185,40.0,4.0,XXX-XXX-7579,,,,,,,,,
815344,55,Female,Married,Self-Employed,Sales,34402.37,Bachelors,Own,3.1,South,11,,,,,,,,,,,,,,,,,,
815345,36,Male,Married,Student,Management,14282.99,Doctorate,Rent,3.4,West,2825,648.0,0.0,0.0,2.0,7628.67,0.534,7.7,3.0,XXX-XXX-4380,,,,,English,,0,,
815346,43,Male,Single,Self-Employed,Management,,Bachelors,Own,17.1,Midwest,297,,,,,,,,,,,,,,,,,,
815347,55,Male,Divorced,Self-Employed,Professional,89458.63,Masters,Rent,22.5,Northeast,600,664.0,0.0,0.0,1.0,5420.27,0.061,4.1,4.0,,,,REF342013,,English,City_A,1,,
815348,55,Female,Married,Salaried,Management,54618.18,Bachelors,Rent,0.9,Northeast,495,707.0,0.0,0.0,1.0,16368.66,0.3,4.0,3.0,,,,,4.4,,,,,Payroll
815349,65,Female,Married,Salaried,Professional,10208.03,Bachelors,Rent,6.2,Northeast,1721,616.0,0.0,0.0,2.0,11453.3,1.122,2.3,1.0,,,,,,,,1,,
815350,29,Male,Single,Salaried,Professional,130481.11,Doctorate,Rent,2.4,Midwest,51,,,,,,,,,,,,,,English,City_A,,,
815351,35,Female,Married,Unemployed,Other,6089.65,Bachelors,Rent,7.6,South,1224,567.0,1.0,0.0,0.0,9631.79,1.582,4.5,6.0,,gmail,0,,,,,,,
815352,49,Female,Single,Salaried,Management,71725.87,High School,Mortgage,0.2,South,2097,741.0,0.0,0.0,1.0,4624.38,0.064,12.2,3.0,,,,,,,,,,
815353,35,Male,Married,Self-Employed,Service,17318.89,High School,Rent,2.6,Northeast,1452,657.0,0.0,0.0,1.0,25326.42,1.462,3.6,3.0,XXX-XXX-6662,outlook,,,,,,,,
815354,30,Female,Married,Retired,Skilled Trade,17668.11,Bachelors,Rent,22.2,West,3203,,,,,,,,,XXX-XXX-1281,,0,,,,,0,,
815355,35,Female,Divorced,Salaried,Professional,29993.03,High School,Rent,2.0,Northeast,416,708.0,1.0,0.0,1.0,30382.27,1.013,0.1,3.0,,,,,,,,,,ThirdParty
815356,59,Female,Married,Self-Employed,Sales,65063.93,Masters,Own,1.1,Northeast,922,836.0,0.0,0.0,0.0,47677.46,0.733,10.3,3.0,,,,REF577104,,,,,,
815357,43,Male,Married,Self-Employed,Professional,95661.26,High School,Mortgage,4.9,South,689,,,,,,,,,,other,,,40.1,,,,SMS,ThirdParty
815358,44,Other,Married,Self-Employed,Professional,,Bachelors,Mortgage,3.0,Midwest,1896,,,,,,,,,,gmail,,,48.2,,,,,
815359,48,Male,Married,Student,Service,3780.52,Masters,Own,2.8,Northeast,1269,,,,,,,,,,,1,,,,,,,
815360,54,Male,Married,Salaried,Service,106030.81,Masters,Rent,25.6,West,519,687.0,0.0,0.0,0.0,2239.33,0.021,2.6,3.0,,,,,,English,,,,
815361,42,Male,Married,Salaried,Skilled Trade,35499.89,Masters,Own,1.7,West,27,626.0,0.0,0.0,1.0,3965.16,0.112,2.6,7.0,,,,,,,,,,
815362,32,Female,Married,Salaried,Professional,30640.49,Masters,Own,4.7,Midwest,18,,,,,,,,,,,,,,Spanish,,,,
815363,49,Female,Married,Salaried,Management,68586.67,Bachelors,Own,6.0,Midwest,1614,,,,,,,,,,,,,,,City_B,,,
815364,72,Female,Married,Unemployed,Other,12759.99,High School,Mortgage,19.3,West,444,,,,,,,,,,,,REF417161,,,,,,
815365,57,Female,Single,Salaried,Service,50876.64,High School,Own,0.2,Northeast,835,602.0,0.0,0.0,1.0,3873.62,0.076,5.5,3.0,,,,REF508136,,English,,,,
815366,54,Female,Single,Self-Employed,Other,,Bachelors,Mortgage,1.6,Midwest,1393,736.0,0.0,0.0,1.0,10257.05,,16.6,1.0,,,,,,,City_A,,,
815367,41,Female,Widowed,Student,Skilled Trade,1824.09,Masters,Rent,3.8,Northeast,661,,,,,,,,,,,,,,,,0,,
815368,34,Male,Divorced,Salaried,Sales,28205.55,Doctorate,Rent,8.0,West,248,795.0,2.0,0.0,1.0,7417.03,0.263,1.8,6.0,,,,,,English,City_B,,,
815369,27,Male,Single,Salaried,Sales,29300.71,Bachelors,Mortgage,18.6,Midwest,602,704.0,1.0,0.0,1.0,18388.26,0.628,8.5,4.0,,,,,,,,,,SelfReported
815370,65,Male,Single,Salaried,Professional,,Bachelors,Own,3.8,South,1530,563.0,0.0,0.0,3.0,5121.97,,8.0,7.0,,,0,,,,,,,
815371,26,Female,Married,Salaried,Management,,Bachelors,Rent,7.4,West,331,561.0,2.0,0.0,2.0,12591.44,,2.9,3.0,,,,REF273232,,,,,SMS,
815372,42,Female,Married,Salaried,Professional,47375.0,Bachelors,Rent,3.5,Midwest,1932,,,,,,,,,,,,,,,,1,None,
815373,35,Male,Divorced,Salaried,Skilled Trade,33731.33,Bachelors,Rent,6.7,Midwest,36,691.0,0.0,0.0,3.0,6638.39,0.197,9.8,1.0,,,,,,,,,,
815374,46,Male,Married,Salaried,Skilled Trade,75312.81,Bachelors,Rent,15.3,Northeast,2374,688.0,2.0,0.0,1.0,13368.32,0.178,13.6,2.0,,,,,92.3,,,1,,
815375,33,Female,Single,Retired,Professional,20756.95,Bachelors,Own,0.9,Northeast,509,,,,,,,,,,,1,,,English,,,,
815376,30,Female,Single,Self-Employed,Management,,High School,Living with Family,3.9,West,731,625.0,0.0,0.0,0.0,9079.26,,26.5,4.0,,,,,,,,,,
815377,44,Female,Divorced,Unemployed,Management,13571.05,Bachelors,Rent,2.8,West,543,622.0,0.0,0.0,2.0,15164.04,1.117,9.0,2.0,,,,,,,,,Email,
815378,35,Male,Married,Salaried,Sales,22882.74,High School,Own,5.5,South,8,,,,,,,,,,,,,,,,,,
815379,38,Female,Married,Student,Other,5971.28,Bachelors,Living with Family,1.8,West,147,673.0,0.0,0.0,1.0,7921.19,1.327,22.3,1.0,,,,,,,,,,
815380,37,Male,Single,Salaried,Professional,12101.02,High School,Mortgage,7.8,Northeast,24,630.0,0.0,0.0,0.0,28960.61,2.393,4.3,3.0,XXX-XXX-5085,,,,,,,,,
815381,42,Female,Single,Salaried,Sales,146427.73,High School,Own,2.9,South,2135,547.0,0.0,0.0,2.0,20151.88,0.138,13.2,3.0,XXX-XXX-4246,,,,,English,,,Email,SelfReported
815382,46,Male,Married,Salaried,Sales,73204.81,Masters,Mortgage,2.3,South,1236,,,,,,,,,,other,,,,,,,,
815383,24,Female,Single,Salaried,Skilled Trade,53523.7,Masters,Rent,7.0,South,2568,,,,,,,,,,,1,,73.9,,,,,
815384,25,Male,Married,Salaried,Management,40527.02,Masters,Mortgage,1.5,West,991,721.0,0.0,0.0,0.0,2191.81,0.054,13.0,3.0,,,,,,,,,,
815385,37,Female,Divorced,Self-Employed,Professional,49819.18,High School,Mortgage,4.0,Northeast,62,752.0,0.0,0.0,1.0,2569.69,0.052,11.3,3.0,,outlook,,,,,,,None,
815386,61,Female,Married,Salaried,Other,47918.92,Masters,Mortgage,0.7,Northeast,212,,,,,,,,,,,,REF373609,,English,,,,
815387,47,Male,Married,Self-Employed,Sales,86790.05,Bachelors,Mortgage,10.5,South,2307,,,,,,,,,,,0,,,,,,,
815388,52,Male,Married,Salaried,Professional,108727.19,Masters,Rent,2.3,Midwest,1,,,,,,,,,,,,,,,,,,ThirdParty
815389,64,Male,Married,Salaried,Professional,76462.16,High School,Rent,23.2,Midwest,42,,,,,,,,,,,,,37.5,,,,,
815390,61,Male,Divorced,Salaried,Sales,31815.29,High School,Own,1.5,South,1016,,,,,,,,,,,,,,,,0,Email,
815391,29,Male,Single,Salaried,Service,51733.4,Bachelors,Rent,0.4,Northeast,39,693.0,0.0,0.0,2.0,13527.59,0.261,1.0,4.0,,,,,,,,,,
815392,50,Male,Widowed,Salaried,Professional,34891.31,Bachelors,Own,19.4,Northeast,193,691.0,0.0,0.0,1.0,52466.95,1.504,9.6,3.0,,,,,,English,,,,
815393,35,Female,Married,Salaried,Management,123103.57,Bachelors,Mortgage,3.7,Northeast,656,,,,,,,,,,,,,,,,0,,
815394,24,Male,Married,Salaried,Professional,,High School,Living with Family,0.1,South,40,607.0,1.0,0.0,4.0,1830.66,,7.6,3.0,XXX-XXX-8494,,,,,,,0,,
815395,38,Female,Married,Salaried,Professional,118078.93,Bachelors,Own,1.7,West,928,,,,,,,,,,,,,,English,,,,
815396,25,Female,Married,Salaried,Professional,55130.9,High School,Mortgage,3.0,Midwest,51,685.0,0.0,0.0,2.0,20571.29,0.373,15.4,7.0,,outlook,,,,,,,,
815397,50,Male,Married,Self-Employed,Management,59556.01,High School,Mortgage,0.1,Northeast,318,808.0,1.0,0.0,1.0,8035.55,0.135,10.4,4.0,,,,,,,,,,
815398,59,Female,Married,Unemployed,Service,,Bachelors,Own,0.3,West,4490,,,,,,,,,,,,,,,,,,
815399,27,Other,Married,Self-Employed,Sales,57745.08,Bachelors,Rent,5.7,South,1132,643.0,1.0,0.0,3.0,4668.81,0.081,17.7,5.0,,other,,,,English,,,,
815400,40,Male,Single,Unemployed,Service,,High School,Rent,6.6,West,652,,,,,,,,,,other,,,,,,1,,
815401,53,Female,Married,Salaried,Professional,27922.85,Bachelors,Own,3.1,West,2060,,,,,,,,,,,,,,,,,Email,
815402,40,Female,Married,Salaried,Management,,Bachelors,Rent,4.5,South,1818,683.0,0.0,1.0,1.0,26703.56,,2.0,1.0,,,,,,,,,Email,
815403,29,Female,Married,Unemployed,Professional,10147.71,Masters,Rent,0.7,Northeast,2099,711.0,0.0,0.0,0.0,53367.07,5.259,10.9,3.0,,,,,,,,,,
815404,36,Female,Married,Salaried,Service,,Masters,Rent,0.5,South,1495,624.0,3.0,0.0,1.0,33018.02,,1.9,6.0,,,,REF268265,,English,,,,
815405,29,Male,Married,Salaried,Professional,71643.26,Bachelors,Rent,5.3,West,30,781.0,0.0,0.0,1.0,7278.27,0.102,2.4,6.0,XXX-XXX-2554,,1,,33.5,,,1,,
815406,46,Male,Single,Retired,Service,,High School,Mortgage,1.7,West,2621,,,,,,,,,XXX-XXX-1841,yahoo,,REF979642,69.6,,,,None,
815407,49,Male,Single,Student,Sales,4814.85,Masters,Own,2.5,South,995,579.0,1.0,0.0,2.0,6687.79,1.389,10.7,4.0,,,,,25.7,,,,,
815408,55,Male,Married,Salaried,Management,97672.71,Bachelors,Own,0.4,South,201,,,,,,,,,,,,,32.3,English,,,,
815409,71,Female,Married,Salaried,Professional,,Bachelors,Own,3.3,South,95,,,,,,,,,XXX-XXX-1462,,,,,,City_C,1,,
815410,55,Female,Single,Salaried,Management,126745.53,Bachelors,Own,6.4,West,2440,680.0,0.0,0.0,0.0,5496.41,0.043,2.7,3.0,,,,REF176304,,,City_C,,None,
815411,30,Male,Married,Salaried,Sales,30290.34,Masters,Rent,2.3,Midwest,192,806.0,0.0,0.0,1.0,22588.89,0.746,3.0,4.0,,,0,REF913408,,,,1,,
815412,37,Male,Single,Retired,Sales,,Doctorate,Mortgage,0.9,South,2160,647.0,0.0,0.0,1.0,34525.06,,5.2,4.0,,,,,36.9,,City_A,,SMS,
815413,21,Female,Single,Salaried,Other,51776.08,Masters,Mortgage,1.9,West,1099,,,,,,,,,,,,REF893838,,,,,,
815414,25,Male,Married,Retired,Professional,35682.91,Masters,Rent,10.4,Northeast,273,,,,,,,,,,,0,,,,City_C,,None,
815415,40,Female,Single,Salaried,Management,53122.35,Bachelors,Own,1.1,Northeast,517,,,,,,,,,,,,,57.2,,,,,
