Customer_ID,Is_Fraud,Num_Devices_90d,New_Device_Flag,Failed_Login_Count_24h,Login_Count_24h,Session_Duration_Avg_Sec,IP_Country_Mismatch_Flag,Distance_From_Home_Km,Password_Reset_Count_90d,Browser_Change_Flag,VPN_Detected_Flag,Transaction_Amount,Transaction_Channel,Merchant_Category,Merchant_Risk_Score,Is_Foreign_Transaction,Transaction_Hour,Is_Weekend,Time_Since_Last_Transaction_Min,Transaction_Currency,Card_Present_Flag
831466,0,,0,0,1,,0,8.3,1,,,448.97,ATM,Travel,45.2,0,4,0,168.3,USD,1
831467,0,2.0,0,0,2,137.3,0,22.29,0,1.0,0.0,94.32,Online,Travel,39.7,0,0,0,672.7,USD,1
831468,0,,0,0,0,,0,9.86,0,,,90.9,POS,Restaurant,48.9,0,6,0,48.9,USD,0
831469,0,4.0,0,0,2,,0,0.83,0,,0.0,54.92,POS,Cash Advance,33.7,0,15,1,150.2,USD,0
831470,0,2.0,0,2,1,,0,11.46,0,,,48.98,ATM,Online Retail,13.5,0,16,0,117.7,USD,0
831471,0,,0,0,0,,0,0.57,0,,0.0,54.03,POS,Grocery,54.0,0,10,0,97.6,USD,1
831472,0,,0,2,2,,0,8.85,1,,,58.57,POS,Other,22.8,0,2,0,129.1,USD,0
831473,0,,0,0,1,333.7,0,3.41,0,,,46.8,POS,Restaurant,24.7,0,3,0,12.0,USD,0
831474,0,2.0,0,1,1,342.6,0,6.77,0,0.0,0.0,98.21,Online,Other,10.4,0,9,0,29.9,USD,1
831475,0,2.0,0,0,0,92.2,0,5.03,1,0.0,0.0,36.88,Online,Online Retail,39.3,0,14,0,51.3,USD,0
831476,0,,0,1,2,238.7,0,7.33,0,,,43.66,POS,Restaurant,21.8,0,16,0,215.5,USD,1
831477,0,4.0,0,0,1,247.6,0,0.01,0,0.0,0.0,16.2,Online,Electronics,25.1,0,1,0,115.0,USD,0
831478,0,,0,0,3,195.8,0,5.53,1,,,23.5,POS,Electronics,5.6,1,2,0,520.3,Foreign,1
831479,0,2.0,0,1,1,135.2,0,4.17,0,0.0,0.0,44.26,Online,Other,13.4,0,17,0,68.3,USD,1
831480,0,,0,1,0,,0,11.16,0,,,35.69,POS,Restaurant,52.5,0,3,0,289.0,USD,0
831481,0,,1,0,2,,0,11.01,0,,,62.74,POS,Utilities,10.5,0,23,0,120.9,USD,1
831482,0,,1,0,1,,1,2.23,0,,,43.24,ATM,Grocery,18.7,0,2,0,348.8,USD,1
831483,0,,1,0,1,283.8,0,0.61,1,,,485.1,POS,Restaurant,43.5,0,1,0,219.7,USD,0
831484,0,1.0,1,0,0,196.0,0,2.97,0,0.0,0.0,43.06,Online,Grocery,31.3,0,1,0,147.6,USD,1
831485,0,,0,0,0,,0,3.13,0,,,46.54,POS,Grocery,43.5,0,1,0,463.3,USD,0
831486,0,,1,0,0,,0,1.36,1,,,83.05,POS,Grocery,69.8,0,23,1,111.5,USD,0
831487,0,,0,0,1,260.0,0,3.31,0,,,71.51,POS,Travel,36.8,0,4,0,78.6,USD,1
831488,0,1.0,0,0,2,47.0,0,0.2,0,0.0,0.0,115.83,Online,Online Retail,28.9,0,13,0,151.6,USD,1
831489,0,3.0,0,1,1,314.9,0,9.46,0,0.0,0.0,21.19,International,Grocery,29.5,0,23,0,258.2,USD,1
831490,0,2.0,0,0,1,,0,1.59,0,,,123.64,POS,Grocery,9.3,0,19,1,79.4,USD,1
831491,0,3.0,0,0,2,,0,1.71,1,,,24.44,POS,Online Retail,34.7,0,20,1,23.7,USD,1
831492,0,1.0,1,0,1,297.7,0,6.71,0,1.0,0.0,53.51,Online,Grocery,47.6,0,4,0,0.5,USD,1
831493,0,,1,1,1,,0,2.6,0,,,109.14,ATM,Grocery,29.3,0,8,0,62.0,USD,0
831494,0,1.0,1,1,3,321.5,0,1.06,0,0.0,0.0,15.7,Wire,Cash Advance,47.9,0,0,0,421.3,USD,0
831495,0,1.0,0,1,1,85.6,0,3.78,0,,0.0,11.82,Wire,Grocery,68.5,0,10,1,352.7,USD,0
831496,0,,0,0,1,,0,6.56,0,,,96.16,POS,Grocery,55.7,0,22,0,18.8,USD,1
831497,0,,0,0,4,,0,1.08,0,,,54.17,POS,Grocery,51.0,0,2,0,4.2,USD,1
831498,0,2.0,0,0,3,,0,2.35,2,0.0,0.0,82.18,Online,Utilities,23.2,0,12,0,170.8,USD,0
831499,0,1.0,0,0,3,296.6,0,0.75,0,,0.0,21.23,Online,Grocery,17.8,0,3,0,832.9,USD,0
831500,0,2.0,0,0,1,223.5,0,17.48,1,0.0,0.0,29.01,Wire,Other,38.4,0,14,0,245.6,USD,0
831501,0,,0,0,0,194.3,0,2.56,0,,,72.01,POS,Utilities,20.9,0,3,0,196.9,USD,0
831502,0,5.0,0,2,0,154.3,0,40.53,0,0.0,1.0,39.19,International,Electronics,33.5,1,10,0,54.0,Foreign,0
831503,0,,0,0,0,,0,4.67,0,,,12.79,POS,Online Retail,7.1,0,13,1,73.7,USD,1
831504,0,,1,1,1,,0,0.65,0,,,82.19,POS,Travel,26.0,0,20,0,284.2,USD,1
831505,0,,0,0,0,,0,1.26,0,,0.0,79.68,POS,Grocery,21.6,0,17,0,15.7,USD,0
831506,0,2.0,0,0,3,273.1,0,2.22,0,0.0,0.0,22.52,International,Utilities,44.6,1,3,0,36.5,Foreign,1
831507,0,2.0,0,0,3,290.0,0,4.79,1,0.0,0.0,84.43,Online,Online Retail,27.2,0,1,0,797.0,USD,1
831508,0,2.0,0,0,3,170.8,0,17.25,0,0.0,0.0,1.98,Online,Restaurant,14.8,0,16,0,31.7,USD,0
831509,0,,1,1,1,,0,1.42,0,1.0,,115.98,POS,Restaurant,37.6,0,13,0,308.4,USD,0
831510,0,,0,0,0,,0,2.78,0,,,32.79,POS,Restaurant,19.5,0,11,1,195.2,USD,0
831511,0,,0,0,1,,0,13.08,1,,,47.95,ATM,Online Retail,33.3,0,22,0,264.7,USD,0
831512,0,1.0,0,0,0,,0,3.03,0,0.0,0.0,36.01,POS,Utilities,31.9,0,4,0,517.1,USD,1
831513,0,,0,0,0,,0,2.5,0,,,101.14,ATM,Grocery,33.4,0,13,0,407.1,USD,1
831514,0,1.0,0,0,1,278.2,0,2.82,1,0.0,0.0,109.4,International,Online Retail,38.6,0,18,0,36.1,USD,0
831515,0,2.0,0,0,0,,0,4.08,0,,,31.5,POS,Restaurant,4.8,0,14,0,11.1,USD,1
831516,0,,0,0,2,,0,12.67,1,,,150.39,ATM,Restaurant,65.9,0,11,0,14.8,USD,1
831517,0,3.0,0,0,0,173.5,0,3.6,0,0.0,0.0,79.44,Online,Utilities,39.5,0,3,1,62.7,USD,1
831518,0,,0,0,0,,1,0.45,0,,,663.06,POS,Grocery,35.6,1,19,0,73.7,Foreign,1
831519,0,2.0,0,1,2,116.6,0,0.6,0,1.0,0.0,85.62,Online,Utilities,23.9,0,4,0,392.3,USD,0
831520,0,3.0,1,0,4,,0,1.59,0,,,15.54,ATM,Online Retail,24.7,0,21,0,77.9,USD,0
831521,0,3.0,0,0,2,394.2,0,16.18,0,0.0,0.0,19.45,Online,Restaurant,9.3,0,20,0,44.3,USD,1
831522,0,1.0,0,0,0,199.8,0,1.68,0,0.0,0.0,42.68,Wire,Online Retail,28.0,0,19,1,316.1,USD,1
831523,0,,0,1,3,,0,9.11,1,1.0,,25.05,ATM,Grocery,38.5,0,15,0,102.9,USD,1
831524,0,1.0,0,0,3,,0,4.26,0,0.0,,39.16,POS,Grocery,21.2,0,23,0,180.3,USD,0
831525,0,,0,0,1,198.0,0,5.88,0,0.0,0.0,71.8,POS,Utilities,48.8,0,7,0,123.6,USD,1
831526,0,,0,0,1,,0,23.62,0,,,52.95,POS,Travel,27.4,0,13,0,84.8,USD,0
831527,0,4.0,0,0,0,187.5,0,3.28,0,0.0,,276.8,Wire,Online Retail,7.3,0,1,0,383.3,USD,0
831528,0,3.0,1,1,0,336.9,0,10.52,0,0.0,0.0,158.0,International,Travel,27.0,0,6,0,71.8,USD,1
831529,0,,0,0,0,,0,1.19,0,,,96.83,POS,Utilities,33.3,0,4,0,310.1,USD,1
831530,0,,1,0,2,,0,27.15,1,,,38.54,ATM,Online Retail,24.5,1,9,1,545.8,Foreign,0
831531,0,1.0,0,0,1,386.7,0,12.58,1,0.0,0.0,22.32,Online,Travel,68.2,1,4,0,248.3,Foreign,1
831532,0,,0,1,3,,0,8.82,2,,,80.42,POS,Online Retail,28.7,0,3,0,72.1,USD,1
831533,0,1.0,0,0,2,408.1,0,13.55,1,0.0,0.0,6.98,Online,Online Retail,3.6,1,9,0,383.0,Foreign,1
831534,0,6.0,0,0,1,222.1,0,3.22,0,0.0,0.0,26.41,Online,Cash Advance,24.4,0,5,0,195.9,USD,1
831535,0,1.0,0,0,2,163.6,0,0.38,0,1.0,0.0,161.09,Online,Electronics,46.3,0,4,0,51.4,USD,1
831536,0,1.0,0,0,1,177.4,0,8.86,0,0.0,0.0,230.45,International,Grocery,21.4,0,6,0,304.4,USD,0
831537,0,,0,0,0,,0,0.57,0,,,23.36,POS,Utilities,31.4,0,0,1,22.9,USD,1
831538,0,3.0,0,0,0,249.7,0,8.85,0,0.0,0.0,44.67,Online,Utilities,35.5,0,0,0,85.9,USD,0
831539,0,,0,0,1,,0,1.01,0,,,99.75,POS,Online Retail,29.4,0,0,0,470.1,USD,1
831540,0,3.0,0,1,2,140.3,0,5.95,0,1.0,1.0,44.03,Wire,Cash Advance,1.6,0,1,0,117.6,USD,1
831541,0,2.0,0,0,1,,0,7.65,0,,0.0,37.63,Online,Electronics,34.0,0,5,1,103.6,USD,1
831542,0,,0,0,1,,1,11.74,0,,,62.68,ATM,Restaurant,40.8,0,8,0,24.1,USD,1
831543,0,2.0,1,0,2,310.3,0,6.16,1,0.0,0.0,307.63,Wire,Online Retail,12.4,0,8,1,175.1,USD,0
831544,0,,0,0,3,,0,0.22,0,,,161.96,POS,Online Retail,44.4,0,1,0,16.5,USD,1
831545,0,,1,0,1,,0,1.51,0,,,32.42,POS,Online Retail,4.2,0,10,1,95.5,USD,0
831546,0,2.0,0,0,2,366.3,0,4.06,0,0.0,0.0,23.77,Online,Grocery,17.4,0,13,0,15.5,USD,0
831547,0,1.0,0,0,3,303.5,0,3.45,1,0.0,0.0,124.01,Online,Restaurant,16.1,0,7,1,239.1,USD,0
831548,0,,0,0,3,,0,0.6,0,0.0,,32.83,POS,Online Retail,13.5,0,21,1,165.4,USD,0
831549,0,,0,0,1,372.8,0,5.06,0,,,86.56,POS,Grocery,26.9,1,18,0,258.4,Foreign,0
831550,0,2.0,0,0,1,390.5,0,5.09,0,0.0,0.0,83.36,International,Grocery,20.3,0,6,0,159.3,USD,1
831551,0,2.0,0,1,2,301.6,0,0.92,0,0.0,0.0,308.93,Online,Online Retail,8.6,0,22,0,267.6,USD,0
831552,0,,0,0,1,,0,1.77,1,,,76.62,POS,Restaurant,21.5,0,3,0,24.7,USD,1
831553,0,3.0,0,1,0,267.7,0,9.76,0,0.0,0.0,82.0,International,Restaurant,45.1,0,1,0,432.4,USD,0
831554,0,,0,0,1,,0,8.31,0,,,9.47,POS,Grocery,27.8,0,2,1,747.2,USD,1
831555,0,1.0,0,0,0,,0,22.59,0,,0.0,74.49,POS,Restaurant,55.8,1,9,0,447.7,Foreign,0
831556,0,,0,0,2,,0,2.97,0,,,58.82,POS,Travel,10.4,0,2,0,538.0,USD,1
831557,0,5.0,0,0,1,136.7,0,5.85,0,1.0,0.0,26.44,Online,Online Retail,25.0,0,0,0,68.0,USD,0
831558,0,1.0,0,0,0,180.9,0,2.54,0,0.0,0.0,40.98,Online,Electronics,44.9,0,4,1,35.8,USD,1
831559,0,2.0,0,2,1,389.9,0,0.39,1,0.0,1.0,3645.23,Online,Electronics,24.7,1,1,1,48.8,Foreign,0
831560,0,4.0,1,0,2,192.9,1,2.53,1,0.0,0.0,11.64,International,Other,21.3,0,0,0,240.4,USD,1
831561,0,,0,0,0,131.7,0,5.6,1,,,15.58,POS,Cash Advance,47.9,0,7,0,25.0,USD,1
831562,0,,0,0,2,,0,1.0,0,,,85.11,POS,Online Retail,61.2,0,6,0,279.3,USD,0
831563,0,,0,0,1,,0,7.69,0,,,45.59,POS,Grocery,26.5,0,22,0,33.9,USD,0
831564,0,3.0,0,0,3,251.4,0,3.47,0,0.0,0.0,201.26,Online,Online Retail,14.9,0,3,1,32.1,USD,1
831565,0,,0,0,2,,0,8.38,0,,,279.6,POS,Electronics,27.9,0,23,1,99.4,USD,1
831566,0,1.0,0,0,0,285.8,0,0.44,0,1.0,0.0,15.98,International,Restaurant,40.4,1,22,1,186.4,Foreign,0
831567,0,,0,0,2,,0,2.51,1,,,314.01,POS,Utilities,24.3,0,0,0,141.1,USD,1
831568,0,1.0,0,0,5,10.0,0,1.89,0,0.0,1.0,4060.58,Online,Other,16.4,0,2,0,157.1,USD,0
831569,0,2.0,1,0,0,129.6,0,4.16,1,,,56.46,ATM,Grocery,22.9,0,3,0,23.3,USD,1
831570,0,,0,2,1,,0,1.39,0,,,33.09,POS,Cash Advance,13.3,0,4,0,76.0,USD,0
831571,0,3.0,0,0,1,65.8,0,4.57,0,0.0,0.0,740.89,International,Travel,8.1,1,5,0,242.8,Foreign,1
831572,0,2.0,0,1,3,284.0,0,3.81,0,0.0,0.0,23.72,Wire,Grocery,53.5,0,22,0,269.3,USD,1
831573,0,,0,1,2,,0,4.43,0,,,43.72,POS,Grocery,49.7,0,2,1,31.9,USD,0
831574,0,,0,0,1,,0,3.36,0,,0.0,159.65,ATM,Online Retail,82.8,0,10,0,48.6,USD,1
831575,0,1.0,0,0,1,104.8,0,12.0,1,0.0,0.0,317.62,Online,Utilities,68.3,0,22,0,358.0,USD,1
831576,0,,0,1,1,154.9,0,0.03,0,,,71.41,POS,Electronics,23.7,0,2,0,213.3,USD,1
831577,0,3.0,0,0,3,315.6,0,18.7,0,0.0,0.0,86.24,International,Online Retail,22.6,0,18,0,452.7,USD,1
831578,0,,0,0,0,176.7,0,1.44,0,,,103.34,POS,Cash Advance,33.1,0,8,0,19.9,USD,1
831579,0,,0,0,1,,0,3.94,0,,,48.83,POS,Restaurant,39.5,0,16,1,65.8,USD,0
831580,0,4.0,0,0,1,358.9,0,1.72,0,0.0,0.0,93.96,Online,Restaurant,32.1,0,10,0,62.3,USD,1
831581,0,3.0,0,0,2,361.4,0,17.32,1,0.0,1.0,166.37,Online,Utilities,49.2,0,15,1,92.6,USD,1
831582,0,,0,0,1,,0,13.1,0,,,24.75,POS,Travel,15.9,0,14,0,403.4,USD,0
831583,0,,0,0,3,,0,28.28,0,,,212.63,POS,Other,32.3,0,10,0,1118.9,USD,1
831584,0,2.0,0,0,2,,0,5.72,1,,,151.6,POS,Travel,26.4,0,16,1,505.8,USD,0
831585,0,,0,0,1,,0,10.46,0,,,120.72,POS,Restaurant,10.4,0,2,1,99.9,USD,0
831586,0,2.0,0,0,2,258.1,0,13.4,0,,,50.76,POS,Other,7.5,0,3,1,263.1,USD,0
831587,0,,0,0,1,,0,2.37,0,,,67.76,ATM,Online Retail,35.3,0,3,1,29.8,USD,1
831588,0,,0,2,2,81.0,0,0.03,2,,,133.02,POS,Grocery,39.8,0,1,0,173.3,USD,1
831589,0,,0,0,0,,0,6.01,1,,,14.49,POS,Restaurant,56.8,0,4,0,76.0,USD,0
831590,0,1.0,0,0,2,,0,10.61,1,,,4097.66,POS,Travel,31.9,1,1,0,21.6,Foreign,0
831591,0,,0,0,1,,0,0.7,0,,,38.45,POS,Cash Advance,15.7,0,7,0,142.3,USD,1
831592,0,2.0,0,0,0,133.6,0,3.69,0,0.0,0.0,21.83,Online,Other,37.7,1,18,1,77.5,Foreign,0
831593,0,2.0,0,0,0,120.3,0,4.56,0,0.0,0.0,440.45,International,Electronics,22.9,0,19,0,9.2,USD,0
831594,0,,0,1,0,,0,2.83,1,,,70.27,ATM,Grocery,36.0,0,16,1,139.3,USD,1
831595,0,,0,0,3,,0,9.82,0,0.0,,21.24,POS,Online Retail,27.2,0,10,0,64.8,USD,1
831596,0,2.0,1,0,1,145.1,0,17.51,0,0.0,0.0,20.44,Online,Electronics,32.9,0,1,1,57.2,USD,1
831597,0,3.0,0,0,0,377.9,0,1.81,0,0.0,0.0,340.01,International,Travel,8.8,0,21,0,397.7,USD,1
831598,0,2.0,0,0,2,,0,4.56,1,,,9.87,POS,Electronics,14.0,0,17,0,123.9,USD,1
831599,0,,0,0,1,,0,1.52,1,,0.0,53.98,POS,Electronics,17.6,0,3,0,119.2,USD,1
831600,0,1.0,0,0,1,227.6,0,5.38,0,0.0,0.0,75.68,Online,Other,40.2,1,22,0,80.5,Foreign,1
831601,0,,1,0,2,,0,0.49,1,,0.0,132.57,POS,Grocery,26.5,0,18,0,32.6,USD,1
831602,0,,0,0,4,202.8,0,5.76,0,,,287.9,POS,Online Retail,3.7,0,10,1,1015.2,USD,1
831603,0,2.0,0,1,0,279.9,0,9.69,0,0.0,0.0,106.49,Online,Travel,30.8,0,22,0,163.8,USD,1
831604,0,,1,0,3,,0,5.83,2,,,265.26,POS,Utilities,9.5,0,7,0,82.7,USD,1
831605,0,3.0,1,1,3,,0,9.35,0,,,14.96,POS,Travel,30.3,0,9,1,34.0,USD,1
831606,0,6.0,0,0,1,225.8,0,4.57,0,0.0,0.0,430.96,Online,Grocery,24.3,0,4,1,305.0,USD,1
831607,0,,0,0,2,,0,4.02,0,,,75.8,POS,Restaurant,14.4,0,9,1,196.9,USD,1
831608,0,,0,2,0,,0,12.03,0,,,12.21,POS,Electronics,22.4,0,4,0,54.1,USD,1
831609,0,2.0,0,0,4,340.5,0,6.93,0,0.0,0.0,174.86,International,Travel,46.8,0,13,0,962.9,USD,1
831610,0,,0,0,2,,1,2.76,0,,,20.56,POS,Grocery,15.9,1,21,1,127.9,Foreign,0
831611,0,,0,0,3,,0,12.16,0,,,10.07,ATM,Grocery,14.1,0,10,0,126.7,USD,1
831612,0,,0,0,1,,0,10.09,0,,,24.18,POS,Grocery,30.2,0,22,0,624.2,USD,0
831613,0,,0,1,1,328.8,0,1.89,0,,,4519.86,POS,Other,31.3,0,4,0,68.7,USD,1
831614,0,,0,0,3,,0,1.44,0,,,40.25,ATM,Other,28.3,0,2,0,331.3,USD,0
831615,0,2.0,0,1,1,,0,7.61,0,0.0,0.0,32.94,Online,Other,22.2,0,2,0,129.3,USD,0
831616,0,2.0,0,0,2,131.9,0,4.46,0,0.0,0.0,50.59,Online,Electronics,26.8,0,22,0,251.6,USD,1
831617,0,3.0,0,0,3,279.3,0,11.36,0,0.0,1.0,21.82,Online,Utilities,34.2,0,11,1,224.3,USD,0
831618,0,,1,0,4,,0,14.12,0,,0.0,9.96,ATM,Restaurant,46.3,1,4,0,85.6,Foreign,0
831619,0,,0,0,2,,0,9.36,0,,0.0,36.88,ATM,Online Retail,44.4,0,4,1,4.8,USD,1
831620,0,2.0,0,2,1,350.2,0,3.55,0,1.0,0.0,28.33,Online,Electronics,21.8,0,12,0,453.9,USD,0
831621,0,,0,0,2,,0,7.57,1,,,37.31,POS,Grocery,28.0,0,17,0,318.8,USD,0
831622,0,2.0,1,1,1,294.1,0,13.26,0,1.0,0.0,5306.22,Wire,Grocery,33.1,1,3,0,162.6,Foreign,1
831623,0,3.0,0,0,0,147.9,1,0.24,0,0.0,1.0,100.31,Wire,Online Retail,44.1,0,3,0,190.5,USD,0
831624,0,1.0,1,0,3,211.1,0,0.96,0,0.0,0.0,3.67,Online,Online Retail,21.0,0,6,0,103.6,USD,0
831625,0,2.0,0,1,4,300.0,0,1.98,0,1.0,0.0,7450.98,Online,Electronics,36.9,0,9,1,126.7,USD,0
831626,0,3.0,1,0,1,115.5,0,4.43,0,0.0,0.0,70.72,Online,Restaurant,24.6,0,4,0,177.0,USD,1
831627,0,,0,0,2,260.5,1,2.21,0,,,36.89,ATM,Utilities,14.0,1,16,1,497.9,Foreign,0
831628,0,,0,0,3,239.5,0,0.72,0,,,85.37,ATM,Grocery,16.1,0,15,0,0.3,USD,0
831629,0,,0,0,2,,0,5.93,0,,,23.32,POS,Online Retail,9.3,0,14,0,47.3,USD,0
831630,0,,0,0,3,,0,0.29,1,,,42.12,POS,Travel,12.8,0,6,0,166.0,USD,1
831631,0,,0,0,1,,0,23.84,0,,,78.36,POS,Electronics,40.8,0,7,0,153.1,USD,1
831632,0,1.0,0,1,2,325.6,0,6.85,2,0.0,0.0,45.69,Wire,Electronics,31.3,0,22,0,22.5,USD,1
831633,0,,0,0,1,,0,1.5,0,,,18.47,POS,Electronics,26.2,0,4,1,10.3,USD,1
831634,0,,1,0,2,,0,0.9,0,,0.0,66.35,POS,Travel,29.7,0,8,1,126.7,USD,1
831635,0,1.0,0,0,0,234.1,0,1.17,0,0.0,0.0,33.13,International,Cash Advance,40.3,0,4,0,38.7,USD,1
831636,0,2.0,0,1,3,,0,8.5,0,,1.0,14.65,POS,Travel,4.6,0,3,0,462.9,USD,0
831637,0,,0,1,4,,0,5.3,0,,,143.93,POS,Utilities,21.4,0,5,0,404.8,USD,0
831638,0,,0,1,1,,0,1.02,0,,,30.39,POS,Other,18.5,0,8,0,35.4,USD,0
831639,0,3.0,0,0,0,209.7,0,3.42,0,0.0,0.0,43.03,International,Grocery,17.7,0,13,0,69.1,USD,1
831640,0,1.0,0,0,2,327.1,0,10.66,0,0.0,0.0,270.75,Online,Cash Advance,69.2,0,20,0,78.2,USD,0
831641,0,,0,0,1,,0,4.9,0,,,125.5,POS,Travel,18.4,0,4,0,449.3,USD,1
831642,0,,0,0,0,,0,4.0,1,,,11.95,POS,Grocery,28.1,0,2,0,237.8,USD,0
831643,0,1.0,0,1,1,190.2,0,2.02,0,0.0,0.0,50.17,Online,Online Retail,20.1,0,8,0,212.8,USD,0
831644,0,,0,0,1,,0,5.42,0,,,76.15,POS,Other,32.1,1,12,0,81.8,Foreign,1
831645,0,,0,0,1,146.5,0,0.94,0,,,153.58,POS,Other,13.8,0,8,1,61.6,USD,1
831646,0,,0,1,1,,0,9.21,0,,,88.91,POS,Cash Advance,83.8,1,23,0,392.7,Foreign,1
831647,0,1.0,0,0,2,235.2,0,10.49,0,0.0,0.0,90.5,Online,Travel,31.8,1,2,0,269.8,Foreign,0
831648,0,,0,1,0,,1,0.12,0,0.0,,139.23,POS,Online Retail,14.8,0,3,0,191.4,USD,1
831649,0,2.0,0,1,2,241.9,0,1.06,1,0.0,1.0,43.5,Wire,Online Retail,22.9,0,15,0,288.8,USD,0
831650,0,2.0,0,1,3,356.4,0,2.53,0,0.0,0.0,100.45,Online,Electronics,37.1,0,0,0,19.8,USD,1
831651,0,,0,0,1,56.1,0,1.12,0,0.0,1.0,36.55,Online,Restaurant,33.4,1,0,0,154.0,Foreign,1
831652,0,1.0,0,0,0,208.1,0,2.25,0,0.0,0.0,169.76,Online,Other,45.3,0,4,0,556.2,USD,0
831653,0,,0,0,1,,0,1.61,0,,,22.56,POS,Restaurant,53.3,0,2,0,473.2,USD,0
831654,0,,1,0,2,,0,2.39,0,,,783.09,POS,Utilities,20.3,0,4,1,163.4,USD,1
831655,1,3.0,1,1,0,254.6,0,5.84,0,0.0,1.0,55.6,Online,Grocery,67.8,1,18,0,38.6,Foreign,0
831656,0,5.0,0,0,0,322.6,0,2.59,0,0.0,0.0,25.24,Online,Travel,29.4,0,2,0,216.4,USD,0
831657,0,2.0,0,1,3,170.9,0,3.97,0,0.0,0.0,59.85,Online,Other,24.3,0,20,0,71.3,USD,1
831658,0,,0,0,2,,0,6.15,1,,,69.1,POS,Restaurant,20.4,0,3,0,26.3,USD,0
831659,0,,0,0,1,,0,4.04,2,,,20.77,POS,Utilities,24.1,0,19,1,214.5,USD,1
831660,0,,0,0,1,,0,1.37,1,,,22.28,POS,Restaurant,32.4,1,0,0,213.6,Foreign,0
831661,0,2.0,0,1,1,302.7,0,11.1,0,1.0,0.0,59.26,Wire,Utilities,57.9,0,15,0,190.7,USD,1
831662,0,3.0,0,0,2,217.3,0,2.34,0,1.0,1.0,10.03,Wire,Restaurant,5.2,0,16,0,13.6,USD,1
831663,0,,1,0,1,,0,14.67,0,,,93.76,POS,Online Retail,44.6,0,16,0,163.9,USD,1
831664,0,,0,0,2,,0,3.74,1,,,73.44,POS,Cash Advance,39.3,0,23,0,12.8,USD,1
831665,0,1.0,0,0,1,294.8,0,14.98,0,,,32.46,ATM,Online Retail,42.7,0,12,0,437.2,USD,1
831666,0,,0,1,0,,0,6.17,0,1.0,,144.97,POS,Online Retail,62.1,0,2,0,109.1,USD,0
831667,0,,1,0,1,,0,0.23,0,0.0,,57.29,ATM,Restaurant,36.9,0,5,0,283.7,USD,1
831668,0,3.0,0,0,2,398.2,0,31.8,0,0.0,1.0,36.62,Online,Online Retail,27.8,0,14,0,532.0,USD,1
831669,0,2.0,0,0,3,,0,2.53,1,,,30.13,ATM,Restaurant,27.2,0,23,0,104.2,USD,0
831670,0,2.0,0,0,2,400.4,0,0.68,0,1.0,0.0,63.86,Online,Restaurant,30.1,0,9,0,132.1,USD,0
831671,0,2.0,0,0,5,210.2,0,3.81,1,0.0,0.0,33.11,Online,Online Retail,36.8,0,5,0,120.4,USD,0
831672,0,1.0,0,0,1,352.7,0,2.63,1,0.0,1.0,33.22,Online,Other,45.6,0,15,0,11.6,USD,1
831673,0,,0,0,4,,0,1.21,1,,,31.99,POS,Electronics,29.3,0,13,0,8.0,USD,1
831674,0,,0,0,2,,0,6.79,0,,,225.71,POS,Restaurant,28.1,0,1,0,73.8,USD,1
831675,0,,0,1,1,,0,1.75,0,,,27.08,POS,Online Retail,19.8,0,1,0,23.7,USD,0
831676,0,,1,1,1,,1,2.06,0,,0.0,9.78,POS,Grocery,41.3,1,18,1,114.0,Foreign,1
831677,0,1.0,1,2,3,336.2,0,0.31,1,0.0,1.0,48.36,Online,Cash Advance,19.3,0,1,1,126.0,USD,0
831678,0,,0,0,2,,0,3.55,0,0.0,,41.15,POS,Restaurant,50.8,0,23,0,360.8,USD,1
831679,0,,0,0,1,,0,0.29,0,,,7548.31,POS,Other,52.5,1,9,0,280.6,Foreign,0
831680,0,,0,0,1,,0,3.04,0,,,2394.03,ATM,Utilities,27.3,0,7,0,321.0,USD,1
831681,0,,0,0,0,,0,9.07,0,,0.0,25.25,ATM,Restaurant,30.0,0,11,0,50.8,USD,0
831682,0,3.0,0,1,1,188.1,0,3.05,0,0.0,0.0,136.81,Online,Grocery,34.0,0,21,0,72.9,USD,0
831683,0,2.0,1,0,1,133.7,0,2.85,0,0.0,0.0,150.9,Online,Other,28.9,0,4,1,100.5,USD,1
831684,0,,0,1,5,,1,1.72,0,,,36.12,ATM,Restaurant,36.9,1,3,0,71.5,Foreign,0
831685,0,6.0,0,0,0,193.8,0,9.28,0,0.0,0.0,23.56,International,Restaurant,33.4,0,16,0,553.9,USD,1
831686,0,3.0,0,1,0,318.5,0,18.33,1,0.0,0.0,49.53,Online,Utilities,33.2,0,14,0,69.7,USD,1
831687,0,,0,0,1,,0,3.82,0,,0.0,29.58,POS,Grocery,17.5,0,11,0,318.4,USD,0
831688,0,,0,0,0,196.0,0,14.23,0,,,34.7,POS,Electronics,51.9,0,17,0,1.6,USD,1
831689,0,,0,0,1,,0,10.14,0,,,21.39,ATM,Restaurant,15.5,0,21,0,1.7,USD,1
831690,0,1.0,0,2,3,377.7,0,7.53,0,0.0,0.0,28.78,Wire,Restaurant,38.0,0,1,1,203.0,USD,1
831691,0,4.0,0,0,2,242.8,0,22.57,0,0.0,0.0,52.12,Online,Grocery,68.8,0,1,0,161.5,USD,1
831692,0,,0,1,1,,0,5.76,1,,,76.6,POS,Online Retail,16.3,0,13,0,181.9,USD,0
831693,1,,1,0,1,,0,26.63,0,,,42.89,POS,Utilities,63.0,0,4,0,67.6,USD,0
