price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
7587000,8360,2,2,2,yes,no,no,no,no,0,no,semi-furnished
6065000,2140,2,1,2,yes,no,yes,no,yes,0,yes,semi-furnished
7657000,4126,3,2,2,yes,no,yes,yes,yes,0,no,furnished
5153000,3276,3,1,2,yes,no,no,no,no,0,no,furnished
4991000,4957,2,1,1,yes,yes,no,no,no,2,no,furnished
5002000,3709,3,1,1,no,no,yes,no,no,1,no,semi-furnished
7245000,4397,2,1,2,yes,no,yes,yes,no,2,no,furnished
9127000,10395,4,1,1,yes,no,yes,no,yes,0,no,furnished
7356000,4391,4,1,3,yes,no,yes,no,no,2,no,unfurnished
7212000,5610,3,2,2,yes,no,yes,no,no,0,no,unfurnished
8199000,4277,3,1,2,yes,yes,no,yes,yes,2,no,semi-furnished
7280000,4868,3,2,2,yes,no,yes,no,no,0,no,semi-furnished
5449000,4727,3,1,1,no,no,yes,no,no,0,no,unfurnished
7535000,5692,3,1,2,yes,yes,yes,no,yes,2,no,unfurnished
6970000,7692,3,1,1,yes,no,no,no,no,2,no,unfurnished
9169000,9419,4,2,2,yes,yes,no,no,no,1,no,unfurnished
7328000,5370,3,1,1,yes,no,no,no,no,2,no,unfurnished
8466000,6040,3,1,4,yes,no,no,no,no,0,yes,semi-furnished
6896000,2908,4,1,2,yes,no,no,no,yes,2,no,semi-furnished
6860000,4544,4,1,4,yes,yes,no,no,no,0,no,semi-furnished
8534000,6999,4,1,4,yes,no,yes,no,no,2,no,semi-furnished
8065000,6784,3,1,1,yes,no,no,no,yes,0,yes,furnished
6207000,5153,3,1,2,yes,no,yes,no,no,2,no,unfurnished
8261000,6842,3,1,2,yes,yes,yes,no,yes,1,no,semi-furnished
6704000,5795,3,1,2,yes,no,no,no,no,0,no,unfurnished
7872000,7806,2,1,2,yes,no,no,no,no,0,no,semi-furnished
6402000,5325,3,2,1,yes,no,no,no,no,1,no,semi-furnished
6658000,4061,4,1,2,yes,no,no,no,no,0,no,furnished
6239000,5430,4,1,2,yes,no,no,no,no,2,yes,semi-furnished
6296000,1500,3,1,1,yes,no,yes,no,no,2,yes,furnished
5446000,5538,2,1,2,yes,no,no,no,no,0,no,semi-furnished
5820000,1500,3,1,1,yes,no,no,no,no,1,yes,semi-furnished
6225000,2286,2,1,3,yes,yes,yes,no,no,3,no,unfurnished
7641000,5700,2,1,1,yes,no,no,no,yes,0,yes,furnished
7448000,5762,4,2,2,no,yes,no,no,no,2,no,semi-furnished
5499000,2894,3,1,1,yes,no,no,no,yes,0,no,unfurnished
6854000,3496,2,2,3,yes,no,yes,yes,no,1,no,unfurnished
7724000,8385,3,1,2,yes,no,yes,no,no,0,no,unfurnished
6644000,3848,2,2,1,yes,no,yes,yes,no,0,no,furnished
10153000,12095,3,2,1,yes,no,no,no,yes,0,yes,semi-furnished
6358000,4711,2,1,2,yes,yes,no,no,no,2,no,furnished
7067000,5597,2,1,4,yes,no,yes,no,no,1,no,semi-furnished
8491000,9299,3,1,1,yes,no,no,no,no,2,no,unfurnished
7531000,4982,3,2,2,yes,no,no,no,no,1,yes,unfurnished
5982000,3095,3,1,2,yes,no,yes,no,no,1,yes,furnished
6747000,4503,4,1,2,yes,no,no,no,yes,2,no,semi-furnished
6095000,4645,4,1,1,yes,no,no,no,no,0,yes,semi-furnished
5122000,2658,4,1,1,yes,no,no,no,no,2,no,unfurnished
7550000,4235,4,1,2,yes,no,no,no,yes,2,no,unfurnished
5621000,3452,4,1,2,yes,no,yes,no,no,1,no,semi-furnished
6723000,6952,4,1,2,yes,no,no,yes,no,1,no,semi-furnished
6095000,4784,3,1,1,yes,no,no,no,no,0,yes,unfurnished
5433000,4187,2,1,1,yes,no,yes,no,no,2,no,semi-furnished
6381000,4510,3,2,3,yes,yes,no,no,no,0,no,semi-furnished
7563000,5178,4,2,1,yes,no,no,no,no,0,no,semi-furnished
8384000,6110,4,2,1,yes,no,yes,yes,no,0,yes,furnished
5640000,3098,3,1,1,yes,no,no,no,no,0,no,furnished
5502000,3044,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
6856000,7499,3,1,2,yes,no,no,no,no,1,no,unfurnished
6885000,3965,3,1,2,yes,no,no,no,no,0,yes,unfurnished
6704000,2601,2,2,2,yes,no,no,no,yes,2,no,semi-furnished
8403000,5681,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
6055000,5728,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
5055000,2479,2,2,2,yes,no,no,no,no,0,no,semi-furnished
6865000,5192,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
4772000,6422,2,1,1,yes,no,yes,no,no,0,no,semi-furnished
8145000,5518,4,2,1,yes,no,no,no,yes,2,no,semi-furnished
7244000,6149,3,1,1,yes,no,yes,no,no,2,no,semi-furnished
5319000,2614,3,2,1,yes,yes,no,no,no,0,yes,semi-furnished
5256000,5419,2,1,1,no,no,no,yes,no,0,yes,semi-furnished
6862000,4152,4,1,3,yes,yes,no,no,no,1,no,furnished
6451000,3850,3,1,1,no,yes,no,no,yes,1,no,unfurnished
8986000,6797,3,1,3,yes,no,yes,no,no,2,yes,furnished
9090000,8777,3,1,1,no,no,no,no,yes,2,no,semi-furnished
7276000,10018,3,1,1,yes,no,no,no,no,0,no,semi-furnished
8034000,8191,3,1,2,yes,no,no,no,yes,2,no,unfurnished
6010000,4503,3,1,1,yes,no,no,no,no,0,no,semi-furnished
8074000,5468,4,1,4,yes,yes,no,no,no,2,no,furnished
7564000,6507,3,2,2,yes,no,no,no,yes,1,no,furnished
5879000,4961,4,1,2,yes,no,yes,no,no,0,no,semi-furnished
5948000,4981,3,1,1,yes,no,no,no,no,1,no,unfurnished
5968000,6664,3,1,1,no,no,no,no,yes,0,no,semi-furnished
7098000,4599,3,1,2,yes,no,no,no,yes,1,no,semi-furnished
5726000,3471,3,1,1,yes,no,yes,no,no,0,no,furnished
6401000,3962,3,2,1,yes,no,yes,no,no,0,no,furnished
6674000,6154,4,1,2,yes,no,yes,yes,no,0,no,unfurnished
5236000,4721,3,1,1,no,no,no,no,no,0,no,semi-furnished
7734000,5439,4,1,2,yes,yes,no,no,no,2,no,furnished
7552000,6248,2,1,4,yes,no,no,no,yes,1,yes,unfurnished
5767000,4028,3,1,2,yes,no,yes,yes,no,0,no,unfurnished
6033000,6478,2,1,1,yes,no,yes,no,no,1,no,furnished
7903000,5528,3,1,4,yes,no,yes,yes,no,1,yes,semi-furnished
6245000,2807,3,1,3,yes,no,yes,no,no,0,yes,unfurnished
9292000,8641,3,2,2,yes,no,no,no,no,0,yes,semi-furnished
6239000,3821,3,1,2,yes,no,no,no,yes,0,no,furnished
6010000,2353,2,1,2,yes,no,no,no,no,0,yes,semi-furnished
5991000,3040,2,1,2,yes,no,yes,no,yes,0,yes,semi-furnished
5343000,3071,3,1,1,yes,no,no,no,yes,2,no,furnished
6710000,4820,2,1,1,yes,yes,no,no,no,0,no,unfurnished
4941000,4203,3,1,1,no,yes,yes,no,yes,0,no,semi-furnished
7773000,4093,3,3,1,yes,no,no,yes,no,0,yes,semi-furnished
5942000,6117,4,1,1,yes,no,no,no,no,0,no,semi-furnished
6018000,5439,5,1,1,yes,no,no,no,no,0,no,furnished
7519000,5385,3,1,1,yes,no,no,no,yes,2,no,unfurnished
7842000,5601,4,1,2,yes,yes,yes,no,yes,0,yes,unfurnished
6099000,6108,3,1,1,yes,no,no,no,no,0,no,semi-furnished
6576000,1945,2,1,4,yes,no,no,no,yes,2,yes,unfurnished
7166000,4046,4,1,2,yes,no,yes,no,yes,0,yes,semi-furnished
5282000,1887,3,1,4,yes,no,yes,no,no,1,no,unfurnished
5978000,4787,3,1,1,yes,no,no,no,yes,0,yes,semi-furnished
5628000,4706,3,1,1,yes,no,yes,no,no,0,no,furnished
7924000,7315,4,2,2,no,yes,no,no,yes,0,no,unfurnished
7046000,7765,3,1,2,yes,no,no,no,no,0,no,furnished
6399000,5134,4,1,1,yes,no,yes,no,no,2,no,semi-furnished
6037000,3822,3,2,2,yes,no,no,no,no,1,no,furnished
8984000,5781,4,2,2,yes,no,yes,no,yes,2,yes,semi-furnished
8048000,3778,3,1,3,yes,yes,no,no,no,2,no,furnished
6009000,4712,3,1,2,yes,no,yes,no,no,0,no,furnished
9426000,7135,4,2,2,yes,no,yes,no,no,1,yes,semi-furnished
5712000,3730,2,1,1,yes,no,yes,no,no,2,no,semi-furnished
6099000,6614,3,1,1,yes,no,no,no,no,0,no,semi-furnished
6821000,6267,4,1,1,yes,yes,no,no,no,0,no,semi-furnished
5528000,3158,4,1,1,yes,no,yes,no,no,2,no,semi-furnished
8068000,7098,3,1,2,yes,no,yes,no,yes,1,no,unfurnished
5243000,6323,3,1,1,yes,no,no,no,no,0,no,furnished
7022000,4921,2,1,2,yes,yes,yes,no,yes,1,no,semi-furnished
7227000,3423,3,2,4,yes,no,no,no,no,0,no,unfurnished
5613000,3287,3,2,2,yes,no,no,no,no,0,yes,semi-furnished
6270000,3762,4,1,2,no,no,no,no,no,1,no,unfurnished
6876000,5922,3,1,2,yes,yes,yes,no,no,2,yes,furnished
4920000,3156,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
7080000,5666,3,1,2,yes,no,no,no,no,0,no,semi-furnished
6648000,2799,4,2,2,yes,no,yes,no,yes,1,no,furnished
6105000,4328,3,2,1,yes,no,yes,no,no,1,yes,unfurnished
6709000,4937,2,1,2,yes,no,no,no,no,1,no,unfurnished
10062000,13167,3,1,1,yes,yes,no,yes,no,0,no,semi-furnished
5103000,2644,3,2,2,yes,no,no,no,no,0,no,semi-furnished
7807000,8750,3,1,1,yes,no,no,no,no,1,yes,furnished
7696000,5022,3,1,2,yes,no,yes,no,yes,1,no,unfurnished
6540000,5604,3,1,2,no,no,no,no,yes,0,no,semi-furnished
6135000,4956,3,1,1,yes,no,no,no,no,1,yes,unfurnished
6967000,5684,3,1,1,yes,no,yes,no,no,0,yes,furnished
7267000,4420,3,2,2,yes,no,yes,no,no,1,yes,unfurnished
8314000,8684,3,1,1,yes,no,no,no,no,2,yes,semi-furnished
5339000,3893,3,1,1,yes,no,no,no,no,0,no,unfurnished
7119000,7586,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
5974000,3597,3,1,1,yes,no,no,no,no,0,yes,unfurnished
7573000,4597,3,2,1,yes,no,yes,no,yes,1,no,furnished
6482000,3006,4,2,2,yes,no,no,no,no,0,no,semi-furnished
6853000,5708,2,2,2,no,no,no,no,no,0,yes,unfurnished
7290000,8652,2,1,1,no,yes,yes,no,no,0,no,furnished
6605000,4564,4,2,1,yes,no,no,no,yes,2,no,semi-furnished
5534000,4341,2,1,1,yes,no,no,no,no,0,no,unfurnished
6548000,2953,5,1,1,yes,no,yes,yes,yes,1,yes,semi-furnished
7367000,4282,4,1,2,yes,yes,no,yes,yes,1,no,furnished
5680000,2415,2,2,2,yes,no,no,no,no,0,no,unfurnished
5162000,3214,2,1,1,yes,no,no,no,no,1,no,semi-furnished
5833000,5186,4,1,2,yes,no,no,no,no,0,no,semi-furnished
9308000,8205,3,2,1,yes,no,yes,no,no,3,no,furnished
10368000,15343,3,1,2,yes,no,no,no,no,0,yes,unfurnished
6148000,3686,2,2,1,yes,no,no,no,yes,0,no,furnished
7830000,8616,3,1,3,yes,no,no,no,no,1,no,furnished
6465000,5224,4,1,1,yes,no,no,no,no,0,no,furnished
5333000,4425,3,1,1,yes,no,no,no,no,0,yes,furnished
5891000,5655,2,1,1,yes,yes,no,no,no,0,yes,unfurnished
6841000,4839,3,1,1,yes,no,no,no,yes,2,no,unfurnished
7045000,4939,3,2,2,no,yes,no,no,no,2,no,unfurnished
6043000,3972,2,1,2,no,no,no,no,no,0,no,furnished
6359000,2621,3,1,2,no,no,no,yes,no,2,no,furnished
4358000,2466,3,1,1,yes,no,yes,no,no,1,yes,furnished
6202000,6204,2,1,1,yes,no,no,no,yes,0,no,furnished
7194000,4198,4,1,2,yes,yes,yes,no,no,0,yes,furnished
8125000,3671,3,1,4,yes,yes,yes,no,no,1,yes,semi-furnished
5894000,4732,2,1,2,yes,no,yes,no,yes,0,no,unfurnished
8113000,6584,2,1,3,yes,no,no,no,no,1,yes,semi-furnished
6754000,5086,3,1,4,yes,no,no,no,yes,0,no,semi-furnished
5804000,3580,3,1,1,yes,no,yes,no,no,2,no,unfurnished
7965000,7892,3,1,3,yes,no,no,no,yes,2,no,unfurnished
9476000,9153,3,2,2,yes,yes,no,no,no,0,no,semi-furnished
6415000,5804,3,1,1,no,no,yes,no,no,1,no,furnished
6651000,7097,2,1,2,yes,yes,yes,no,no,0,no,unfurnished
9679000,7944,3,1,2,yes,no,no,no,yes,2,yes,unfurnished
7426000,7579,3,1,1,yes,yes,no,no,no,2,no,semi-furnished
8217000,6103,3,1,1,yes,yes,yes,no,yes,1,yes,semi-furnished
6832000,6062,5,1,2,yes,no,yes,no,yes,0,no,unfurnished
7582000,5865,3,2,1,yes,no,no,no,no,0,yes,furnished
6961000,2974,2,3,4,yes,no,no,no,no,1,no,semi-furnished
8213000,6329,2,1,2,yes,no,no,no,yes,2,no,unfurnished
4681000,2668,3,1,2,yes,yes,no,no,no,2,no,unfurnished
6325000,3377,3,2,2,yes,no,yes,no,no,1,no,unfurnished
7416000,8152,2,2,3,yes,no,no,no,no,0,no,unfurnished
6027000,6711,3,1,1,yes,no,yes,no,no,0,yes,unfurnished
9097000,8807,4,2,2,yes,no,no,no,yes,2,no,semi-furnished
5437000,4207,3,1,2,yes,no,no,no,no,0,no,furnished
7645000,2906,3,1,3,yes,no,no,no,yes,1,yes,semi-furnished
7116000,4262,3,1,1,yes,no,yes,no,no,2,yes,furnished
6834000,4922,3,1,2,yes,no,no,no,yes,0,no,furnished
6029000,4874,3,2,2,no,no,no,no,no,0,no,semi-furnished
6790000,7591,3,1,2,yes,no,no,yes,no,2,no,furnished
5725000,4051,3,1,1,yes,no,no,no,no,2,no,semi-furnished
6230000,5467,2,1,1,yes,yes,yes,no,no,0,no,furnished
5622000,3113,3,1,2,yes,no,no,no,no,2,no,semi-furnished
7906000,5697,3,1,1,yes,no,no,no,yes,1,yes,semi-furnished
6109000,4721,2,2,2,yes,no,no,no,yes,0,no,furnished
5292000,3441,3,1,2,yes,no,no,yes,no,0,no,semi-furnished
5992000,4271,3,2,1,no,no,no,no,no,2,no,furnished
6532000,4364,3,1,1,yes,no,no,no,yes,0,no,furnished
5099000,4209,3,1,1,no,no,no,no,no,0,no,unfurnished
9501000,9922,2,2,3,yes,no,yes,no,yes,0,no,semi-furnished
5985000,4524,2,1,2,no,yes,yes,no,no,0,yes,semi-furnished
6844000,4256,3,1,2,yes,no,no,no,yes,0,no,unfurnished
5646000,1954,2,1,4,yes,no,no,no,no,1,yes,unfurnished
5725000,3239,3,1,1,yes,no,no,no,yes,1,no,semi-furnished
5109000,4222,5,1,1,no,no,no,no,no,0,no,unfurnished
5773000,3535,3,2,2,yes,no,no,no,no,1,no,furnished
7733000,8424,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
5782000,4400,3,1,1,yes,no,yes,no,no,0,no,furnished
8172000,8101,2,1,2,yes,no,no,no,yes,1,no,furnished
6183000,4839,3,1,2,yes,no,no,no,no,1,no,unfurnished
6442000,4790,3,3,1,yes,no,yes,no,no,1,no,furnished
5984000,4543,2,1,2,yes,yes,no,no,yes,1,no,semi-furnished
5667000,4723,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
8489000,9705,3,1,2,yes,no,yes,yes,no,0,no,unfurnished
4716000,1780,2,1,2,yes,no,yes,no,no,0,no,semi-furnished
6178000,2034,2,1,1,yes,no,yes,no,yes,0,no,furnished
5901000,3753,3,1,2,yes,no,no,no,no,0,no,semi-furnished
7740000,4744,3,3,2,yes,no,yes,no,no,2,no,unfurnished
5656000,6301,3,1,1,no,no,no,no,yes,1,no,unfurnished
6690000,5752,2,2,1,no,yes,no,no,no,0,no,unfurnished
6673000,4012,3,2,1,yes,no,no,no,no,2,yes,semi-furnished
7882000,7234,4,2,3,yes,yes,no,no,no,0,no,furnished
8414000,7268,3,2,1,yes,yes,no,no,no,1,yes,semi-furnished
7211000,5094,4,2,2,yes,no,yes,no,no,0,no,unfurnished
8082000,7065,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished
5545000,5287,2,1,2,yes,no,no,no,no,1,no,unfurnished
3909000,3725,3,1,1,yes,no,no,no,no,0,yes,unfurnished
7086000,6321,3,1,1,yes,yes,no,no,no,1,no,unfurnished
5763000,4939,4,1,1,no,no,no,no,no,1,no,unfurnished
7238000,4718,3,1,1,yes,no,yes,no,yes,1,no,semi-furnished
10029000,8753,3,1,2,yes,no,no,no,yes,2,no,unfurnished
4331000,1684,4,1,2,yes,yes,no,no,no,1,yes,unfurnished
6881000,2600,2,2,1,yes,no,no,no,yes,2,no,furnished
5105000,2864,3,1,1,yes,no,no,yes,no,2,no,semi-furnished
6592000,4048,3,1,2,yes,no,no,no,yes,0,yes,unfurnished
4301000,4237,4,1,1,yes,no,yes,no,no,1,no,semi-furnished
4582000,2504,2,1,2,yes,no,no,no,no,1,no,unfurnished
5572000,3117,3,1,2,yes,yes,no,yes,no,0,no,semi-furnished
4981000,3285,3,1,2,no,yes,no,yes,no,0,no,unfurnished
11034000,13236,5,2,2,no,no,yes,no,no,0,no,semi-furnished
9260000,10050,5,2,3,yes,no,yes,no,no,0,no,unfurnished
6275000,3966,3,1,1,yes,no,no,no,yes,1,yes,semi-furnished
5018000,4047,2,1,1,yes,no,no,no,no,0,no,semi-furnished
6400000,2910,3,2,2,yes,no,no,no,yes,2,no,furnished
5721000,2116,4,1,1,yes,no,no,no,no,2,no,unfurnished
5824000,4489,3,1,2,no,no,no,no,no,1,no,unfurnished
4704000,3101,4,1,2,yes,no,no,no,no,3,no,unfurnished
5776000,4550,3,1,1,no,yes,yes,no,no,0,no,semi-furnished
6131000,2408,3,3,2,yes,no,yes,no,no,0,no,unfurnished
5459000,3424,2,2,1,yes,no,no,no,no,0,no,unfurnished
7608000,5019,3,2,2,yes,no,no,no,yes,0,yes,furnished
7564000,5499,3,1,2,yes,no,no,no,yes,1,no,unfurnished
8493000,5619,3,2,1,yes,yes,no,no,yes,0,yes,furnished
4410000,2708,2,1,2,yes,no,no,no,no,2,yes,unfurnished
5837000,6752,3,1,1,yes,no,no,no,yes,0,no,unfurnished
6294000,3369,2,1,2,yes,no,no,no,no,2,no,unfurnished
8169000,6151,3,2,1,yes,no,no,no,yes,1,yes,furnished
6043000,4694,3,1,1,yes,no,yes,no,no,0,no,furnished
4561000,2645,3,1,1,no,no,no,no,no,1,no,semi-furnished
6515000,4129,2,1,1,yes,no,yes,no,yes,2,yes,semi-furnished
6275000,5497,3,1,1,yes,no,no,no,no,0,no,semi-furnished
5595000,6100,4,1,2,no,no,no,no,no,0,no,furnished
5130000,4444,3,1,2,yes,no,no,no,no,0,no,semi-furnished
7837000,8972,4,1,1,yes,no,yes,no,no,1,no,furnished
7376000,7199,3,1,2,yes,no,no,no,no,0,yes,furnished
5983000,4233,2,1,2,yes,no,yes,no,no,0,no,furnished
5469000,6461,2,1,1,yes,no,no,no,no,0,no,semi-furnished
7590000,10623,3,1,1,yes,no,yes,no,no,0,yes,furnished
9021000,10742,2,2,2,yes,no,yes,no,no,1,no,semi-furnished
6476000,2815,4,2,1,yes,yes,yes,no,no,0,no,semi-furnished
5007000,3195,3,1,1,yes,no,yes,no,no,0,yes,unfurnished
7450000,8797,4,1,2,yes,no,yes,no,no,0,no,unfurnished
4495000,3023,3,1,1,yes,yes,no,no,no,0,no,unfurnished
6829000,2706,3,2,2,yes,no,no,no,no,0,no,furnished
5994000,3844,3,1,1,yes,no,no,no,no,0,yes,furnished
5675000,5625,3,1,1,no,yes,no,no,yes,0,no,unfurnished
5490000,4517,3,1,2,yes,no,yes,no,no,0,no,unfurnished
7332000,3588,2,2,1,yes,yes,no,no,yes,0,yes,semi-furnished
6442000,3552,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
5219000,3496,3,1,1,yes,yes,no,no,no,0,no,unfurnished
5848000,3259,3,1,2,yes,no,no,no,no,2,yes,semi-furnished
9943000,12294,2,2,2,yes,no,no,no,yes,1,no,unfurnished
6041000,5343,2,1,1,yes,yes,yes,no,no,0,no,furnished
7067000,6843,2,1,2,no,yes,no,no,yes,0,no,furnished
6520000,3840,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
6096000,4361,2,1,4,yes,no,no,no,no,2,no,unfurnished
6061000,3494,6,1,1,yes,no,no,no,no,2,no,semi-furnished
4777000,1548,4,1,1,yes,no,no,no,yes,0,yes,furnished
7146000,2643,2,1,3,yes,no,no,no,yes,1,no,furnished
5487000,2204,3,2,2,no,no,no,no,no,0,no,furnished
5037000,1833,3,1,2,yes,no,no,no,no,1,no,furnished
5185000,2854,3,1,1,yes,no,yes,no,no,2,no,unfurnished
7617000,8226,2,2,2,yes,no,no,no,no,0,no,semi-furnished
8283000,4628,4,1,4,yes,no,yes,no,no,0,yes,unfurnished
7718000,8108,4,1,2,no,no,no,no,no,2,yes,semi-furnished
6640000,5604,2,1,2,no,no,no,no,no,0,no,semi-furnished
8583000,6550,3,1,4,yes,yes,no,no,no,1,no,unfurnished
5387000,3230,3,1,2,no,no,no,no,no,0,no,furnished
6496000,5876,3,1,2,no,no,no,no,yes,0,no,unfurnished
7704000,6404,2,1,1,yes,no,yes,no,yes,0,yes,semi-furnished
5393000,3701,4,2,1,yes,no,no,no,no,0,yes,unfurnished
5830000,5964,4,1,2,yes,no,no,no,no,0,no,semi-furnished
6618000,5981,3,1,4,yes,yes,yes,no,no,0,no,unfurnished
5667000,3743,4,1,2,yes,no,no,no,no,2,no,semi-furnished
5680000,2942,3,2,2,no,no,no,no,no,0,no,semi-furnished
4440000,2868,3,1,1,yes,no,no,no,no,1,no,unfurnished
7456000,4890,4,2,1,yes,no,yes,no,no,3,no,semi-furnished
6859000,5409,3,1,1,yes,yes,yes,no,no,3,no,furnished
5612000,3380,3,1,1,yes,yes,yes,no,yes,1,no,furnished
5944000,4768,3,2,1,yes,no,no,no,no,0,no,furnished
5942000,5992,3,1,1,yes,no,yes,no,no,0,no,unfurnished
6652000,6113,2,1,2,yes,yes,no,no,no,0,no,semi-furnished
8113000,9048,2,1,2,yes,no,no,no,no,2,no,furnished
7756000,8062,3,1,2,yes,yes,no,no,no,1,yes,unfurnished
5932000,3096,3,1,1,yes,no,no,no,no,2,yes,furnished
8186000,9563,2,1,1,no,no,no,no,no,0,no,unfurnished
5070000,3773,2,1,1,yes,no,no,no,no,2,no,unfurnished
7402000,7313,4,1,2,yes,no,yes,no,no,1,no,unfurnished
8661000,4852,3,1,1,yes,no,no,no,yes,2,yes,furnished
7777000,3966,3,1,3,no,no,no,no,yes,2,yes,unfurnished
5500000,2207,4,2,1,yes,no,no,no,yes,1,no,semi-furnished
6584000,4387,4,2,1,yes,no,yes,no,no,0,yes,unfurnished
6323000,2449,2,2,1,yes,no,no,no,no,0,yes,unfurnished
6405000,7079,3,1,1,yes,no,no,no,yes,0,no,unfurnished
6731000,8916,3,1,1,yes,no,no,no,no,0,no,unfurnished
5897000,3374,3,1,4,no,no,no,no,no,1,yes,furnished
6518000,5353,3,1,1,yes,no,no,yes,no,0,yes,furnished
7147000,3477,2,2,2,yes,no,yes,no,yes,3,no,semi-furnished
4740000,3621,3,1,1,yes,no,no,no,no,1,no,furnished
8458000,6528,3,1,2,yes,yes,yes,no,yes,1,no,unfurnished
5766000,4640,3,1,2,yes,no,yes,no,yes,2,no,semi-furnished
9065000,9791,2,2,1,yes,no,no,no,yes,0,yes,unfurnished
7144000,3851,4,1,1,yes,yes,no,no,no,0,no,unfurnished
6591000,7174,3,2,2,yes,no,no,no,no,0,no,semi-furnished
6630000,4912,2,2,2,yes,no,no,no,no,0,no,furnished
7832000,6587,3,1,2,yes,no,yes,no,no,2,no,unfurnished
6812000,3908,2,2,2,yes,no,no,no,yes,0,no,unfurnished
5945000,4618,3,1,2,yes,no,no,no,no,0,no,semi-furnished
5102000,4492,3,1,1,no,no,yes,no,no,1,no,unfurnished
5105000,3319,2,1,1,no,no,yes,no,yes,1,yes,unfurnished
8403000,6227,2,2,2,yes,no,no,yes,no,2,yes,semi-furnished
6074000,6196,2,1,1,yes,no,no,no,no,2,no,semi-furnished
6459000,6050,3,1,4,no,no,no,no,no,1,no,unfurnished
7832000,8992,3,1,2,yes,no,no,no,no,2,no,semi-furnished
8472000,8667,2,1,2,yes,no,no,no,no,2,yes,furnished
5696000,4028,2,1,3,yes,no,yes,no,no,0,yes,semi-furnished
7167000,5515,4,1,2,yes,no,yes,no,no,1,no,unfurnished
5186000,3629,2,1,1,yes,yes,no,no,no,0,no,unfurnished
6420000,4762,3,1,2,no,yes,no,no,no,1,yes,unfurnished
5005000,3665,3,1,1,yes,no,no,no,yes,0,no,unfurnished
8333000,9311,2,1,2,yes,yes,yes,no,no,2,no,unfurnished
6555000,5493,4,1,1,yes,yes,no,no,no,0,no,semi-furnished
6834000,4303,2,2,1,yes,no,yes,no,yes,0,no,furnished
8862000,7784,4,1,2,yes,yes,no,no,yes,1,no,semi-furnished
5001000,1895,3,1,2,yes,no,no,no,no,0,no,furnished
5767000,2024,2,2,1,yes,no,yes,no,no,2,no,furnished
6135000,6587,3,1,1,yes,yes,yes,no,no,2,no,furnished
5555000,4837,4,1,2,no,no,no,no,yes,0,no,unfurnished
6239000,5238,3,1,2,yes,no,no,no,no,0,no,semi-furnished
4859000,2701,2,1,1,no,no,no,no,no,1,no,unfurnished
6891000,4669,4,1,1,no,no,yes,no,no,0,no,semi-furnished
8634000,10938,2,2,2,yes,no,no,no,no,0,no,furnished
7128000,6666,2,1,2,yes,no,no,no,no,0,no,semi-furnished
5697000,5064,2,1,1,no,yes,no,no,no,0,no,unfurnished
6533000,3921,4,1,4,yes,no,no,no,no,0,no,furnished
7250000,3995,2,1,4,yes,yes,no,no,no,0,no,semi-furnished
5211000,1928,2,1,2,yes,no,yes,no,no,2,no,unfurnished
7589000,5254,4,2,4,yes,yes,no,no,no,2,no,semi-furnished
6864000,6725,3,1,1,yes,no,no,no,yes,2,no,semi-furnished
6273000,2433,3,1,2,yes,no,no,no,yes,0,no,furnished
5277000,3572,3,1,2,yes,no,yes,no,no,1,no,furnished
5373000,2900,2,1,1,yes,no,no,no,yes,1,yes,semi-furnished
5107000,3144,3,1,2,yes,no,no,no,no,1,no,semi-furnished
6606000,4822,3,1,4,yes,no,no,no,yes,0,no,semi-furnished
4709000,1965,3,1,2,yes,no,no,no,no,0,no,unfurnished
7443000,6103,3,2,1,yes,no,no,yes,yes,0,yes,unfurnished
7125000,6472,3,1,1,yes,no,no,no,no,0,no,furnished
5984000,4243,2,1,1,yes,yes,yes,no,no,1,no,unfurnished
3368000,1663,3,1,1,yes,no,no,no,no,0,no,furnished
6083000,3103,3,1,3,yes,no,no,no,yes,0,yes,unfurnished
7067000,7914,3,1,1,yes,no,no,no,no,1,no,unfurnished
5663000,1500,3,1,4,no,no,yes,no,no,0,yes,semi-furnished
5279000,4075,4,1,2,yes,no,yes,no,no,0,no,furnished
5984000,2873,4,2,2,no,no,yes,no,no,2,no,unfurnished
7629000,6611,4,1,2,yes,no,yes,no,yes,1,no,unfurnished
6232000,3551,3,2,1,yes,no,yes,no,no,1,no,semi-furnished
6327000,5587,2,2,2,yes,yes,no,no,no,0,no,furnished
6353000,5979,3,1,1,yes,no,no,no,no,1,yes,unfurnished
8341000,10196,2,1,1,yes,no,no,no,no,0,no,furnished
6488000,4330,2,1,2,yes,no,yes,no,no,2,no,semi-furnished
7068000,5522,3,1,1,yes,no,yes,no,no,1,no,semi-furnished
