Customer_ID,Age,Tenure_Years,Balance,Avg_Monthly_Balance,Num_Products,Transactions_Per_Month,Avg_Transaction_Value,Digital_Engagement_Score,Credit_Utilization,Total_Deposits_YTD,Total_Withdrawals_YTD
502198,64,19.7,22223.98,21714.48,5,7.4,383.6,18.7,13.3,17787.75,11859.11
502199,48,15.0,0.0,0.0,7,18.9,272.35,82.3,53.0,32682.34,36319.4
502200,75,17.9,19583.44,16896.34,6,5.5,264.6,5.4,1.7,11923.8,9688.58
502201,27,0.7,1529.06,1242.17,1,19.2,93.77,85.7,11.7,8186.92,14047.19
502202,26,4.4,1931.94,1851.43,1,5.7,66.04,84.1,8.5,2083.13,2556.28
502203,28,1.1,3656.68,2759.79,2,22.7,6.76,94.7,66.9,1098.82,550.78
502204,63,28.1,8746.07,7202.89,4,5.0,70.8,18.2,5.3,2581.93,2708.88
502205,57,2.7,1672.11,1817.69,2,15.4,5.0,49.1,13.3,342.16,457.76
502206,43,11.7,8785.03,6415.59,5,30.7,492.0,71.0,46.2,109496.45,116469.7
502207,73,30.3,4912.92,3638.95,5,1.1,5.0,6.4,13.0,33.56,32.1
502208,27,1.6,1629.26,1658.28,2,10.6,174.26,36.8,49.9,12873.22,9181.47
502209,31,2.7,587.79,512.58,1,5.3,87.59,31.2,100.0,2657.65,2611.51
502210,26,1.0,0.0,0.0,1,19.3,54.7,69.7,45.2,7086.85,4240.21
502211,44,4.0,14496.26,14707.12,5,32.7,403.93,69.7,38.2,110860.92,52887.24
502212,39,1.6,6582.1,7875.8,2,14.0,63.45,55.9,14.7,2963.58,3958.03
502213,31,2.2,1733.65,1453.32,1,18.2,79.97,100.0,75.5,11406.46,6482.49
502214,24,2.3,4055.48,3773.49,2,4.4,136.95,45.4,30.3,3349.54,2316.08
502215,31,6.0,1046.49,1132.69,2,6.8,161.53,66.6,49.4,7619.73,6772.96
502216,18,8.5,3959.6,3622.17,2,14.4,33.29,13.6,58.4,2582.16,2644.36
502217,45,6.9,0.0,0.0,3,20.0,107.69,7.3,26.0,12411.38,9963.69
502218,58,12.2,585.89,412.99,5,29.0,263.27,72.2,21.4,43201.86,62492.2
502219,19,2.5,2653.63,2819.23,2,17.1,59.17,99.6,37.4,5098.39,7482.18
502220,43,6.8,7027.9,6220.8,2,17.9,118.05,56.2,13.8,12469.02,10524.87
502221,59,32.4,7085.93,7064.54,3,8.6,137.6,8.0,27.0,6671.45,7961.91
502222,38,8.4,189.21,156.84,1,20.2,160.21,41.1,50.8,14229.62,23174.84
502223,18,1.5,2521.97,2264.52,2,13.1,105.28,91.0,49.3,9682.02,9828.89
502224,56,27.8,30155.78,30390.63,5,3.7,215.62,9.9,12.5,4369.28,5518.88
502225,50,24.3,9289.89,7603.23,5,4.6,290.44,4.2,1.4,7381.88,7390.62
502226,32,5.9,1768.1,1448.4,1,17.0,118.34,82.8,72.3,14068.14,9721.12
502227,38,13.1,7473.83,4948.17,5,28.5,364.48,56.0,33.9,70937.79,59101.04
502228,58,10.6,1049.45,938.25,2,5.8,32.08,27.8,54.3,1480.87,1367.64
502229,33,1.8,0.0,0.0,1,7.4,52.76,25.5,78.5,3020.0,1985.53
502230,48,27.8,22329.23,20530.14,4,9.2,276.6,11.1,8.3,19663.19,9684.34
502231,57,0.2,199.9,178.5,1,2.0,107.52,12.5,56.7,1037.24,743.06
502232,74,4.1,258.69,243.13,1,7.1,23.84,14.1,82.1,963.18,889.5
502233,51,19.0,13996.88,14638.79,3,12.8,107.77,15.9,9.6,5697.69,7472.06
502234,48,5.4,4067.57,3518.73,4,14.7,205.34,52.1,11.5,19964.5,12813.19
502235,70,20.6,17235.47,13622.06,4,9.5,171.61,11.1,20.1,9724.05,11766.93
502236,25,2.1,3377.82,3175.91,2,21.9,100.78,64.4,57.7,12309.07,15766.07
502237,37,8.7,0.0,0.0,5,30.9,306.9,76.6,15.0,69391.47,59477.27
502238,52,7.9,7063.41,5779.68,3,10.7,182.47,25.9,0.0,13267.49,7698.27
502239,30,10.3,443.71,426.96,2,5.0,38.74,30.9,74.4,1320.56,1118.86
502240,26,6.1,1283.74,1079.87,2,16.1,224.08,25.9,54.1,22431.78,18747.88
502241,43,3.7,1034.94,852.32,1,5.9,41.23,26.9,81.3,1767.26,1125.84
502242,51,0.4,2621.79,2648.74,2,16.8,5.0,54.0,39.5,605.45,540.81
502243,33,0.5,705.41,630.59,1,23.4,101.37,94.8,77.1,12357.35,14808.14
502244,58,15.6,7618.35,6724.93,4,7.4,5.0,22.9,13.7,248.55,191.07
502245,33,5.5,7363.25,7258.16,4,6.6,258.8,45.6,34.1,11566.0,10102.18
502246,33,3.7,3757.17,3866.56,2,20.2,107.19,93.5,31.0,16636.38,11849.28
502247,57,22.3,21828.27,20602.85,4,6.8,5.0,12.3,20.7,224.27,180.87
502248,35,1.9,9186.88,9554.49,7,25.2,5.0,81.9,44.9,801.65,682.0
502249,37,7.8,0.0,0.0,1,7.5,5.0,24.9,53.6,234.93,178.21
502250,70,22.9,7959.51,6735.84,3,11.3,334.86,13.9,33.6,18642.64,19081.01
502251,23,4.2,1431.64,1565.74,1,5.4,55.66,41.6,100.0,1634.84,1620.17
502252,34,2.8,3984.86,3486.83,3,14.2,81.44,64.7,49.2,7240.84,3791.59
502253,73,24.4,19488.88,18389.14,3,4.8,185.14,10.5,15.9,6632.38,5713.1
502254,37,12.4,15910.56,13457.73,5,45.7,505.28,85.7,53.5,103595.22,139547.83
502255,39,2.1,4944.25,5041.59,4,8.2,111.62,34.1,50.9,6395.57,4784.23
502256,31,7.8,3556.48,3523.14,5,32.3,392.24,76.6,57.9,111006.78,68572.65
502257,49,4.2,16134.88,15284.67,4,28.2,302.92,81.8,45.4,72635.76,39715.73
502258,67,23.4,10646.13,10172.75,4,9.5,79.23,21.5,33.8,4865.9,4939.06
502259,40,0.0,0.0,0.0,1,7.5,34.31,52.2,100.0,1445.45,1278.73
502260,60,28.8,33322.18,32544.81,3,2.7,268.2,15.8,18.4,3375.81,5730.1
502261,27,3.6,21.9,19.31,3,10.5,15.91,77.9,33.3,855.03,1014.98
502262,33,6.4,11476.39,13274.83,5,43.9,377.16,53.0,8.0,108948.23,73710.73
502263,23,0.6,3158.71,3418.64,2,25.8,52.49,78.5,17.2,8917.09,7188.56
502264,56,20.5,26745.22,24186.35,4,7.1,62.4,13.0,20.1,2513.62,2780.26
502265,53,6.1,162.32,131.78,2,10.8,54.36,32.9,87.1,3335.64,4498.72
502266,53,22.4,20382.16,21616.83,3,7.7,144.36,20.3,23.9,10407.41,7038.67
502267,38,4.8,8028.31,8082.94,4,21.2,232.07,59.1,49.0,35801.41,28063.0
502268,41,8.7,4654.21,3500.26,3,23.9,627.39,46.0,53.5,88048.3,110355.82
502269,42,5.0,1426.14,1276.09,4,18.5,74.27,86.3,16.7,7724.34,9438.57
502270,31,0.8,6641.3,6883.45,3,17.6,179.97,42.7,35.6,21625.68,16875.25
502271,29,6.0,6410.12,5567.94,3,6.9,184.76,44.6,20.9,10877.4,6231.81
502272,33,0.0,1062.82,851.1,1,19.6,112.38,78.9,30.9,17124.57,12453.69
502273,44,3.0,695.59,692.16,1,2.8,68.2,42.9,61.9,1315.05,1418.53
502274,28,0.4,1907.44,1743.66,1,13.7,70.93,86.4,61.1,7179.98,7362.74
502275,56,0.0,433.92,483.87,1,7.2,5.0,19.7,57.6,182.21,119.77
502276,35,5.4,4004.71,3900.4,3,14.1,93.25,22.5,20.6,10169.84,7933.75
502277,32,0.0,5731.8,4084.46,2,22.1,134.0,15.6,32.4,19274.94,21226.14
502278,27,2.9,2439.07,2285.28,1,19.5,73.6,76.8,59.8,8804.07,11719.79
502279,36,10.9,12308.71,8882.98,5,27.5,417.9,55.6,31.3,69579.98,65545.1
502280,30,3.1,269.56,243.93,1,5.3,61.8,28.4,60.7,2897.63,2435.82
502281,27,0.9,2172.63,1848.39,1,6.8,62.8,74.6,0.0,3366.64,1521.11
502282,24,3.1,1332.84,1157.32,1,24.1,108.54,73.0,40.1,20709.29,13878.91
502283,48,2.7,16696.98,21202.37,4,36.9,216.52,46.5,25.5,54333.77,49416.22
502284,29,1.6,1590.81,1538.79,1,25.4,5.0,81.1,25.3,1241.39,945.96
502285,40,6.8,0.0,0.0,2,9.9,124.95,29.3,50.8,9984.7,9049.55
502286,39,9.3,13116.71,14672.52,5,29.4,321.62,61.8,68.2,57796.62,60978.79
502287,31,5.2,416.76,412.97,2,18.3,128.86,30.4,48.8,18261.48,11085.46
502288,42,8.9,2891.59,2705.15,5,25.5,400.99,66.8,27.2,63609.18,62213.47
502289,46,9.6,230.85,184.48,1,6.2,5.0,36.5,82.4,118.09,165.98
502290,46,5.3,10405.29,10454.07,2,7.7,118.97,23.1,32.1,5559.93,5669.12
502291,43,4.7,5025.74,4240.1,7,33.0,81.56,89.5,51.6,18471.25,17286.77
502292,57,0.7,7933.45,7270.0,2,5.9,137.38,35.3,39.8,4611.9,3640.03
502293,32,4.4,5361.55,5461.92,2,17.5,128.43,67.7,42.7,10313.81,12580.18
502294,25,4.1,3938.18,3184.82,3,16.8,173.76,56.0,51.5,20756.84,14078.9
502295,39,0.9,551.48,517.3,1,6.3,89.01,15.7,91.2,4949.62,3829.95
502296,30,6.8,6799.7,6439.7,2,13.5,135.17,67.2,11.3,12805.9,11619.2
502297,26,0.0,0.0,0.0,1,9.7,89.56,85.7,25.8,5815.93,7982.62
502298,32,1.6,0.0,0.0,2,35.3,5.0,93.9,35.7,1353.92,1260.86
502299,32,6.0,4063.31,3551.48,2,6.6,9.01,25.4,47.7,494.83,342.39
502300,35,8.5,233.93,196.96,2,8.8,6.01,0.0,67.1,315.83,317.38
502301,50,6.7,5010.05,3985.58,3,11.7,105.61,47.7,8.1,8821.42,5217.6
502302,34,8.4,425.67,552.99,1,5.0,52.8,0.0,74.0,1604.98,1090.66
502303,28,3.7,1037.83,920.72,2,36.9,92.55,92.7,4.8,17958.16,17825.99
502304,41,12.3,0.0,0.0,5,27.7,16.65,71.7,90.0,3486.87,2792.75
502305,44,12.2,14151.44,16023.55,4,32.3,418.61,59.0,59.9,83210.05,75017.1
502306,65,25.8,26737.61,29486.41,3,8.6,245.87,20.6,14.9,14792.49,12189.77
502307,38,6.4,15221.72,13381.08,5,47.8,282.18,63.9,46.4,48579.25,92370.94
502308,55,2.3,1129.19,1213.89,1,0.4,98.47,7.1,83.8,268.42,145.79
502309,51,2.4,5956.79,5700.68,2,12.4,69.89,46.8,15.1,6248.04,5420.93
502310,48,11.1,2251.38,2098.73,3,12.5,122.39,75.6,36.3,9621.07,11047.97
502311,26,2.7,415.89,430.4,3,25.5,76.69,96.1,47.7,16355.95,17672.42
502312,32,9.2,1810.25,1702.68,2,16.4,66.35,60.7,43.8,5739.33,8158.83
502313,56,22.9,15105.5,10662.8,5,3.4,147.84,25.5,22.9,3370.63,3100.14
502314,75,9.6,1519.47,1425.39,1,2.8,35.82,0.0,74.0,408.25,530.91
502315,22,2.7,2913.53,2925.24,1,15.4,74.97,87.8,28.9,10022.93,2185.67
502316,31,5.1,3430.97,2747.11,1,19.1,145.96,39.6,35.6,13568.26,12391.83
502317,26,6.8,7268.09,7048.62,3,12.8,119.35,47.2,46.3,11964.84,7821.51
502318,32,2.2,147.18,140.4,1,29.8,19.85,99.8,43.1,4405.93,2230.81
502319,42,3.2,13238.51,11894.59,3,31.3,362.89,83.7,39.9,64332.36,48189.87
502320,48,6.4,15736.2,15169.86,4,20.1,506.15,74.1,48.2,80445.43,55823.4
502321,48,8.5,11548.44,9508.4,3,29.4,563.8,75.1,46.0,90091.27,93891.97
502322,31,1.5,1029.23,800.09,2,33.6,77.79,67.2,17.8,13997.89,14352.65
502323,61,4.4,759.24,654.98,2,2.4,34.2,25.3,54.0,534.93,334.9
502324,26,0.9,2790.97,2993.39,1,27.3,37.4,93.9,19.6,8585.15,5505.75
502325,63,23.0,26392.49,23512.43,2,9.2,126.24,14.8,27.5,5386.13,9035.85
502326,34,0.0,4254.42,4747.79,2,21.6,52.68,4.7,38.6,7048.74,6452.66
502327,33,1.5,3563.86,3300.3,2,41.5,29.56,66.8,46.0,9208.67,6040.72
502328,41,1.1,2832.81,2205.21,3,17.0,169.76,41.3,27.1,16019.72,13746.41
502329,35,6.1,3245.11,2641.01,2,15.6,174.81,40.5,30.5,19644.42,19078.92
502330,29,1.5,0.0,0.0,3,13.1,190.96,43.1,39.5,12255.8,11672.54
502331,73,22.9,24717.93,19455.01,5,6.7,85.58,17.3,9.4,3352.46,3275.93
502332,47,4.8,5744.16,4984.42,2,18.2,164.92,64.2,26.1,16486.85,14552.99
502333,44,3.2,6175.55,4296.77,5,21.6,215.59,58.4,31.6,34870.06,28168.38
502334,32,2.1,4785.66,5155.02,1,29.8,57.44,75.7,31.4,10047.32,11208.25
502335,56,9.2,7513.47,8320.68,3,12.5,97.86,29.7,56.7,8235.52,7068.64
502336,48,3.4,160.05,153.56,2,7.8,118.4,22.5,75.9,5691.9,5464.19
502337,70,26.9,26139.57,28421.79,4,12.1,135.41,15.6,18.3,9843.84,12866.18
502338,36,2.7,5062.1,5579.54,3,16.7,65.53,23.9,61.6,7005.09,5349.37
502339,37,6.6,4124.69,3724.12,1,17.4,45.71,48.3,58.3,4247.09,5059.33
502340,31,2.5,801.79,668.07,1,17.4,90.72,78.7,50.0,10991.0,8990.43
502341,41,4.5,15038.78,11764.31,5,15.5,46.73,66.2,56.9,5913.36,4779.27
502342,21,1.3,1319.53,1435.83,2,29.0,13.7,97.0,25.5,2372.89,3200.02
502343,49,5.3,6927.99,5982.63,2,17.8,65.05,68.5,26.9,9028.09,7440.61
502344,39,3.8,5034.12,4579.74,1,9.0,145.17,40.0,50.7,6690.27,7974.55
502345,30,6.6,1385.61,1365.09,3,10.2,164.78,46.2,42.3,11411.11,10092.3
502346,40,7.9,10115.16,11717.5,7,36.0,94.99,55.9,35.2,21594.64,15111.98
502347,31,3.7,5913.26,5279.54,2,5.9,80.99,35.2,26.6,3383.15,2455.08
502348,18,6.2,0.0,0.0,1,2.1,53.57,0.0,66.3,643.64,806.05
502349,38,11.7,15319.67,13396.8,4,15.8,406.27,77.3,41.8,34335.4,28433.21
502350,28,3.7,4037.38,4132.71,1,10.8,120.16,84.5,20.0,8398.16,8719.4
502351,48,4.2,5910.66,5072.08,2,11.4,117.92,55.7,21.0,9120.67,7767.15
502352,26,2.4,0.0,0.0,1,16.1,63.86,76.2,59.0,5920.81,4247.34
502353,32,5.4,378.5,385.74,1,5.3,67.3,7.1,54.9,2438.8,2252.66
502354,47,10.9,3926.8,3323.21,3,17.3,168.79,47.8,22.5,20618.38,13308.48
502355,35,4.9,3156.2,3236.35,3,13.9,48.16,36.0,34.7,2905.06,3308.22
502356,38,9.6,3118.45,2948.88,3,10.7,179.57,53.2,45.1,9489.48,15402.14
502357,39,21.4,13495.86,13366.59,7,48.8,319.44,65.3,47.4,110387.85,110438.39
502358,44,0.1,728.68,520.44,2,3.5,79.86,54.9,96.5,1363.51,2106.27
502359,58,12.9,24769.08,21332.94,4,6.6,110.55,0.0,21.5,4356.98,2880.02
502360,37,1.2,7139.35,6297.51,1,14.6,94.7,25.0,52.3,9524.92,8675.44
502361,30,1.7,0.0,0.0,1,4.9,51.61,18.8,74.0,1752.94,1159.38
502362,59,23.3,22955.14,27549.55,3,7.8,269.35,14.3,28.1,14951.1,12390.86
502363,44,12.0,1241.55,913.35,1,7.7,95.72,10.1,67.1,4688.09,5517.67
502364,22,0.1,2652.25,1890.0,2,17.4,87.19,76.5,49.8,12492.21,9007.97
502365,43,9.2,5010.61,5080.65,3,11.7,156.76,22.9,64.6,10043.52,13932.25
502366,50,5.1,3060.02,1932.85,3,8.9,79.21,61.9,21.0,4966.21,3702.47
502367,41,4.8,6218.11,7219.45,2,17.9,82.79,19.5,25.5,10687.89,9309.82
502368,28,2.4,220.15,249.0,1,24.5,57.45,90.3,33.6,7687.78,9960.28
502369,44,9.8,19160.89,17373.34,3,27.7,400.0,60.0,64.2,77306.63,33976.53
502370,32,3.9,52.11,49.25,2,20.7,116.57,84.2,52.4,18246.17,13954.21
502371,18,5.3,7058.29,6585.75,3,9.7,134.97,44.3,45.5,9103.22,7416.48
502372,56,7.9,418.72,432.73,1,3.3,35.81,12.8,78.3,676.91,513.17
502373,64,24.2,5412.64,5550.63,5,7.7,314.58,10.3,8.6,15066.58,11471.76
502374,54,27.6,32902.15,22934.42,4,4.4,180.58,12.4,7.2,5229.52,5949.64
502375,44,12.7,10517.24,10788.79,5,19.1,159.93,69.8,37.2,24896.46,17790.28
502376,67,11.6,20906.42,15804.17,2,8.8,385.03,6.5,17.7,19774.11,17255.41
502377,44,5.6,2221.06,1683.16,3,13.9,126.73,71.9,61.7,15162.14,10365.03
502378,47,4.7,759.13,715.09,2,3.2,31.3,11.5,83.9,513.98,644.06
502379,47,4.9,7247.99,5906.51,3,15.9,167.13,9.3,10.6,9570.75,14958.86
502380,33,4.5,711.46,581.7,4,18.8,171.47,50.1,56.4,22562.45,23329.01
502381,77,20.2,23990.37,28340.35,4,3.2,332.26,17.6,11.6,6882.46,5159.46
502382,57,30.6,19364.39,15417.03,2,2.8,181.99,30.2,8.6,3530.65,2795.76
502383,25,10.1,3264.1,2969.51,4,12.9,88.36,50.0,42.4,6621.23,8312.34
502384,32,8.8,17886.5,19706.45,4,44.3,400.57,80.5,33.5,149370.3,94037.28
502385,23,6.5,5965.53,5653.82,2,19.6,42.61,21.7,19.9,6007.81,4407.72
502386,32,1.4,1272.2,1001.61,2,11.5,127.17,69.6,32.2,9458.08,5798.1
502387,43,8.2,614.57,667.31,2,3.6,88.57,23.9,69.0,1738.86,2201.71
502388,69,1.1,243.75,250.33,1,7.2,5.0,28.6,100.0,335.79,222.88
502389,72,26.7,19851.18,18600.1,4,7.4,242.09,25.3,18.8,11633.16,11697.45
502390,36,17.6,6120.57,5752.73,6,30.5,25.1,67.5,40.2,4048.28,4964.57
502391,70,23.6,11167.75,10960.3,3,4.6,90.2,17.1,14.9,3531.74,1767.43
502392,46,0.0,6245.11,5185.71,2,15.8,115.14,37.1,9.7,13204.25,13874.73
502393,21,10.1,659.88,710.97,2,2.6,90.27,34.1,63.9,1897.36,1731.69
502394,52,13.6,30174.06,29027.03,6,5.5,72.18,1.4,12.2,1901.0,2461.12
502395,54,25.0,26268.63,21933.64,2,7.0,86.77,20.2,33.2,4293.17,4450.39
502396,73,0.0,697.05,540.66,2,3.2,102.35,13.6,44.2,2864.94,968.63
502397,63,24.0,12336.36,9034.92,3,5.7,36.44,11.0,22.7,1367.26,1469.14
502398,36,3.8,0.0,0.0,3,7.6,187.11,59.1,31.3,8864.56,5462.67
502399,20,2.0,1774.4,1525.16,1,21.4,121.95,92.4,52.9,10727.91,12655.7
502400,67,18.0,20710.64,18377.81,5,1.3,242.16,22.0,2.5,2267.03,1778.18
502401,25,5.7,743.16,551.14,2,9.0,84.27,8.3,73.6,4130.47,3877.57
502402,45,13.4,8312.59,6507.61,7,43.0,489.08,61.0,16.5,125496.48,72209.6
502403,22,0.5,2419.86,2179.78,1,14.2,81.94,82.9,6.8,7150.93,6669.17
502404,25,2.0,1842.53,1673.16,1,24.5,82.06,89.9,30.5,9649.63,10079.06
502405,48,5.7,3543.61,3486.8,1,16.3,116.52,11.0,34.5,13957.68,12172.7
502406,57,18.3,21451.66,21677.39,2,8.5,201.24,0.0,4.0,6523.54,10689.96
502407,40,9.3,16603.18,15000.14,5,44.6,54.47,44.4,44.3,15448.48,14363.59
502408,53,9.1,73.37,70.28,2,7.7,63.65,18.5,60.1,3482.03,2051.86
502409,67,28.8,16055.86,16729.28,6,6.0,119.9,26.7,18.4,4492.54,2715.56
502410,27,8.9,10318.7,10442.55,3,14.7,142.24,33.0,62.7,16396.31,13775.19
502411,39,11.6,9159.44,8931.13,5,38.1,363.98,97.0,54.6,94560.33,77956.84
502412,48,11.3,12893.3,12516.37,7,29.0,497.42,51.7,10.0,95649.5,124421.49
502413,58,5.4,41.09,38.84,1,3.2,50.56,26.7,86.2,1042.8,972.25
502414,36,6.9,2417.8,2327.91,3,13.1,178.11,26.4,32.9,16863.97,12454.92
502415,28,4.9,5933.75,4899.34,3,15.4,129.07,11.6,25.1,16429.24,8922.18
502416,72,17.1,14234.56,14992.15,4,5.9,245.03,23.3,6.2,10810.29,9415.19
502417,28,9.3,5589.78,5415.43,2,12.6,56.14,42.2,56.3,5195.95,4284.75
502418,32,4.5,13751.16,14880.21,4,36.2,359.58,90.8,71.3,62896.96,83224.99
502419,51,9.4,4366.39,4418.13,2,18.7,128.47,43.9,40.5,17690.96,8913.0
502420,28,12.2,6656.53,5644.84,2,13.2,242.31,15.8,53.0,22345.98,21556.24
502421,38,7.6,5247.98,3685.88,1,4.4,158.52,6.5,18.9,4815.58,3742.57
502422,39,14.5,13634.36,12522.41,6,38.3,270.03,59.0,50.6,72811.58,56209.18
502423,52,6.9,987.8,680.37,2,14.6,192.87,63.8,44.7,15071.22,12545.0
502424,25,0.0,1546.89,1207.71,2,15.7,85.16,100.0,33.6,9450.78,8139.63
502425,43,1.9,8084.23,8017.42,3,3.4,142.74,58.4,45.7,2908.37,3208.49
502426,40,12.8,10340.43,11268.59,4,27.4,151.25,84.3,39.0,29530.42,23726.39
502427,33,7.4,2403.75,1948.7,1,7.4,185.43,43.6,37.6,11468.89,7257.28
502428,46,5.5,6992.48,6981.78,4,10.3,122.48,34.7,37.1,9992.01,7012.76
502429,52,9.9,15929.25,17300.54,3,33.3,281.12,56.9,48.1,43008.18,23560.36
502430,24,2.5,2297.35,2115.76,1,12.1,119.42,95.0,35.2,9547.84,10380.04
502431,43,7.3,6273.95,6449.22,1,12.5,89.07,52.6,52.5,6269.07,5674.75
502432,33,9.1,756.63,694.54,1,3.1,56.48,35.0,65.4,970.44,1031.1
502433,28,0.7,1412.72,1082.69,1,24.5,110.55,82.7,28.2,23006.07,11248.64
502434,28,2.2,3797.58,3154.7,1,16.6,51.61,100.0,65.7,5258.26,4650.74
502435,51,10.7,5569.83,6537.57,2,32.0,402.94,77.5,61.5,97285.5,57866.67
502436,31,3.3,2607.9,1932.85,1,26.8,96.25,78.4,47.5,14094.69,19560.35
502437,44,8.9,21529.17,20113.69,6,24.9,222.55,64.3,60.7,32518.8,22470.3
502438,29,0.2,1573.56,1543.95,2,3.5,46.77,80.2,44.2,933.1,743.8
502439,60,5.7,9389.8,8149.21,1,11.4,300.22,32.9,31.4,23677.14,20225.44
502440,27,1.7,431.78,321.65,2,23.5,133.71,76.6,16.9,16897.25,17811.3
502441,37,9.4,14628.74,10896.89,6,40.0,156.82,80.3,50.0,36220.55,21530.75
502442,28,3.1,0.0,0.0,3,15.3,113.05,53.0,33.1,13111.88,6854.96
502443,50,22.2,15179.35,11254.58,4,10.6,176.17,5.8,27.3,10779.12,8729.52
502444,78,20.0,26993.73,23184.0,3,4.5,159.95,0.0,20.7,4796.34,4469.5
502445,66,15.2,19388.83,14227.86,3,7.3,301.35,25.8,27.1,14783.47,14170.96
502446,31,1.9,2366.04,2695.58,1,16.6,99.95,87.9,38.3,8926.1,6520.46
502447,40,4.4,3158.24,2930.04,2,14.1,35.18,84.8,49.4,2859.54,2457.32
502448,51,13.1,15959.25,19811.26,3,7.0,107.34,16.7,7.4,4779.1,4777.85
502449,46,0.0,0.0,0.0,7,36.0,150.02,69.8,30.3,33814.47,36408.1
502450,28,0.8,5041.66,3902.36,2,19.7,96.7,86.1,16.5,12340.62,11434.26
502451,45,2.7,2942.62,2843.92,3,19.5,96.96,13.9,40.6,13107.52,15852.74
502452,44,11.0,14284.47,11252.95,3,17.8,585.89,70.2,33.1,70731.87,62969.69
502453,33,3.3,622.31,634.44,1,12.0,58.67,82.8,40.7,3803.59,3643.7
502454,54,7.5,18056.47,16034.46,2,4.7,141.15,11.7,16.8,4590.08,1976.81
502455,42,2.0,4148.47,4143.76,3,18.4,5.0,66.3,34.1,598.99,556.82
502456,43,8.9,16118.96,16444.94,7,12.8,284.89,84.6,42.4,28893.63,16617.69
502457,22,4.2,835.29,746.99,1,27.5,58.4,100.0,31.4,9957.22,9254.04
502458,20,0.0,670.02,664.11,1,8.0,5.0,16.1,85.9,256.57,263.63
502459,37,6.0,0.0,0.0,2,14.3,72.7,44.9,27.3,6047.03,7128.11
502460,48,4.8,1841.94,1556.37,4,20.8,57.29,62.8,38.0,7395.33,9714.42
502461,38,5.3,6802.68,5250.46,2,18.2,130.08,51.7,44.7,17158.25,12024.39
502462,47,6.7,2667.07,2212.92,5,36.0,233.86,45.6,50.9,38774.0,61818.56
502463,41,5.9,7583.24,8416.37,5,12.2,159.4,98.4,32.2,12979.37,8429.84
502464,47,6.6,6027.63,5152.42,6,40.8,360.33,71.2,54.7,124202.15,75845.02
502465,41,9.0,6007.39,5792.47,2,11.6,71.67,67.6,31.4,5290.12,4552.45
502466,77,15.4,13752.03,11461.13,4,7.6,10.14,12.4,13.5,551.59,500.38
502467,57,6.9,198.63,174.29,1,13.6,111.52,42.2,37.9,11437.61,8288.45
502468,61,5.4,202.18,156.82,3,22.6,77.71,51.3,64.1,7368.93,10770.01
502469,45,8.2,3120.27,3047.1,1,11.9,120.3,43.2,13.3,8262.12,6266.74
502470,52,27.3,26644.99,23321.33,5,2.1,148.66,19.6,7.4,1813.06,2029.46
502471,54,0.0,1193.85,1049.12,1,2.6,81.46,35.3,72.1,816.82,1004.01
502472,72,21.2,13505.21,14493.8,3,5.1,195.76,2.2,21.3,6710.03,4185.01
502473,60,16.4,14172.54,7820.0,2,3.3,300.58,30.0,10.8,7265.76,5298.52
502474,45,0.0,1592.64,1274.17,1,9.0,53.11,27.7,71.1,2215.9,2582.86
502475,44,7.2,3509.53,3326.84,2,5.1,177.9,48.2,41.6,4967.9,5061.15
502476,49,25.7,21794.05,17305.36,2,4.9,240.82,7.4,23.9,7119.19,6697.85
502477,36,12.3,9101.09,8003.59,6,34.5,446.85,58.9,29.6,119468.85,68613.87
502478,37,5.9,6164.75,6250.42,2,12.3,97.13,31.0,35.6,7760.08,7588.2
502479,53,9.8,7398.85,4440.46,4,39.9,374.24,48.7,23.8,93140.59,69574.53
502480,24,5.9,4212.02,4703.95,2,17.5,158.41,26.8,17.1,14509.98,16646.33
502481,29,1.4,1501.23,1444.19,1,24.8,73.03,86.2,62.9,12569.64,8725.1
502482,18,6.5,2806.63,2108.66,4,17.2,43.95,37.5,38.8,4449.41,4925.87
502483,28,3.1,1601.41,1496.09,1,18.7,5.0,75.0,29.3,745.41,639.8
502484,50,0.0,4051.33,3822.09,3,14.3,169.54,49.7,54.0,13755.3,15548.52
502485,49,5.2,596.3,650.21,2,12.0,217.91,45.7,29.1,13598.33,18469.55
502486,30,3.8,137.58,135.97,1,19.7,34.0,80.0,34.1,4312.1,3081.72
502487,27,3.6,2502.43,2037.04,1,20.6,44.85,93.0,81.0,5912.92,8198.45
502488,28,14.4,18451.89,17748.54,8,20.7,730.35,58.0,29.1,77604.96,84024.91
502489,44,10.9,6748.97,5494.81,2,7.7,344.07,36.5,24.5,11184.73,14513.24
502490,70,31.2,9369.95,8672.0,4,7.4,208.3,17.9,8.1,12805.39,8524.56
502491,32,6.6,5446.74,4229.46,3,17.1,210.6,50.6,27.5,34966.5,19435.22
502492,24,3.2,2999.87,2330.8,2,14.7,143.12,89.0,19.0,14462.31,12281.28
502493,48,9.8,6193.83,6776.04,2,18.6,191.13,63.7,29.2,26650.37,24236.23
502494,71,0.0,747.31,784.35,2,6.6,5.0,39.9,81.0,151.13,172.47
502495,30,1.6,2587.82,2601.34,2,23.2,75.89,88.7,35.3,12339.58,8867.0
502496,22,2.9,1413.07,1351.33,1,24.9,65.73,95.1,48.2,13889.3,8321.91
