Customer_ID,Annual_Income,Monthly_Income,Income_Growth_Rate_Pct,Disposable_Income,Total_Debt,Credit_Card_Debt,Debt_to_Income_Ratio,Number_of_Credit_Lines,Payment_History_Score,Late_Payments_Count,Avg_Days_Late,On_Time_Payment_Pct,Credit_Utilization_Pct,Total_Credit_Limit,Available_Credit,Oldest_Account_Age_Years,Avg_Account_Age_Years,Employment_Tenure_Years
900609,116598.34,9948.71,4.9,27848.26,24872.56,1198.02,24.57,6,643.66,2,3.44,91.26,32.15,27069.9,11787.04,12.9,8.02,9.97
900610,72897.74,6109.45,5.13,10854.97,32386.77,7177.86,33.86,7,544.13,8,12.12,80.19,49.09,27408.02,14405.95,12.44,8.99,8.94
900611,65999.76,5494.03,7.12,15176.2,26317.78,5338.37,33.15,4,617.17,6,9.08,87.28,55.32,14892.29,10704.07,3.9,4.9,6.03
900612,58541.46,4854.46,0.94,6976.79,53313.82,6278.68,31.21,6,444.55,10,20.8,72.11,69.22,18416.28,7564.72,11.92,8.72,7.84
900613,62134.44,5106.07,6.27,11419.06,51180.04,5353.51,32.65,5,610.25,3,3.25,87.09,58.22,13889.36,14763.59,12.54,8.78,7.01
900614,77066.36,6457.67,8.38,24696.27,30017.61,4185.12,29.63,7,773.82,4,6.76,94.1,42.81,27580.3,19244.16,17.0,8.28,8.33
900615,46060.37,3812.23,5.96,9960.03,72318.2,5719.06,44.04,7,660.79,3,4.46,91.97,56.82,30548.27,10154.21,19.69,12.31,12.22
900616,48284.55,4001.31,5.23,15617.78,30794.98,9110.37,32.97,4,793.95,1,9.15,99.39,43.19,9386.45,11302.12,4.26,3.44,5.31
900617,68895.91,5774.97,1.11,8661.06,52318.63,6145.88,35.96,4,393.28,11,13.3,68.02,67.55,13038.1,7734.23,11.41,7.94,3.92
900618,69634.66,5774.54,1.34,14173.95,36201.1,5145.72,33.47,5,752.32,0,0.54,94.61,42.02,17004.54,16617.56,10.42,6.45,8.67
900619,67279.17,5541.99,8.7,20915.41,9519.23,2124.64,25.69,7,805.66,1,3.76,99.45,28.12,12205.05,11874.48,12.17,5.41,6.39
900620,59543.25,4975.91,7.89,18869.78,29315.5,3321.03,36.67,4,726.35,7,4.91,85.02,41.79,15960.88,6994.22,11.97,6.36,8.34
900621,81666.28,6901.48,6.97,20538.28,7516.95,5338.02,29.11,6,584.46,8,4.33,85.04,53.16,18897.91,16170.48,12.04,5.97,6.17
900622,49565.95,4168.4,1.36,11341.42,53305.24,10295.06,42.16,5,580.1,4,7.1,81.68,46.08,23272.23,16761.88,16.9,8.94,11.45
900623,45735.33,3792.74,1.41,6848.42,59265.24,8972.15,40.48,4,617.57,7,4.06,90.08,78.07,6102.83,0.0,7.93,5.61,1.36
900624,56105.05,4632.97,3.84,4319.98,56423.83,6367.36,30.45,4,628.98,8,12.59,86.67,68.1,2985.13,5879.75,2.46,0.63,0.43
900625,15000.0,1257.72,-5.65,500.0,50132.73,9584.4,47.1,3,548.37,1,8.99,83.5,63.11,10360.19,0.0,4.71,3.01,3.37
900626,52214.4,4384.11,3.62,7884.91,49163.15,7625.21,37.64,7,726.18,5,0.0,94.78,34.49,23469.79,15224.42,11.24,10.24,10.82
900627,97146.55,8012.05,4.95,22563.25,32374.77,3357.22,21.36,6,663.72,3,3.32,87.99,40.26,26833.66,17360.22,17.1,8.63,11.57
900628,99897.53,8282.16,7.57,22073.88,12807.27,3716.36,15.94,4,676.53,5,13.78,81.19,34.18,16202.82,15771.6,3.15,5.43,5.13
900629,34909.48,2935.7,-3.02,518.91,72725.79,9602.45,48.34,3,538.46,7,5.43,82.2,65.4,11633.17,0.0,15.99,9.24,5.94
900630,73648.89,6189.67,4.05,13801.15,28401.61,7291.6,31.63,5,654.89,5,6.35,97.06,40.89,7792.46,3628.48,2.29,3.77,5.15
900631,86908.04,7293.25,6.86,21627.8,20642.02,7180.44,35.22,3,612.68,6,9.26,88.43,48.26,9218.51,6782.1,3.53,5.75,4.31
900632,15000.0,1257.66,2.34,538.53,51257.55,12048.22,53.28,5,614.31,4,4.56,87.81,66.36,922.41,0.0,2.11,3.6,3.42
900633,77131.45,6383.99,3.74,15643.54,18513.01,5801.27,29.71,8,544.54,4,15.25,80.84,53.31,10723.58,5883.77,9.95,5.44,9.86
900634,90626.91,7597.63,4.25,15209.9,23040.55,6804.23,19.52,6,591.78,7,9.38,92.11,35.49,30143.93,22970.03,23.29,12.74,16.39
900635,86183.63,7144.69,9.78,21288.67,15902.66,6030.31,23.71,8,687.92,1,9.31,92.96,34.25,23587.08,17768.21,12.93,7.7,10.11
900636,86237.92,7167.39,3.54,27776.48,29484.65,1708.68,18.6,5,623.93,2,0.0,89.35,33.56,23415.47,22482.55,10.35,5.0,7.35
900637,58671.8,4925.22,2.75,9313.53,39755.66,12183.62,36.51,6,614.16,6,5.28,81.89,49.56,21465.83,9362.15,18.59,8.78,9.76
900638,32415.52,2728.67,0.46,4960.25,54950.99,10642.32,43.18,3,641.89,9,8.93,71.19,38.13,9657.3,0.0,9.74,3.37,5.14
900639,49506.47,4071.32,2.85,17168.14,20936.93,5249.43,29.56,4,572.0,9,10.52,82.87,47.45,18407.01,15238.67,7.78,6.01,6.26
900640,85219.6,7028.55,1.97,20206.16,16484.41,6824.51,30.27,6,675.05,4,2.87,94.74,40.14,25548.08,15782.85,14.68,5.12,8.05
900641,152408.84,12771.36,11.22,31653.24,0.0,0.0,17.65,8,650.24,5,12.84,75.95,5.51,31041.44,17812.5,17.39,7.52,9.58
900642,25078.75,2035.71,5.12,8910.88,59047.64,9566.24,42.89,6,657.07,3,5.69,99.97,58.46,13665.28,6381.47,10.7,6.69,4.11
900643,41822.23,3564.17,0.77,9027.11,34499.58,8341.22,39.71,4,773.69,1,7.22,95.56,56.11,8657.98,597.48,6.63,2.92,2.2
900644,80050.02,6630.21,6.25,15820.49,37136.29,6954.12,37.46,6,647.19,5,11.86,90.37,45.41,21958.87,12761.32,16.38,8.88,7.03
900645,76458.26,6152.04,1.42,12278.25,44734.36,6817.24,39.97,7,746.6,0,0.0,91.22,29.47,18229.28,11658.93,16.3,7.51,8.27
900646,15000.0,1265.72,-0.43,3508.36,71134.18,13309.8,44.26,3,310.73,12,14.22,64.61,69.54,609.35,2881.0,3.47,1.68,3.89
900647,44783.76,3718.55,3.49,3574.09,36581.06,10497.2,34.95,3,571.47,2,9.41,87.25,40.78,11554.85,11009.2,8.45,5.09,7.24
900648,93155.79,7689.11,5.0,20710.28,21303.36,4370.6,26.0,3,604.69,4,2.45,89.7,51.56,12275.5,4537.36,3.01,0.23,2.83
900649,60780.52,5010.86,2.05,8533.6,42311.05,8009.46,42.83,7,714.08,8,3.76,83.65,36.64,32586.47,19320.92,19.02,12.14,11.0
900650,87224.73,7207.19,5.09,19712.17,23228.74,3399.93,32.41,7,773.98,3,9.94,86.98,43.14,20296.2,18982.37,14.5,7.23,6.21
900651,56889.51,4694.79,2.01,12193.67,18916.22,6099.06,26.81,2,711.23,3,4.62,89.67,49.82,1795.61,0.0,0.5,0.2,4.53
900652,125323.41,10493.01,7.94,35984.07,0.0,2420.47,14.27,4,577.64,9,12.52,71.24,40.28,20279.31,11473.83,6.26,2.33,4.03
900653,67370.63,5650.4,7.59,11452.19,53191.79,4210.9,39.83,2,548.77,7,13.72,87.26,54.81,15022.18,4802.81,8.62,7.11,4.12
900654,69339.28,5759.81,4.48,25368.8,19225.31,2987.27,34.58,6,642.57,5,4.12,88.68,50.96,25024.67,10041.93,11.04,9.2,7.26
900655,42674.5,3578.71,-0.98,3903.95,65599.34,9180.88,47.06,8,470.93,8,15.55,74.56,67.51,24805.43,11948.68,11.55,7.29,9.75
900656,35994.98,2985.17,-1.04,10232.36,52764.54,11582.68,39.99,7,595.36,5,10.37,79.93,43.83,24609.36,18115.49,23.45,12.47,10.08
900657,31753.91,2657.1,-1.42,4626.57,65870.44,7126.31,40.62,4,520.25,8,7.13,80.81,66.56,7654.38,1096.26,8.89,5.51,7.0
900658,27470.44,2247.7,0.26,11293.47,46983.42,7536.61,41.7,8,671.59,7,5.82,84.39,53.47,19415.6,8418.04,19.18,10.77,10.04
900659,36152.43,3021.25,1.79,13484.9,47734.46,5199.63,30.45,5,626.41,6,10.11,86.34,41.55,10266.59,2395.46,9.38,3.91,0.4
900660,53207.51,4396.01,3.56,7799.97,50872.12,9195.63,34.52,3,567.76,5,9.33,85.62,48.25,9990.27,6500.21,5.93,2.85,1.51
900661,38656.72,3222.22,0.32,2595.13,56467.31,9625.03,40.69,4,616.04,6,9.24,91.53,45.45,9507.33,10482.1,11.25,8.12,6.32
900662,29361.75,2476.77,3.63,18337.18,55809.65,10234.85,32.74,3,737.34,0,1.16,97.27,45.51,14349.15,3365.43,2.64,3.58,0.0
900663,68139.1,5669.0,3.36,13585.62,32940.39,3919.3,28.3,6,566.68,8,5.03,85.38,41.86,19886.26,14893.47,12.17,6.61,12.85
900664,45232.93,3828.02,4.12,9663.66,48029.33,9713.77,26.53,6,788.62,0,0.0,100.0,46.02,6744.95,2331.55,4.63,1.02,1.36
900665,82537.78,6855.8,7.9,20298.43,24922.59,1024.37,20.73,5,598.93,7,10.53,80.9,43.06,19851.3,15139.19,7.4,3.78,5.31
900666,75404.62,6307.44,3.57,16481.37,15654.6,2282.15,18.34,4,659.16,6,10.73,82.15,23.03,17593.39,15140.11,7.47,4.53,7.2
900667,60270.83,5043.48,4.21,14876.67,43534.74,7850.49,34.47,6,503.5,9,6.36,78.32,46.1,24763.32,11537.67,9.17,4.79,4.61
900668,70910.8,6077.38,6.4,14092.8,33762.52,6996.77,36.35,5,567.47,8,10.05,80.99,33.36,13977.11,12905.05,12.0,5.19,0.0
900669,86202.62,7209.71,6.54,28426.34,17024.96,6254.87,20.06,5,676.67,5,15.84,82.11,40.29,38034.78,24038.71,20.44,9.83,13.6
900670,91699.62,7739.88,5.08,28345.53,24300.21,931.31,16.92,5,788.04,1,3.67,100.0,27.34,22087.12,11971.46,11.79,5.5,10.24
900671,129189.79,10668.01,12.07,35520.15,0.0,0.0,4.11,9,850.0,0,0.0,100.0,15.61,42523.55,27678.0,21.75,11.42,16.68
900672,116887.84,9705.25,3.49,27439.19,0.0,1418.43,24.14,6,683.87,1,8.05,83.13,29.99,15379.99,14723.56,8.38,5.35,7.74
900673,61178.12,5098.88,2.79,12227.07,41724.22,7551.81,29.77,3,426.51,9,18.71,72.96,72.75,18454.1,3062.15,7.17,2.76,1.54
900674,37091.71,3092.36,3.72,7093.08,42982.36,9490.37,43.47,5,774.94,6,8.59,84.75,47.69,19656.07,6199.5,12.24,5.81,8.68
900675,75440.65,6351.61,5.46,12751.01,54815.48,10756.7,38.23,8,765.34,0,6.21,100.0,41.33,33237.63,18789.76,23.0,12.48,16.43
900676,29531.34,2482.13,3.89,500.0,65796.75,8605.92,48.8,6,849.19,0,0.0,100.0,33.17,19436.98,13181.21,18.66,9.65,7.08
900677,52904.49,4409.08,1.07,12689.4,46173.14,7042.86,34.74,7,602.58,6,10.6,86.76,57.71,21321.87,9174.28,7.97,4.65,7.55
900678,63732.28,5167.5,-0.36,8422.07,52720.29,6145.88,36.98,4,504.41,3,8.07,80.27,71.76,16591.42,9067.26,11.91,7.66,8.33
900679,78777.06,6587.01,4.56,28508.09,11485.68,4214.09,18.57,6,837.16,3,3.91,96.6,27.67,19590.31,13974.61,4.52,3.91,8.04
900680,43218.38,3572.07,1.04,16791.51,55574.69,6853.63,35.72,4,688.82,0,1.06,89.81,36.74,14543.12,3170.16,9.18,3.98,3.7
900681,76062.16,6352.09,4.21,21311.5,15450.91,5357.52,26.37,4,606.56,9,10.1,82.21,39.66,23052.31,11990.77,5.47,5.99,7.22
900682,88377.85,7350.82,10.02,20508.74,17856.4,0.0,38.57,6,760.24,2,0.0,94.09,25.42,29619.61,12311.53,18.35,9.35,8.6
900683,50709.12,4243.2,-1.96,10592.29,42289.78,8447.72,33.27,8,708.96,3,4.19,91.95,46.99,22375.83,19121.87,19.26,9.12,14.77
900684,58429.94,4912.36,2.4,18246.59,39021.96,5995.49,31.88,7,490.81,4,13.36,83.68,51.7,23478.0,12316.02,21.67,9.2,10.19
900685,69593.04,5869.11,4.5,19476.39,28245.3,6755.36,38.01,7,850.0,0,4.91,100.0,38.54,25167.02,19031.04,18.19,11.22,9.35
900686,81445.29,6755.08,7.77,13298.75,26865.18,3402.27,30.82,6,746.04,2,0.0,95.69,38.16,16741.34,13971.55,11.95,9.15,9.61
900687,55603.85,4564.89,2.55,12469.52,42202.62,7000.69,35.04,4,535.7,5,7.11,84.1,41.35,7289.27,5840.89,5.0,1.34,6.09
900688,56981.79,4591.16,5.81,7487.76,65492.62,8478.84,34.91,5,602.54,4,11.67,84.78,68.89,15220.96,7814.04,11.43,6.62,8.02
900689,48753.01,4121.35,3.65,14487.38,43901.11,9028.64,42.38,6,702.23,1,3.37,92.21,43.0,17390.31,15016.2,12.48,7.64,11.92
900690,86898.69,7306.33,5.74,22354.82,19967.96,2504.53,34.06,6,588.55,4,7.07,85.97,45.08,11621.61,8227.23,6.69,2.05,3.37
900691,45495.61,3754.49,-0.37,7587.61,64267.89,10236.21,48.02,6,616.26,7,9.48,77.86,57.13,23136.41,13377.35,15.71,12.09,10.42
900692,29145.46,2392.98,2.31,5248.62,50868.51,10326.97,40.2,4,585.65,6,11.12,84.05,71.53,13568.78,9244.22,7.65,4.42,0.0
900693,64628.08,5318.72,2.55,13071.65,41592.77,10472.43,33.25,7,507.7,10,13.46,74.51,48.24,16493.6,11150.47,10.95,7.36,6.26
900694,123308.8,10145.94,7.81,23186.35,7864.83,3503.55,21.34,6,762.98,3,1.99,87.91,10.23,28805.98,21467.32,18.31,9.13,8.61
900695,109206.12,9032.61,7.36,16211.16,22256.61,2573.71,27.22,5,769.62,2,0.0,100.0,48.61,22289.59,16249.63,16.7,7.53,9.45
900696,63930.66,5283.42,3.02,10201.23,38378.92,7458.49,39.92,6,533.6,6,7.01,84.89,53.94,15644.29,3880.33,14.53,8.27,4.74
900697,72639.52,6108.97,7.23,25641.8,21178.83,3334.78,24.2,5,609.8,3,7.46,87.52,37.25,19255.68,10668.43,4.76,4.69,10.05
900698,95437.41,7838.96,9.59,24126.0,23571.83,3341.74,36.06,8,737.71,3,1.03,98.86,28.18,23884.93,17766.97,18.18,10.22,13.02
900699,15000.0,1259.22,-1.46,500.0,80569.41,11155.45,51.36,4,779.1,2,2.77,97.11,38.13,11860.05,7649.22,18.4,12.1,10.04
900700,84424.21,6993.22,3.2,8878.37,28350.59,6979.79,35.25,4,467.34,5,13.01,76.36,47.61,14142.42,5489.12,3.24,4.19,5.13
900701,87877.34,7323.92,4.11,12779.62,17074.59,5633.21,25.44,7,615.06,3,13.66,79.17,44.08,16549.74,10817.51,10.26,3.81,7.55
900702,98257.24,8289.22,6.93,19254.96,2130.51,4577.77,18.35,5,417.16,4,9.36,69.79,45.37,16345.19,4914.14,2.18,3.25,7.28
900703,85167.05,7189.94,6.1,23924.64,30564.29,4619.7,27.8,5,555.58,8,13.38,79.07,47.21,16770.48,12690.12,8.02,4.07,8.63
900704,84737.47,7013.65,4.24,24368.74,14696.84,6534.42,15.51,6,773.19,1,0.0,96.14,38.62,18862.72,12713.66,8.87,4.24,6.55
900705,15000.0,1252.43,-1.5,11341.38,70336.58,10746.47,46.24,4,538.11,5,12.32,84.2,54.89,12166.97,6047.18,12.27,5.87,4.14
900706,56660.22,4797.52,3.18,13723.69,33894.84,8657.17,37.35,4,530.48,11,12.77,77.07,66.77,8476.06,5996.3,3.75,7.2,1.94
900707,65541.52,5480.49,1.88,21078.96,30201.35,3755.89,23.9,4,792.15,0,0.0,100.0,38.12,21656.96,14226.73,13.86,5.17,8.24
900708,107321.62,8974.52,10.64,24441.12,2638.42,0.0,12.39,7,794.34,0,3.6,96.84,26.2,22642.45,16678.02,14.16,7.44,9.72
900709,44094.38,3654.88,3.15,10106.07,41411.82,5837.74,36.56,6,666.18,4,9.71,90.5,66.27,7948.32,7488.06,8.13,3.46,3.21
900710,83935.37,6979.46,9.26,22231.49,26567.7,4164.67,14.77,5,828.61,0,2.98,100.0,24.54,25002.89,12838.33,11.12,5.32,11.38
900711,96557.29,8050.38,3.44,20880.73,22447.93,6304.74,29.14,5,519.53,8,14.34,80.45,44.62,16023.61,9974.12,7.74,5.17,7.19
900712,94677.46,7959.84,3.48,26370.49,11718.56,4914.64,19.64,9,615.56,3,9.32,93.96,28.33,29584.09,24111.94,23.32,9.1,15.55
900713,83912.74,6920.67,4.82,23841.81,21698.28,5233.62,21.24,4,655.08,3,8.28,80.77,30.25,22758.98,12563.54,17.31,8.23,7.67
900714,100472.22,8327.24,6.43,26141.85,0.0,5724.2,29.27,8,592.58,6,6.65,90.26,60.96,16887.12,15590.78,9.56,5.91,5.06
900715,70721.28,5824.9,6.22,18788.23,26234.9,4326.02,27.63,5,570.54,4,7.01,77.85,42.2,14127.28,4576.63,9.27,4.35,5.54
900716,66328.39,5504.81,1.83,8713.41,68045.8,10137.31,41.27,7,659.15,2,8.19,78.4,53.52,22574.02,12813.04,25.59,10.32,12.44
900717,32388.66,2694.2,3.26,16916.91,68322.52,10719.49,41.5,5,653.66,9,8.72,87.35,62.17,23078.84,10634.12,15.74,9.54,7.61
900718,77262.66,6529.02,2.81,15520.19,28660.61,4716.45,28.68,6,410.32,8,10.79,76.69,28.28,22889.06,10402.55,10.14,7.45,5.23
900719,39974.95,3348.34,1.83,4138.92,54420.24,7519.42,45.56,5,637.41,0,0.0,94.21,48.53,15453.18,0.0,10.62,2.85,6.06
900720,111005.43,9160.51,6.76,27151.34,0.0,3323.3,13.06,5,700.21,5,0.89,84.75,44.09,16979.19,12482.2,9.39,4.59,6.28
900721,90701.06,7742.31,7.16,20279.74,31077.24,5986.32,17.09,6,605.4,3,7.23,84.97,56.37,25262.06,15577.87,16.66,5.87,8.17
900722,92955.53,7767.47,3.66,20769.35,19530.22,7814.63,25.44,6,715.08,6,1.13,87.13,38.17,20146.96,7797.4,14.03,7.18,8.35
900723,72727.19,6188.91,2.47,18642.42,38981.2,9099.96,39.64,6,564.92,9,10.78,81.43,53.38,23050.17,8900.46,19.06,6.7,7.93
900724,67061.66,5621.47,2.58,10051.15,36731.83,5600.92,36.87,6,642.61,4,7.99,81.17,49.14,21572.72,11332.83,17.25,7.81,8.38
900725,98965.49,8230.9,4.9,27760.2,33304.33,4968.78,20.77,6,850.0,0,0.0,100.0,1.0,22433.3,16250.88,9.97,9.83,14.98
900726,72833.14,6061.97,6.15,16439.2,29447.42,5769.66,29.81,7,674.24,4,9.75,87.22,55.26,31867.3,17778.18,16.09,9.19,9.53
900727,36080.98,2992.8,5.28,6213.25,57622.94,8143.69,28.91,5,497.04,5,11.61,76.53,56.97,12270.69,2299.46,3.77,5.07,4.11
900728,89761.22,7520.26,6.25,27927.28,18324.07,4321.85,21.87,5,659.66,4,4.9,92.89,31.97,9145.85,14540.61,9.66,5.66,7.24
900729,49915.45,4135.98,0.82,14390.22,29327.65,6704.07,38.71,4,692.13,4,2.7,89.8,30.0,20762.93,7007.39,0.5,1.0,4.49
900730,36862.73,3068.75,5.15,6852.92,29023.09,4686.97,31.21,3,599.82,2,11.7,79.18,40.3,8962.52,7620.64,3.77,3.55,2.4
900731,68721.54,5695.22,5.37,16711.1,40734.31,9449.22,38.81,6,568.98,7,8.71,76.12,46.98,27142.8,20491.21,15.94,9.31,10.21
900732,81539.73,6832.39,4.26,16743.9,26854.34,4391.04,31.96,8,850.0,0,0.0,100.0,22.71,27901.27,24512.96,21.81,13.24,12.61
900733,96425.11,7993.02,8.79,21978.46,24815.62,5832.29,15.63,8,803.27,0,3.91,100.0,23.54,27277.95,19990.78,13.47,9.35,13.85
900734,59214.09,4958.84,3.93,14998.67,52495.77,7793.52,28.57,8,721.64,5,0.93,89.54,41.41,24410.13,19789.35,14.07,8.4,9.57
900735,56863.25,4796.37,4.23,10380.14,52988.36,10388.34,35.42,6,603.52,6,8.43,77.76,59.29,18986.89,7029.96,9.26,5.56,2.56
900736,62914.99,5285.08,4.37,16762.16,39628.97,6132.14,34.99,5,755.89,4,0.0,100.0,41.1,21947.37,11152.56,8.28,8.34,9.76
900737,59208.18,4834.3,4.34,22885.34,32674.97,5306.3,23.32,3,668.3,5,6.61,91.72,48.8,10995.79,5237.67,0.5,1.26,2.73
900738,44925.0,3684.93,-1.35,10328.59,38125.09,5374.19,37.41,4,699.62,1,0.47,100.0,58.98,5427.48,2881.36,0.5,0.81,3.72
900739,37008.31,3064.01,-1.7,764.37,45783.15,7883.1,37.48,5,580.77,4,13.87,87.83,56.95,15524.4,908.57,12.93,7.99,9.0
900740,68272.18,5670.99,2.63,15210.33,40738.76,4447.08,38.23,6,517.09,3,10.88,89.21,46.46,18479.44,16505.45,21.08,10.6,8.53
900741,60673.4,5132.16,2.61,16494.32,24993.18,7212.66,33.14,4,665.74,4,9.31,89.63,43.65,13030.27,7074.38,4.75,3.34,8.46
900742,24782.9,2062.14,5.02,4427.4,49866.94,8347.9,37.23,1,702.47,5,8.9,88.18,66.89,9532.04,5914.4,7.35,4.04,3.5
900743,38952.98,3233.31,1.77,500.0,62101.39,9540.06,51.12,5,518.52,7,15.26,72.7,61.23,16925.56,3458.4,14.46,8.13,6.8
900744,46986.29,3886.29,1.8,5814.47,29820.22,7423.04,36.3,3,578.01,7,7.47,79.72,68.78,11443.78,4394.37,5.79,1.82,2.99
900745,59924.57,4947.55,-0.89,14821.62,53438.12,8053.83,33.94,6,353.23,11,12.93,69.2,43.59,9146.89,10348.24,11.13,4.94,6.02
900746,70354.63,5963.84,3.72,10995.73,27549.84,3342.15,27.82,4,820.58,0,3.17,94.0,37.01,13325.63,8276.18,8.84,4.18,3.4
900747,55816.17,4624.09,2.48,9335.33,54089.16,8844.57,49.72,4,534.95,6,13.98,80.49,66.75,15490.77,8262.07,12.14,7.81,5.32
900748,86068.27,7078.37,4.26,24006.81,32025.33,7574.7,33.49,7,535.26,7,19.33,69.02,60.33,27894.09,22919.14,15.87,7.08,10.32
900749,23041.72,1912.63,0.96,3831.88,71663.78,13019.18,50.51,6,494.65,7,12.98,68.2,68.87,18034.42,9812.4,15.56,8.24,10.06
900750,67185.95,5596.2,-1.02,19051.87,45694.97,7960.04,30.02,8,628.28,6,5.69,79.1,43.73,26279.44,16104.46,20.43,10.2,10.41
900751,78288.84,6497.27,6.8,18065.72,43269.75,7338.96,24.0,5,704.08,4,8.67,86.79,44.2,21837.56,13221.91,11.87,4.58,10.54
900752,119213.88,9902.17,4.35,26763.76,7514.73,2072.21,17.16,6,536.84,5,9.76,76.75,41.3,24582.83,14073.55,10.42,5.23,10.46
900753,83189.91,6857.79,7.26,20890.99,3698.52,5698.19,22.39,5,662.56,5,1.43,86.25,43.18,14836.99,13929.24,4.61,4.3,4.93
900754,15000.0,1247.97,2.79,3404.13,61778.73,11515.56,40.31,7,555.34,7,7.72,83.89,67.67,15514.79,6824.95,11.11,5.01,6.05
900755,78452.31,6589.03,6.25,12726.89,21650.56,8711.6,21.74,5,504.06,1,8.75,80.96,34.73,4002.55,9423.13,3.84,1.1,4.39
900756,38375.54,3178.16,2.23,14872.11,30279.57,4224.4,31.87,5,715.17,3,5.59,92.36,56.64,18874.75,10669.15,9.97,4.68,4.66
900757,65458.46,5412.44,3.52,22486.59,16898.53,7346.68,29.39,6,763.88,2,7.16,98.84,21.99,14116.54,6542.87,7.34,4.04,7.63
900758,86888.96,7294.77,4.3,22627.85,21159.14,5815.25,20.22,5,703.99,4,9.78,89.72,39.93,7817.64,14706.33,6.15,3.12,6.23
900759,70707.9,5933.53,0.68,9753.54,45887.44,7431.85,32.13,6,458.42,9,10.24,72.11,59.45,9559.09,4991.18,11.13,3.31,4.25
900760,41156.1,3482.44,-0.55,3905.77,47148.71,10504.9,44.45,7,641.64,4,11.33,81.42,48.82,19587.65,9217.69,15.65,11.03,8.26
900761,59775.58,4951.13,1.93,9913.11,31682.07,7213.55,42.54,7,724.66,5,1.89,97.66,22.89,20430.7,13006.42,14.0,7.61,11.63
900762,68098.93,5697.37,0.63,15492.85,35236.88,7179.04,30.33,5,509.2,5,9.29,77.78,42.14,16673.6,9093.22,13.28,5.55,6.52
900763,58379.67,4839.86,1.21,5107.62,36167.4,7337.99,32.28,2,654.19,1,7.17,85.54,47.95,16139.16,9462.12,8.59,3.26,4.25
900764,49688.29,4131.63,0.07,15493.1,56612.04,9375.14,43.88,5,546.81,5,10.5,77.63,65.23,11762.63,8383.34,10.99,7.88,3.64
900765,65558.81,5411.53,4.91,11909.7,47354.1,4869.59,28.28,6,698.82,1,8.99,96.62,50.97,18616.39,10171.03,16.65,9.37,10.27
900766,64197.26,5369.1,6.12,16063.79,33792.11,7959.95,30.76,5,677.85,1,5.53,100.0,31.08,19174.35,15833.25,11.33,7.49,8.05
900767,49674.75,4127.77,2.81,21699.83,42808.41,5812.5,31.29,7,704.72,6,2.57,96.88,55.65,27753.86,12211.1,12.19,7.0,6.54
900768,106831.69,8839.41,7.91,19204.24,22788.65,7248.39,22.12,3,681.99,3,6.66,93.81,45.17,15048.26,15955.32,4.48,4.73,7.33
900769,108321.01,9059.96,7.62,26315.27,23702.35,4742.53,23.91,6,724.93,7,0.33,90.83,38.05,30594.84,20626.58,14.26,7.87,11.44
900770,55743.43,4625.71,2.38,14439.89,51464.75,6812.28,47.72,5,611.39,7,8.97,80.69,45.96,3250.19,7250.04,9.63,4.41,9.28
900771,31442.57,2628.63,-0.09,7646.1,52309.55,5477.23,45.42,5,571.25,7,0.95,92.66,38.9,13412.56,1942.75,3.97,6.48,3.72
900772,69349.23,5756.91,6.59,14497.09,28552.78,8166.12,30.55,5,649.93,1,4.27,93.88,37.45,18782.48,9277.81,12.04,5.5,8.99
900773,53463.34,4505.49,0.08,13280.34,32638.53,8764.2,43.01,4,710.16,3,1.99,90.54,35.01,20701.26,13482.41,16.92,10.94,7.28
900774,96603.39,8137.34,6.11,21641.77,18793.63,6426.84,21.52,7,606.88,1,4.39,86.18,49.76,29559.18,16356.09,14.42,12.28,6.39
900775,76855.19,6399.26,7.11,12592.55,31651.22,8601.09,38.5,5,697.39,3,4.64,88.17,40.41,16394.74,7050.34,11.82,5.78,8.09
900776,88334.57,7390.43,3.96,17379.3,19520.06,7731.72,32.02,5,610.23,8,9.2,83.29,53.47,15613.21,12716.64,14.23,4.23,6.78
900777,15000.0,1252.02,0.21,500.0,80881.54,11869.88,55.14,3,388.35,8,18.56,58.98,59.75,4576.65,0.0,3.02,3.92,6.22
900778,73201.8,6206.91,1.47,11859.55,36501.41,9385.11,36.32,5,630.9,8,10.85,83.98,40.87,25247.44,4801.4,12.99,4.26,5.74
900779,97599.28,8073.04,2.74,19612.76,20651.16,5235.66,29.74,6,428.38,11,16.09,65.59,65.51,19966.71,10508.35,12.31,7.78,5.3
900780,26930.37,2269.5,3.04,12729.39,59534.3,8276.78,34.97,6,768.93,0,0.0,100.0,48.67,16797.48,8652.46,11.6,8.17,8.42
900781,77159.85,6481.04,4.43,16434.97,32689.15,7662.34,28.02,6,721.05,2,2.35,92.95,45.15,18815.78,14992.19,14.76,8.47,7.98
900782,100263.84,8287.34,8.24,24479.59,19627.93,5489.01,32.92,7,588.48,4,6.84,84.25,35.07,20310.11,10466.03,7.24,3.25,9.38
900783,62534.94,5254.22,1.03,19190.43,31986.65,9216.13,31.03,8,603.7,5,13.53,80.39,45.4,25425.05,14638.58,10.93,10.67,11.59
900784,66418.67,5540.7,-0.79,2782.37,74201.72,12214.32,54.69,8,618.46,7,10.08,75.4,62.07,27629.12,13460.43,25.78,13.79,11.04
900785,74098.8,6198.82,5.93,20833.4,48560.66,4700.07,26.93,6,754.64,3,4.79,93.7,33.47,26951.45,17652.31,12.4,9.6,13.84
