Applicant_ID,Age,Annual_Income,Loan_Amount,Credit_Score,Employment_Years,Num_Dependents,Existing_Loans,Home_Ownership,Purpose,Default
701152,47,65476.59,5159.94,523,16.0,1,0,Rent,Debt_Consolidation,0
701153,59,27108.67,8668.72,611,5.0,3,3,Mortgage,Debt_Consolidation,0
701154,54,74716.34,18354.19,583,8.7,1,2,Rent,Debt_Consolidation,1
701155,60,49430.5,18989.52,694,7.4,2,1,Rent,Auto,0
701156,64,42228.91,23289.6,644,9.2,1,3,Rent,Other,0
701157,57,45672.06,27492.62,606,10.1,3,2,Rent,Debt_Consolidation,1
701158,57,47020.21,25884.17,655,7.8,4,0,Own,Debt_Consolidation,0
701159,24,97530.53,20050.9,505,2.8,0,2,Mortgage,Auto,0
701160,63,35629.02,19428.75,559,9.9,1,2,Own,Home_Improvement,1
701161,24,48477.69,14022.63,703,9.7,3,0,Own,Other,0
701162,49,89575.47,28304.61,813,5.9,1,2,Rent,Home_Improvement,0
701163,65,93644.33,8764.65,594,17.2,4,0,Rent,Medical,0
701164,54,34770.45,8159.75,764,2.7,2,3,Own,Debt_Consolidation,0
701165,53,106969.95,19417.18,627,4.6,0,1,Own,Debt_Consolidation,0
701166,47,84143.82,1807.24,754,7.3,3,0,Rent,Debt_Consolidation,0
701167,33,22811.29,12871.26,538,9.9,3,2,Own,Other,1
701168,24,100862.55,1000.0,670,5.5,3,0,Mortgage,Debt_Consolidation,0
701169,49,22949.64,7502.27,753,6.5,1,1,Mortgage,Debt_Consolidation,1
701170,23,74178.73,50775.15,540,5.3,2,3,Own,Home_Improvement,1
701171,44,30694.61,1000.0,648,7.3,2,3,Mortgage,Debt_Consolidation,0
701172,55,15757.31,25839.77,561,7.9,2,3,Mortgage,Auto,1
701173,28,78240.69,10094.69,619,3.6,4,0,Rent,Home_Improvement,0
701174,30,68055.8,4616.3,679,15.5,4,0,Mortgage,Debt_Consolidation,0
701175,61,56067.66,1197.61,617,6.2,0,0,Own,Medical,0
701176,56,62582.28,22031.96,587,8.1,2,1,Mortgage,Debt_Consolidation,1
701177,53,55597.0,12205.24,662,0.0,3,0,Own,Home_Improvement,0
701178,41,51880.29,16092.54,579,12.8,3,2,Mortgage,Auto,0
701179,63,32620.3,32361.37,613,12.8,3,0,Own,Debt_Consolidation,1
701180,21,71905.63,2426.14,578,12.6,3,0,Rent,Home_Improvement,0
701181,32,58557.41,1000.0,666,9.2,1,2,Own,Debt_Consolidation,0
701182,46,52229.64,17276.35,573,10.6,4,1,Rent,Home_Improvement,0
701183,22,44517.43,29585.63,561,9.6,0,2,Own,Debt_Consolidation,1
701184,40,51352.44,17597.32,558,5.4,0,3,Mortgage,Other,1
701185,44,21936.33,29936.48,539,15.9,4,2,Rent,Home_Improvement,1
701186,24,50673.06,27294.21,681,5.5,2,0,Mortgage,Home_Improvement,1
701187,28,34602.11,19496.16,732,0.3,1,1,Mortgage,Auto,0
701188,32,88590.48,8555.62,631,4.8,3,1,Own,Home_Improvement,0
701189,64,35372.31,17552.68,536,0.6,2,2,Own,Debt_Consolidation,1
701190,34,47310.94,27498.98,502,9.9,3,3,Mortgage,Home_Improvement,1
701191,50,58406.14,21135.77,603,13.3,1,3,Rent,Auto,0
701192,36,76954.25,16046.41,607,0.6,4,3,Rent,Auto,0
701193,34,68999.97,20001.22,646,0.0,3,1,Mortgage,Debt_Consolidation,0
701194,52,58402.29,16095.47,638,15.1,2,0,Own,Home_Improvement,0
701195,57,109441.46,24390.35,694,4.2,1,0,Mortgage,Debt_Consolidation,0
701196,28,57637.68,13947.16,572,4.0,4,3,Own,Home_Improvement,0
701197,28,65718.42,32496.45,820,12.2,1,3,Mortgage,Auto,0
701198,40,123075.38,20227.13,553,9.5,1,0,Mortgage,Debt_Consolidation,0
701199,42,36848.19,18147.64,616,3.3,2,0,Rent,Medical,1
701200,48,80963.33,1000.0,629,5.9,3,3,Rent,Debt_Consolidation,0
701201,51,68597.96,1000.0,574,7.5,0,1,Own,Auto,0
701202,63,26688.21,14513.04,452,2.2,4,1,Own,Debt_Consolidation,1
701203,61,43200.88,11836.81,741,5.9,2,3,Mortgage,Debt_Consolidation,0
701204,26,77876.66,35437.3,850,10.2,2,3,Mortgage,Debt_Consolidation,0
701205,30,23495.0,8896.74,747,5.6,4,1,Own,Other,0
701206,24,53615.19,6658.42,483,7.8,1,2,Rent,Home_Improvement,0
701207,63,80242.18,24141.91,648,7.6,4,2,Mortgage,Other,0
701208,29,52371.64,1000.0,623,2.7,2,3,Rent,Home_Improvement,0
701209,49,64387.99,16982.04,754,8.2,0,3,Rent,Auto,0
701210,30,42109.0,3237.9,658,0.2,3,2,Rent,Debt_Consolidation,1
701211,30,43155.67,1000.0,628,8.9,0,0,Own,Other,0
701212,28,43376.82,1000.0,575,5.9,0,2,Rent,Home_Improvement,0
701213,63,49650.59,14488.94,684,2.2,0,3,Mortgage,Debt_Consolidation,0
701214,24,73062.13,15827.3,614,5.1,3,2,Rent,Home_Improvement,1
701215,60,59833.05,13263.39,672,0.0,3,1,Rent,Debt_Consolidation,0
701216,30,104957.15,6712.44,682,4.6,2,0,Mortgage,Auto,0
701217,22,71134.98,16312.58,650,8.2,3,1,Mortgage,Debt_Consolidation,1
701218,31,64625.08,18528.75,642,10.7,4,1,Rent,Other,0
701219,36,111531.8,16303.06,617,8.8,4,3,Rent,Debt_Consolidation,0
701220,42,55398.53,31897.1,640,3.8,1,3,Rent,Home_Improvement,1
701221,47,38787.79,25341.83,524,10.9,3,1,Rent,Other,1
701222,50,61654.2,6489.24,451,8.6,3,1,Rent,Auto,0
701223,46,32049.03,9170.4,626,11.6,3,2,Mortgage,Home_Improvement,1
701224,37,70303.7,6303.0,707,0.0,2,3,Rent,Debt_Consolidation,0
701225,35,90510.13,17096.13,606,13.3,2,0,Mortgage,Debt_Consolidation,0
701226,28,73198.24,25884.29,575,4.3,3,3,Own,Debt_Consolidation,1
701227,39,48265.22,31291.71,650,5.8,3,3,Own,Auto,0
701228,25,54562.13,17341.2,552,6.9,2,2,Rent,Medical,1
701229,41,69517.54,9611.16,553,2.0,4,2,Rent,Auto,0
701230,32,86112.27,5073.22,606,11.6,2,1,Mortgage,Home_Improvement,0
701231,49,48484.77,1000.0,653,12.4,3,3,Own,Other,0
701232,28,48116.72,32834.65,642,5.9,3,2,Mortgage,Debt_Consolidation,1
701233,47,83905.86,12269.28,759,4.9,2,3,Mortgage,Other,0
701234,42,63236.86,10668.21,615,2.3,3,0,Own,Auto,0
701235,41,66236.43,33933.83,511,5.1,0,1,Mortgage,Debt_Consolidation,1
701236,60,69546.25,9417.91,551,8.1,0,2,Rent,Auto,0
701237,39,39614.69,14843.22,585,12.8,4,2,Rent,Debt_Consolidation,1
701238,53,54519.05,20044.55,624,11.5,2,0,Own,Medical,1
701239,25,83352.08,1000.0,533,4.6,3,3,Mortgage,Home_Improvement,0
701240,30,54315.19,2407.04,691,10.4,3,3,Rent,Auto,0
701241,47,53344.81,48169.86,689,2.4,4,0,Mortgage,Home_Improvement,1
701242,22,65198.28,19495.55,572,8.8,2,3,Mortgage,Auto,0
701243,64,67353.29,1000.0,748,6.3,0,0,Mortgage,Home_Improvement,0
701244,24,118635.45,10144.3,632,7.1,3,1,Mortgage,Other,0
701245,51,38814.69,14909.9,559,5.4,2,3,Rent,Other,1
701246,40,61449.49,21933.9,596,2.5,0,1,Rent,Home_Improvement,1
701247,56,106152.45,14970.91,581,4.0,3,2,Mortgage,Home_Improvement,0
701248,37,58933.37,4250.89,735,7.8,4,1,Mortgage,Auto,0
701249,64,67165.55,15960.09,589,4.3,4,1,Mortgage,Debt_Consolidation,0
701250,51,23481.41,27038.33,755,9.3,0,0,Mortgage,Medical,1
701251,23,81329.09,10015.2,680,0.5,1,2,Rent,Auto,0
701252,24,78903.23,4532.76,641,7.3,4,0,Own,Home_Improvement,0
701253,34,77694.22,5104.01,690,13.5,1,0,Mortgage,Auto,0
701254,32,53836.36,1000.0,626,8.8,2,0,Mortgage,Home_Improvement,0
701255,60,66971.13,28322.64,608,3.9,2,3,Mortgage,Other,0
701256,51,56555.57,19267.49,532,9.3,4,3,Rent,Other,0
701257,56,78424.93,15094.16,731,14.8,1,0,Own,Home_Improvement,0
701258,46,57849.09,17693.79,850,10.9,3,1,Mortgage,Auto,0
701259,27,76906.03,28444.23,556,11.6,4,2,Rent,Home_Improvement,1
701260,44,26330.45,12263.44,649,16.9,1,0,Rent,Auto,1
701261,51,50343.87,2814.62,811,7.7,2,3,Mortgage,Debt_Consolidation,0
701262,61,14000.0,26847.84,823,7.3,0,1,Rent,Debt_Consolidation,1
701263,38,54648.52,1000.0,795,11.1,0,2,Own,Debt_Consolidation,0
701264,26,76552.88,12448.99,643,5.5,1,1,Mortgage,Home_Improvement,0
701265,33,52025.73,27643.36,773,9.7,2,1,Rent,Home_Improvement,1
701266,29,114187.95,31284.04,657,5.9,3,3,Own,Other,1
701267,35,34517.75,15291.43,559,14.7,2,0,Mortgage,Other,1
701268,46,50111.76,15184.66,680,1.1,4,3,Rent,Auto,0
701269,49,36135.6,14768.69,691,10.0,3,2,Own,Home_Improvement,0
701270,46,46190.19,13366.77,785,5.2,2,3,Own,Debt_Consolidation,0
701271,21,46974.81,14886.93,600,10.0,1,3,Rent,Home_Improvement,1
701272,65,23030.03,29857.25,572,13.2,1,0,Mortgage,Debt_Consolidation,1
701273,33,34829.8,20907.21,683,3.7,0,2,Mortgage,Home_Improvement,1
701274,64,106538.24,33084.75,705,5.4,4,1,Rent,Other,0
701275,22,51910.63,21685.03,803,9.5,1,1,Rent,Home_Improvement,0
701276,47,79887.44,12414.28,684,11.7,3,3,Mortgage,Auto,0
701277,52,27864.13,13378.25,607,0.7,1,2,Mortgage,Other,1
701278,55,55375.51,37781.35,654,7.1,4,3,Mortgage,Auto,1
701279,58,70933.93,9971.63,850,8.5,0,3,Own,Other,0
701280,52,54030.21,26331.94,479,3.3,2,1,Rent,Other,1
701281,30,45909.61,6526.57,649,0.0,4,1,Own,Auto,0
701282,26,53645.29,21535.53,806,11.8,2,2,Own,Debt_Consolidation,0
701283,50,58803.59,12535.16,666,13.5,1,3,Rent,Auto,0
701284,48,77971.53,11735.92,571,6.6,4,0,Rent,Home_Improvement,0
701285,42,86863.04,7479.69,599,6.3,4,1,Rent,Debt_Consolidation,0
701286,34,26659.88,8586.5,723,5.4,2,3,Rent,Home_Improvement,0
701287,26,14000.0,17607.3,564,0.1,1,2,Rent,Auto,1
701288,37,53503.05,29781.75,674,0.0,0,1,Rent,Debt_Consolidation,1
701289,36,58181.0,19927.61,655,6.8,1,0,Own,Other,0
701290,28,75167.44,7196.29,710,11.8,2,2,Rent,Medical,0
701291,22,83529.38,20471.53,723,10.3,4,3,Mortgage,Other,0
701292,21,42222.99,1000.0,725,1.7,3,0,Mortgage,Other,0
701293,49,107235.03,15203.25,675,12.7,1,3,Rent,Debt_Consolidation,0
701294,59,64210.36,38456.26,717,5.2,2,0,Rent,Debt_Consolidation,1
701295,50,15917.7,1000.0,645,16.6,3,1,Own,Home_Improvement,0
701296,53,80971.11,12750.44,571,4.1,1,3,Rent,Debt_Consolidation,0
701297,34,64695.79,25869.73,642,3.0,2,1,Rent,Debt_Consolidation,1
701298,54,64918.71,34837.34,702,10.9,0,2,Rent,Debt_Consolidation,0
701299,55,20104.45,28544.42,737,0.4,1,0,Rent,Other,1
701300,33,50828.86,11649.34,818,7.2,1,3,Rent,Medical,0
701301,21,61868.44,32574.3,620,8.3,0,0,Rent,Auto,0
701302,39,54395.94,31867.88,561,11.1,0,2,Rent,Debt_Consolidation,1
701303,60,74461.05,12767.22,560,17.1,2,1,Own,Medical,0
701304,28,88048.2,16954.72,671,6.6,3,2,Rent,Debt_Consolidation,0
701305,32,94438.98,7157.19,471,11.1,0,3,Rent,Other,0
701306,48,87928.34,13067.02,524,13.3,3,1,Mortgage,Auto,0
701307,32,54552.95,29958.29,672,4.0,1,0,Mortgage,Debt_Consolidation,0
701308,58,99086.5,4465.43,677,6.8,2,2,Mortgage,Other,0
701309,40,64314.6,28113.95,513,13.1,2,3,Mortgage,Medical,1
701310,56,78474.46,19685.04,706,7.2,1,1,Rent,Auto,0
701311,29,52283.79,19918.41,657,9.4,0,1,Mortgage,Debt_Consolidation,1
701312,63,24814.57,10222.87,717,14.3,3,2,Mortgage,Auto,0
701313,36,14000.0,23824.01,745,2.5,1,1,Mortgage,Medical,1
701314,32,62522.2,14815.06,638,1.5,4,1,Mortgage,Auto,0
701315,40,41928.48,14278.21,653,17.2,4,3,Mortgage,Other,0
701316,52,57925.29,1000.0,694,9.2,0,0,Own,Other,0
701317,34,79408.61,16442.96,556,12.4,4,3,Mortgage,Auto,0
701318,26,21610.41,12344.54,699,12.9,0,3,Rent,Debt_Consolidation,0
701319,56,16038.85,24755.99,512,11.4,4,1,Own,Debt_Consolidation,1
701320,45,64286.05,17426.61,750,10.4,2,0,Rent,Medical,1
701321,62,66797.79,15313.1,700,1.9,4,1,Mortgage,Other,0
701322,25,51577.78,10826.21,591,8.5,3,2,Own,Auto,0
701323,55,45561.62,9989.99,651,0.0,4,0,Mortgage,Auto,0
701324,45,20095.57,8794.72,602,2.9,1,1,Own,Auto,1
701325,55,56028.93,23046.92,684,19.1,1,1,Mortgage,Home_Improvement,0
701326,45,40359.38,1412.91,764,3.0,0,0,Mortgage,Other,0
701327,24,68379.55,1247.16,630,12.8,4,1,Rent,Auto,0
701328,36,80679.07,18569.33,676,9.1,1,1,Rent,Home_Improvement,1
701329,41,44802.87,30314.64,761,6.3,4,3,Mortgage,Home_Improvement,1
701330,36,67999.14,19244.83,644,9.7,0,3,Mortgage,Auto,1
701331,35,62493.44,14142.39,736,14.0,0,0,Own,Other,0
701332,53,74774.98,37131.19,585,2.5,1,2,Mortgage,Debt_Consolidation,1
701333,25,94656.17,19090.27,630,11.0,0,0,Own,Debt_Consolidation,1
701334,42,73830.65,10176.72,725,7.1,2,1,Rent,Auto,0
701335,64,75022.19,17615.39,761,5.7,3,2,Mortgage,Other,0
701336,39,77031.93,25987.57,543,8.0,0,2,Mortgage,Debt_Consolidation,0
701337,22,47910.61,12018.29,644,14.0,2,2,Mortgage,Other,0
701338,26,57915.81,23870.99,771,10.6,0,2,Own,Home_Improvement,0
701339,63,66314.17,12360.79,686,14.2,4,1,Mortgage,Debt_Consolidation,0
701340,33,87634.68,17237.6,582,9.0,3,1,Own,Home_Improvement,1
701341,33,88950.01,18887.67,686,13.0,3,0,Rent,Home_Improvement,0
701342,59,112286.74,1000.0,606,12.1,4,0,Rent,Auto,0
701343,32,32026.64,28086.91,770,4.0,4,0,Mortgage,Auto,1
701344,64,57092.8,21542.1,581,5.1,1,2,Mortgage,Home_Improvement,1
701345,26,16875.79,20026.87,559,6.1,0,1,Own,Auto,1
701346,37,45254.75,17379.31,663,7.8,4,3,Rent,Home_Improvement,0
701347,42,18847.29,13090.92,651,15.4,4,0,Rent,Auto,1
701348,60,85922.04,28999.71,650,8.2,4,3,Mortgage,Debt_Consolidation,0
701349,47,76093.13,15448.11,573,8.9,3,1,Mortgage,Medical,0
701350,60,32440.48,24076.99,717,13.7,3,0,Mortgage,Medical,0
701351,63,66083.26,1000.0,637,3.4,4,0,Mortgage,Other,0
701352,30,75685.85,35168.86,553,9.9,4,1,Mortgage,Debt_Consolidation,1
701353,54,99566.36,17474.56,850,3.2,1,3,Own,Home_Improvement,0
701354,33,77868.91,18206.11,700,9.4,0,2,Own,Home_Improvement,0
701355,63,61091.66,5068.67,606,4.7,2,0,Rent,Medical,0
701356,52,55886.51,6266.77,731,0.0,0,1,Mortgage,Debt_Consolidation,0
701357,43,73009.66,19389.64,569,4.2,2,0,Rent,Home_Improvement,0
701358,34,65335.21,1000.0,760,7.1,2,0,Rent,Home_Improvement,0
701359,49,46665.41,27672.28,779,10.1,4,2,Rent,Other,0
701360,63,28967.3,7535.33,720,0.0,2,1,Own,Medical,0
701361,26,83248.85,6960.37,741,0.0,1,1,Rent,Debt_Consolidation,0
701362,37,40878.63,15241.75,755,9.7,4,3,Mortgage,Other,0
701363,58,51628.38,33935.52,842,8.8,1,2,Mortgage,Home_Improvement,0
701364,53,77150.57,17096.89,850,1.0,2,3,Mortgage,Auto,0
701365,46,56744.03,25862.29,450,11.4,0,1,Rent,Home_Improvement,1
701366,52,85122.17,2246.8,722,16.2,2,0,Rent,Home_Improvement,0
701367,38,31305.54,8812.47,656,10.4,2,1,Rent,Home_Improvement,0
701368,30,76258.67,23646.33,822,6.6,3,1,Rent,Auto,0
701369,36,26368.73,3271.15,680,12.5,2,3,Own,Home_Improvement,0
701370,59,22241.79,1000.0,710,0.0,4,2,Mortgage,Auto,0
701371,30,33193.03,7775.84,628,7.7,1,0,Mortgage,Medical,0
701372,35,60881.93,10967.08,764,12.4,3,1,Rent,Other,0
701373,24,41955.67,12479.68,732,12.0,2,2,Own,Debt_Consolidation,0
701374,25,25145.01,21875.7,674,8.5,0,1,Mortgage,Auto,1
701375,47,86729.93,21126.83,824,4.2,4,0,Rent,Medical,1
701376,23,35109.21,10344.52,848,11.4,0,0,Own,Other,0
701377,56,55372.35,20341.13,711,5.6,3,3,Own,Home_Improvement,0
701378,41,64139.85,13517.36,653,8.7,4,3,Own,Auto,0
701379,48,46734.81,15946.09,606,0.0,0,3,Mortgage,Home_Improvement,0
701380,49,66718.21,5227.93,850,7.5,3,0,Own,Debt_Consolidation,0
701381,65,72837.31,21427.98,588,7.5,2,3,Mortgage,Auto,0
701382,33,55645.48,11467.98,701,6.2,1,0,Mortgage,Medical,0
701383,33,82897.34,27183.25,594,3.3,0,1,Own,Auto,0
701384,58,43932.38,1000.0,591,11.7,3,0,Own,Debt_Consolidation,0
701385,46,32787.9,26207.42,588,13.8,2,3,Rent,Auto,1
701386,33,62928.07,3152.86,799,10.5,1,2,Rent,Other,0
701387,22,34960.92,19277.39,624,5.0,4,2,Mortgage,Other,1
701388,59,67065.22,3809.68,505,0.0,4,3,Rent,Auto,0
701389,29,55631.66,5796.85,565,9.2,2,2,Mortgage,Auto,0
701390,22,46882.46,22097.83,530,6.3,3,2,Mortgage,Debt_Consolidation,1
701391,64,71879.94,1000.0,619,2.3,0,1,Mortgage,Home_Improvement,0
701392,32,70842.35,24210.4,609,8.5,4,3,Own,Debt_Consolidation,0
701393,22,14000.0,36169.77,792,0.4,3,2,Mortgage,Debt_Consolidation,1
701394,28,50425.34,22163.41,573,17.1,4,3,Mortgage,Debt_Consolidation,1
701395,38,61372.26,1000.0,552,0.0,3,3,Rent,Debt_Consolidation,0
701396,41,69722.44,21505.8,676,9.5,4,1,Mortgage,Debt_Consolidation,0
701397,43,45015.3,14087.12,828,15.0,4,0,Rent,Debt_Consolidation,0
701398,36,30624.29,16823.06,624,10.1,4,1,Own,Home_Improvement,0
701399,50,61003.81,14970.74,591,6.8,0,0,Rent,Other,0
701400,38,74301.34,25904.65,783,14.1,2,2,Rent,Debt_Consolidation,0
701401,38,14000.0,32303.24,504,1.4,0,2,Own,Medical,1
701402,59,22145.86,18596.6,653,0.7,1,2,Rent,Auto,1
701403,43,43994.16,29574.74,617,5.4,3,2,Mortgage,Debt_Consolidation,0
701404,47,14000.0,10549.06,714,3.4,4,2,Rent,Medical,1
701405,34,43749.06,39280.2,698,5.6,1,2,Rent,Debt_Consolidation,1
701406,48,77652.96,5878.82,641,7.1,4,1,Rent,Medical,0
701407,50,32596.2,4540.62,623,0.0,4,1,Rent,Debt_Consolidation,0
701408,38,61309.81,11777.31,659,4.4,0,0,Rent,Medical,0
701409,41,36791.92,23717.43,626,11.3,0,1,Rent,Debt_Consolidation,1
701410,57,68100.66,25498.69,606,17.7,3,0,Own,Home_Improvement,0
701411,34,73527.0,1000.0,659,13.7,2,3,Own,Home_Improvement,0
701412,43,89151.62,17995.19,671,4.9,2,0,Own,Home_Improvement,0
701413,24,59782.77,19651.79,809,12.4,0,1,Mortgage,Home_Improvement,0
701414,54,83132.68,41321.55,693,4.5,2,0,Mortgage,Home_Improvement,0
701415,28,67563.22,12670.19,574,0.0,2,2,Own,Home_Improvement,0
701416,62,46659.38,1635.66,678,11.1,2,3,Mortgage,Medical,0
701417,37,93242.19,1000.0,594,5.9,2,3,Rent,Auto,0
701418,48,43667.73,13701.75,815,7.8,3,0,Mortgage,Home_Improvement,0
701419,53,62031.76,20860.03,688,7.4,2,0,Rent,Other,0
701420,40,116510.75,17984.61,600,0.1,4,2,Own,Other,0
701421,29,78758.45,14920.27,568,9.0,4,2,Mortgage,Debt_Consolidation,0
701422,32,38300.6,7799.48,717,12.9,3,1,Mortgage,Debt_Consolidation,0
701423,50,65030.91,15331.88,578,8.3,1,1,Rent,Auto,0
701424,62,44746.84,16110.89,544,4.6,3,3,Mortgage,Home_Improvement,1
701425,60,54515.25,41161.93,645,0.0,0,1,Rent,Auto,1
701426,55,21962.67,14824.61,577,5.9,3,0,Mortgage,Auto,1
701427,58,63191.52,4766.78,653,4.6,4,3,Own,Debt_Consolidation,0
701428,56,20833.49,11140.0,681,6.6,2,1,Own,Debt_Consolidation,0
701429,36,66811.68,13367.99,815,5.5,0,0,Rent,Home_Improvement,0
701430,30,66902.07,1000.0,784,4.7,2,2,Mortgage,Medical,0
701431,60,78201.81,15238.46,770,6.9,3,0,Mortgage,Other,0
701432,40,111275.67,17316.96,590,1.0,3,2,Rent,Debt_Consolidation,0
701433,49,18339.61,16978.73,703,0.0,4,3,Own,Debt_Consolidation,1
701434,60,29371.1,5427.66,569,3.9,4,0,Mortgage,Auto,0
701435,57,34073.85,12864.92,608,1.8,0,0,Mortgage,Home_Improvement,1
701436,32,44373.13,18343.68,602,8.5,0,0,Mortgage,Auto,0
701437,63,79017.52,23877.45,546,12.6,3,3,Rent,Home_Improvement,1
701438,57,49896.35,18564.39,474,9.6,4,2,Rent,Debt_Consolidation,1
701439,21,43932.69,2348.82,732,4.9,3,2,Own,Home_Improvement,0
701440,45,30920.59,22560.6,658,5.1,2,1,Own,Auto,1
701441,21,42861.11,31226.38,579,9.4,0,3,Rent,Home_Improvement,1
701442,30,47436.06,13138.49,677,9.4,3,1,Own,Auto,0
701443,49,55435.69,1000.0,629,10.6,3,0,Mortgage,Debt_Consolidation,0
701444,37,23639.14,24229.23,720,2.7,0,2,Rent,Auto,1
701445,48,56094.34,26324.63,619,10.1,1,2,Own,Home_Improvement,1
701446,24,71488.53,16100.17,699,17.6,0,2,Own,Medical,1
701447,26,66252.32,11759.0,439,13.0,4,3,Rent,Debt_Consolidation,1
701448,51,28064.08,27507.53,827,11.7,0,0,Rent,Medical,1
701449,30,77572.04,24333.27,718,6.8,0,0,Mortgage,Home_Improvement,0
701450,53,77176.17,16003.02,595,5.7,4,3,Own,Other,1
701451,31,65084.32,14477.46,543,8.4,2,3,Rent,Auto,0
701452,22,28534.78,18144.83,447,3.3,4,2,Rent,Home_Improvement,1
701453,22,22666.26,26598.27,607,2.2,0,3,Rent,Other,1
701454,34,58884.41,17595.34,588,9.5,1,1,Mortgage,Debt_Consolidation,1
701455,22,33309.32,4360.45,621,0.0,4,2,Mortgage,Debt_Consolidation,0
701456,55,25899.19,10000.56,621,7.7,2,3,Mortgage,Auto,0
701457,23,79305.54,17778.25,655,12.4,3,1,Own,Other,0
701458,30,79784.88,20043.69,481,2.4,0,3,Rent,Debt_Consolidation,0
701459,49,73327.22,10418.83,483,6.5,2,1,Rent,Debt_Consolidation,0
701460,45,89322.04,23690.63,727,3.4,3,1,Own,Auto,0
701461,47,79556.76,9792.11,646,16.1,4,3,Mortgage,Other,0
701462,57,30205.42,25948.14,759,6.9,0,3,Own,Home_Improvement,0
701463,50,85415.5,33058.18,536,11.1,2,0,Mortgage,Debt_Consolidation,1
701464,46,60820.81,24413.8,615,3.2,4,2,Mortgage,Debt_Consolidation,1
701465,33,68547.46,17030.23,539,7.3,2,0,Rent,Debt_Consolidation,0
701466,26,95520.48,21845.47,850,1.7,4,0,Rent,Debt_Consolidation,0
701467,64,68554.08,1000.0,481,4.3,3,1,Own,Home_Improvement,0
701468,61,95687.69,30549.16,549,1.5,2,2,Own,Other,1
701469,50,59318.18,7005.27,687,0.8,4,1,Mortgage,Auto,0
701470,54,48822.31,5617.38,746,9.7,4,0,Own,Home_Improvement,0
701471,43,41026.22,11238.68,459,9.6,0,2,Own,Debt_Consolidation,1
701472,46,54713.92,5481.36,562,6.4,1,0,Rent,Debt_Consolidation,0
701473,52,17643.98,14831.29,441,7.6,4,1,Own,Home_Improvement,1
701474,35,56466.15,11950.28,728,8.0,4,3,Rent,Home_Improvement,1
701475,41,55065.49,14140.13,704,9.1,4,2,Own,Auto,0
701476,47,45153.83,26399.37,629,0.0,3,1,Mortgage,Medical,1
701477,59,14000.0,18749.94,547,10.6,4,0,Own,Debt_Consolidation,1
701478,38,14000.0,8601.37,643,3.1,0,0,Own,Debt_Consolidation,0
701479,23,74879.93,12685.18,630,6.9,1,2,Mortgage,Home_Improvement,0
701480,26,34987.69,6171.92,672,13.5,2,1,Mortgage,Debt_Consolidation,0
701481,24,90850.26,24651.24,551,1.6,1,1,Mortgage,Home_Improvement,1
701482,26,40829.78,3398.14,753,16.7,4,0,Own,Debt_Consolidation,0
701483,58,66593.36,10318.09,554,4.7,3,1,Mortgage,Other,0
701484,23,23299.89,30960.42,601,2.5,2,0,Rent,Home_Improvement,1
701485,53,42663.29,11382.06,626,14.0,4,2,Rent,Home_Improvement,0
701486,28,52687.56,16031.57,730,2.2,0,2,Mortgage,Debt_Consolidation,0
701487,31,71896.79,19493.63,642,9.2,1,2,Own,Other,0
701488,32,98338.16,1000.0,804,0.0,1,2,Mortgage,Debt_Consolidation,0
701489,44,81096.27,16438.37,762,10.2,0,3,Rent,Debt_Consolidation,0
701490,49,23158.83,24325.24,599,0.8,4,3,Mortgage,Medical,1
701491,47,58136.98,16298.78,742,1.9,3,2,Mortgage,Other,0
701492,47,53955.94,20530.84,550,18.7,1,2,Mortgage,Debt_Consolidation,1
701493,26,42710.28,5514.01,530,0.2,3,3,Mortgage,Debt_Consolidation,0
701494,47,72101.4,15000.17,808,8.3,3,3,Own,Auto,0
701495,25,95865.68,11421.77,705,13.5,3,1,Mortgage,Home_Improvement,0
701496,57,47040.35,14623.6,807,8.0,0,3,Rent,Medical,0
701497,23,84812.42,1218.18,639,7.6,1,0,Mortgage,Home_Improvement,0
701498,25,91502.34,8283.87,605,0.0,2,1,Mortgage,Other,1
701499,29,32501.11,19322.43,581,5.3,1,3,Mortgage,Home_Improvement,1
701500,38,100576.86,8147.39,804,14.7,3,2,Own,Home_Improvement,0
701501,59,98498.72,19915.08,713,0.0,1,2,Own,Debt_Consolidation,0
701502,24,65108.8,29821.03,502,2.7,3,3,Own,Home_Improvement,1
701503,29,99037.1,17242.25,563,13.9,4,3,Rent,Other,0
701504,39,64039.01,15537.36,576,12.5,1,1,Rent,Medical,0
701505,31,85672.09,20779.58,530,3.7,4,1,Rent,Other,0
701506,24,73646.31,5707.72,747,6.9,1,3,Own,Home_Improvement,0
701507,46,37310.04,9598.62,634,4.7,2,0,Rent,Medical,0
701508,23,64306.48,3951.03,710,8.7,1,3,Rent,Other,0
701509,53,53988.38,6265.41,666,7.5,1,3,Rent,Other,0
701510,25,46154.02,31673.06,497,10.7,0,1,Own,Other,1
701511,40,30329.23,7066.46,596,7.3,4,3,Rent,Debt_Consolidation,0
701512,38,39275.03,14695.31,554,8.4,3,2,Own,Auto,1
701513,54,28403.93,11337.33,735,13.0,2,0,Rent,Debt_Consolidation,1
701514,55,85322.05,10505.97,686,9.5,2,0,Own,Debt_Consolidation,0
701515,42,14000.0,11866.9,595,0.5,0,2,Own,Auto,1
701516,33,59863.37,12632.97,780,2.3,3,2,Rent,Medical,0
